gene	term	evidence
Dusp3	GO:0070373	IBA
Dusp3	GO:0070373	ISO
Dusp4	GO:0000188	ISO
Dusp4	GO:0001706	IBA
Dusp4	GO:0006470	ISO
Dusp4	GO:0016311	IEA
Dusp5	GO:0000188	ISO
Dusp5	GO:0001706	IBA
Dusp5	GO:0045892	ISO
Dusp6	GO:0000188	ISO
Dusp6	GO:0001933	IMP
Dusp6	GO:0006470	IMP
Dusp6	GO:0006470	IDA
Dusp6	GO:0009953	IBA
Dusp6	GO:0010942	ISO
Dusp6	GO:0016311	IEA
Dusp6	GO:0035335	ISO
Dusp6	GO:0040036	IBA
Dusp6	GO:0042663	IBA
Dusp6	GO:0043065	IBA
Dusp6	GO:0043065	ISO
Dusp6	GO:0060420	IMP
Dusp6	GO:0070373	IBA
Dusp6	GO:0070373	ISO
Dusp6	GO:0070373	ISO
Dusp7	GO:0000188	ISO
Dusp7	GO:0006470	IEA
Dusp7	GO:0016311	IEA
Dusp7	GO:0035335	ISO
Dusp7	GO:0043407	ISO
Dusp8	GO:0006470	IEA
Dusp8	GO:0016311	IEA
Dusp9	GO:0000188	IDA
Dusp9	GO:0006470	IDA
Dut	GO:0006226	ISO
Dut	GO:0006226	IBA
Dut	GO:0043497	ISO
Dut	GO:0046081	ISO
Dut	GO:0046081	IBA
Dut	GO:0070207	ISO
Dut	GO:2000272	ISO
Duxbl1	GO:0045580	IDA
Duxbl2	GO:0008150	ND
Duxbl3	GO:0008150	ND
Dvl1	GO:0001505	IMP
Dvl1	GO:0001932	IGI
Dvl1	GO:0001933	IGI
Dvl1	GO:0001934	IDA
Dvl1	GO:0006366	ISO
Dvl1	GO:0006469	ISO
Dvl1	GO:0007269	IGI
Dvl1	GO:0007275	IEA
Dvl1	GO:0007409	IDA
Dvl1	GO:0007411	IDA
Dvl1	GO:0007528	IGI
Dvl1	GO:0010976	IMP
Dvl1	GO:0016055	IGI
Dvl1	GO:0016055	NAS
Dvl1	GO:0016055	TAS
Dvl1	GO:0022007	IGI
Dvl1	GO:0030177	ISO
Dvl1	GO:0031122	IGI
Dvl1	GO:0031122	IGI
Dvl1	GO:0031122	IDA
Dvl1	GO:0032091	ISO
Dvl1	GO:0032436	ISO
Dvl1	GO:0034504	ISO
Dvl1	GO:0035176	IMP
Dvl1	GO:0035176	IMP
Dvl1	GO:0035372	IGI
Dvl1	GO:0035556	IEA
Dvl1	GO:0043113	IGI
Dvl1	GO:0045893	ISO
Dvl1	GO:0048668	IDA
Dvl1	GO:0048675	IDA
Dvl1	GO:0048813	IMP
Dvl1	GO:0050808	IGI
Dvl1	GO:0050808	IMP
Dvl1	GO:0050821	ISO
Dvl1	GO:0060029	IMP
Dvl1	GO:0060029	IGI
Dvl1	GO:0060070	IDA
Dvl1	GO:0060070	IDA
Dvl1	GO:0060070	IDA
Dvl1	GO:0060070	ISO
Dvl1	GO:0060070	IMP
Dvl1	GO:0060070	IGI
Dvl1	GO:0060070	IGI
Dvl1	GO:0060071	IGI
Dvl1	GO:0060071	IMP
Dvl1	GO:0060071	IGI
Dvl1	GO:0060071	ISO
Dvl1	GO:0060071	IDA
Dvl1	GO:0060134	IMP
Dvl1	GO:0071340	IMP
Dvl1	GO:0090103	IGI
Dvl1	GO:0090179	IGI
Dvl1	GO:0090263	IMP
Dvl1	GO:1903827	ISO
Dvl2	GO:0001843	IMP
Dvl2	GO:0001934	ISO
Dvl2	GO:0003007	IGI
Dvl2	GO:0003151	IMP
Dvl2	GO:0006366	ISO
Dvl2	GO:0007275	IEA
Dvl2	GO:0007379	IMP
Dvl2	GO:0007507	IMP
Dvl2	GO:0007507	IMP
Dvl2	GO:0016055	NAS
Dvl2	GO:0016055	ISO
Dvl2	GO:0016055	IDA
Dvl2	GO:0022007	IGI
Dvl2	GO:0022007	IMP
Dvl2	GO:0034613	IDA
Dvl2	GO:0035282	IGI
Dvl2	GO:0035556	IEA
Dvl2	GO:0035567	ISO
Dvl2	GO:0043507	IDA
Dvl2	GO:0043507	ISO
Dvl2	GO:0044340	ISO
Dvl2	GO:0045893	ISO
Dvl2	GO:0051091	ISO
Dvl2	GO:0060029	IGI
Dvl2	GO:0060070	IGI
Dvl2	GO:0060070	IDA
Dvl2	GO:0060070	IGI
Dvl2	GO:0060070	IMP
Dvl2	GO:0060070	ISO
Dvl2	GO:0060071	ISO
Dvl2	GO:0060071	IGI
Dvl2	GO:0061098	IGI
Dvl2	GO:0090103	IGI
Dvl2	GO:0090103	IGI
Dvl2	GO:0090179	IMP
Dvl2	GO:0090179	IGI
Dvl2	GO:0090263	IMP
Dvl3	GO:0001934	ISO
Dvl3	GO:0003007	IGI
Dvl3	GO:0003148	IMP
Dvl3	GO:0007275	IEA
Dvl3	GO:0016055	ISO
Dvl3	GO:0035556	IEA
Dvl3	GO:0035567	ISO
Dvl3	GO:0038031	IDA
Dvl3	GO:0043507	ISO
Dvl3	GO:0045893	ISO
Dvl3	GO:0060070	TAS
Dvl3	GO:0060070	ISO
Dvl3	GO:0060071	TAS
Dvl3	GO:0060071	ISO
Dvl3	GO:0060071	IGI
Dvl3	GO:0090103	IGI
Dvl3	GO:0090103	IGI
Dvl3	GO:0090179	IGI
Dvl3	GO:1903827	ISO
DXBay18	GO:0008150	ND
Dxo	GO:0006402	IMP
Dxo	GO:0008152	IDA
Dxo	GO:0050779	IMP
Dxo	GO:0071028	IMP
Dxo	GO:0090305	IDA
Dydc1	GO:0006348	IBA
Dydc2	GO:0006348	IBA
Dym	GO:0007030	ISO
Dym	GO:0007030	IBA
Dym	GO:0060348	ISO
Dync1h1	GO:0003341	IC
Dync1h1	GO:0006810	IEA
Dync1h1	GO:0007018	IEA
Dync1h1	GO:0033962	IMP
Dync1h1	GO:0034063	IMP
Dync1h1	GO:0051293	ISO
Dync1i1	GO:0006810	IEA
Dync1i1	GO:0007018	IEA
Dync1i1	GO:0047496	ISO
Dync1i1	GO:0047496	ISO
Dync1i2	GO:0006810	IEA
Dync1i2	GO:0007018	IEA
Dync1li1	GO:0006810	IEA
Dync1li1	GO:0007018	ISS
Dync1li1	GO:0007049	IEA
Dync1li1	GO:0007067	IEA
Dync1li1	GO:0046605	ISO
Dync1li1	GO:0051301	IEA
Dync1li1	GO:0090267	ISO
Dync1li2	GO:0000226	IMP
Dync1li2	GO:0006810	IEA
Dync1li2	GO:0007018	IEA
Dync1li2	GO:0051642	IMP
Dync2h1	GO:0007018	IEA
Dync2h1	GO:0007030	ISO
Dync2h1	GO:0007275	IEA
Dync2h1	GO:0007368	IMP
Dync2h1	GO:0007368	IMP
Dync2h1	GO:0007368	IMP
Dync2h1	GO:0007368	IMP
Dync2h1	GO:0007507	IMP
Dync2h1	GO:0008105	IMP
Dync2h1	GO:0009953	IMP
Dync2h1	GO:0009953	IGI
Dync2h1	GO:0009953	IMP
Dync2h1	GO:0009953	IGI
Dync2h1	GO:0009953	IMP
Dync2h1	GO:0016485	IMP
Dync2h1	GO:0016485	IMP
Dync2h1	GO:0021522	IGI
Dync2h1	GO:0030030	IEA
Dync2h1	GO:0030182	IMP
Dync2h1	GO:0030326	IMP
Dync2h1	GO:0030900	IMP
Dync2h1	GO:0035721	IMP
Dync2h1	GO:0042384	IMP
Dync2h1	GO:0042384	IMP
Dync2h1	GO:0045880	IMP
Dync2h1	GO:0060271	IMP
Dync2h1	GO:0060976	IMP
Dync2li1	GO:0007275	IEA
Dync2li1	GO:0007368	IMP
Dync2li1	GO:0030030	IEA
Dync2li1	GO:0042384	IMP
Dynll1	GO:0006351	IEA
Dynll1	GO:0006355	IEA
Dynll1	GO:0006810	IEA
Dynll1	GO:0006915	IEA
Dynll1	GO:0007017	IEA
Dynll1	GO:0007018	TAS
Dynll1	GO:0035721	IMP
Dynll1	GO:0042326	ISO
Dynll1	GO:0045019	ISO
Dynll1	GO:0050790	ISO
Dynll1	GO:0060271	IGI
Dynll1	GO:0060271	IMP
Dynll2	GO:0006810	IEA
Dynll2	GO:0007017	IEA
Dynll2	GO:0046907	NAS
Dynlrb1	GO:0006810	IEA
Dynlrb1	GO:0007018	IEA
Dynlrb1	GO:0007632	ISO
Dynlrb2	GO:0006810	IEA
Dynlrb2	GO:0007018	IEA
Dynlrb2	GO:0008150	ND
Dynlt1a	GO:0008150	ND
Dynlt1b	GO:0007017	IDA
Dynlt1c	GO:0008150	ND
Dynlt1f	GO:0008150	ND
Dynlt3	GO:0006810	IEA
Dynlt3	GO:0007049	IEA
Dynlt3	GO:0007067	IEA
Dynlt3	GO:0007346	ISO
Dynlt3	GO:0051301	IEA
Dyrk1a	GO:0000381	ISO
Dyrk1a	GO:0006468	ISO
Dyrk1a	GO:0007623	IMP
Dyrk1a	GO:0016310	IEA
Dyrk1a	GO:0018105	IDA
Dyrk1a	GO:0018105	ISO
Dyrk1a	GO:0018107	IDA
Dyrk1a	GO:0018108	ISO
Dyrk1a	GO:0018108	ISO
Dyrk1a	GO:0018108	IDA
Dyrk1a	GO:0043518	IDA
Dyrk1a	GO:0046777	ISO
Dyrk1a	GO:0048025	IMP
Dyrk1a	GO:0090312	IDA
Dyrk1b	GO:0006468	ISO
Dyrk1b	GO:0007520	IMP
Dyrk1b	GO:0016310	IEA
Dyrk1b	GO:0045893	ISO
Dyrk1b	GO:0060612	ISO
Dyrk1c	GO:0008150	ND
Dyrk2	GO:0006468	ISO
Dyrk2	GO:0006915	IEA
Dyrk2	GO:0007224	ISO
Dyrk2	GO:0016310	IEA
Dyrk2	GO:0018108	ISO
Dyrk2	GO:0018108	ISO
Dyrk2	GO:0042771	ISO
Dyrk2	GO:0045725	ISO
Dyrk2	GO:0051534	ISO
Dyrk3	GO:0006468	ISO
Dyrk3	GO:0006468	IDA
Dyrk3	GO:0016310	IEA
Dyrk3	GO:0018108	ISA
Dyrk3	GO:0030218	IDA
Dyrk3	GO:0030218	ISO
Dyrk4	GO:0006468	IEA
Dyrk4	GO:0016310	IEA
Dysf	GO:0001778	IDA
Dysf	GO:0001778	IMP
Dysf	GO:0006906	IMP
Dytn	GO:0008150	ND
Dyx1c1	GO:0001764	ISO
Dyx1c1	GO:0003341	IMP
Dyx1c1	GO:0003341	ISO
Dyx1c1	GO:0003351	IMP
Dyx1c1	GO:0007368	IMP
Dyx1c1	GO:0007368	IMP
Dyx1c1	GO:0007368	ISO
Dyx1c1	GO:0007399	IEA
Dyx1c1	GO:0007507	IMP
Dyx1c1	GO:0007611	IMP
Dyx1c1	GO:0033146	ISO
Dyx1c1	GO:0036158	IMP
Dyx1c1	GO:0036158	ISO
Dyx1c1	GO:0036159	IMP
Dyx1c1	GO:0036159	ISO
Dyx1c1	GO:0061136	ISO
Dzank1	GO:0098779	ISO
Dzip1	GO:0007224	IMP
Dzip1	GO:0007275	IEA
Dzip1	GO:0007283	IEA
Dzip1	GO:0030154	IEA
Dzip1	GO:0042384	IMP
Dzip1	GO:0042384	ISO
Dzip1	GO:0045184	IMP
Dzip1	GO:0045184	IMP
Dzip1	GO:0045184	IMP
Dzip1	GO:0045184	IMP
Dzip1	GO:0045184	IMP
Dzip1	GO:0051220	IMP
Dzip1l	GO:0042384	ISO
Dzip3	GO:0000209	ISO
Dzip3	GO:0000209	IBA
Dzip3	GO:0042787	IBA
Dzip3	GO:0043161	IBA
E030011O05Rik	GO:0008150	ND
E030013I19Rik	GO:0008150	ND
E030018B13Rik	GO:0008150	ND
E030019B13Rik	GO:0060430	IMP
E030025P04Rik	GO:0008150	ND
E030030I06Rik	GO:0008150	ND
E030042O20Rik	GO:0008150	ND
E030044B06Rik	GO:0008150	ND
E030047D23Rik	GO:0008150	ND
E130012A19Rik	GO:0048663	IDA
E130012A19Rik	GO:0048663	IMP
E130018N17Rik	GO:0008150	ND
E130018O15Rik	GO:0008150	ND
E130114P18Rik	GO:0008150	ND
E130116L18Rik	GO:0008150	ND
E130208F15Rik	GO:0008150	ND
E130215H24Rik	GO:0008150	ND
E130218I03Rik	GO:0008150	ND
E130304I02Rik	GO:0008150	ND
E130307A14Rik	GO:0008150	ND
E130308A19Rik	GO:0008150	ND
E130309D02Rik	GO:0008150	ND
E130309D14Rik	GO:0008150	ND
E130311K13Rik	GO:0043408	IBA
E130311K13Rik	GO:0051090	ISO
E130311K13Rik	GO:0070373	ISO
E130314M14Rik	GO:0008150	ND
E130317F20Rik	GO:0008150	ND
E230001N04Rik	GO:0008150	ND
E230013L22Rik	GO:0008150	ND
E230015B07Rik	GO:0008150	ND
E230016K23Rik	GO:0008150	ND
E230016M11Rik	GO:0008150	ND
E230023K05Rik	GO:0008150	ND
E230025N22Rik	GO:0008150	ND
E2f1	GO:0000077	ISO
E2f1	GO:0000122	ISO
E2f1	GO:0006351	IDA
E2f1	GO:0006355	IDA
E2f1	GO:0006355	ISO
E2f1	GO:0006355	IDA
E2f1	GO:0006355	IDA
E2f1	GO:0006915	IEA
E2f1	GO:0007049	IEA
E2f1	GO:0008630	ISO
E2f1	GO:0010628	ISO
E2f1	GO:0030900	IMP
E2f1	GO:0043276	IDA
E2f1	GO:0043392	ISO
E2f1	GO:0045599	IDA
E2f1	GO:0045892	ISO
E2f1	GO:0045893	IDA
E2f1	GO:0045893	IDA
E2f1	GO:0045893	ISO
E2f1	GO:0045893	IDA
E2f1	GO:0045944	IDA
E2f1	GO:0045944	ISO
E2f1	GO:0045944	IDA
E2f1	GO:0048146	ISO
E2f1	GO:0048255	ISO
E2f1	GO:0051726	IDA
E2f1	GO:0070345	IMP
E2f1	GO:0071466	IDA
E2f1	GO:0071930	ISO
E2f1	GO:0072332	IDA
E2f1	GO:1990086	IDA
E2f1	GO:1990090	ISO
E2f1	GO:2000045	ISO
E2f2	GO:0006351	IEA
E2f2	GO:0006355	IDA
E2f2	GO:0007049	IEA
E2f2	GO:0051726	IDA
E2f2	GO:0072332	IDA
E2f2	GO:1990086	IDA
E2f3	GO:0006351	IEA
E2f3	GO:0006355	IDA
E2f3	GO:0007049	IEA
E2f3	GO:0008284	IDA
E2f3	GO:0045893	IDA
E2f3	GO:0070345	IMP
E2f4	GO:0000083	IGI
E2f4	GO:0000083	IDA
E2f4	GO:0000278	IEA
E2f4	GO:0002064	IMP
E2f4	GO:0006351	IEA
E2f4	GO:0006355	TAS
E2f4	GO:0006355	TAS
E2f4	GO:0006884	IMP
E2f4	GO:0007049	IEA
E2f4	GO:0008015	IMP
E2f4	GO:0008361	IMP
E2f4	GO:0009887	IMP
E2f4	GO:0009887	IMP
E2f4	GO:0030030	IEA
E2f4	GO:0042127	IDA
E2f4	GO:0042384	IMP
E2f4	GO:0045944	ISO
E2f4	GO:0051726	TAS
E2f5	GO:0000082	TAS
E2f5	GO:0006351	IEA
E2f5	GO:0006355	IDA
E2f5	GO:0009887	IMP
E2f5	GO:0030030	IEA
E2f5	GO:0051726	TAS
E2f6	GO:0000083	IGI
E2f6	GO:0006351	IEA
E2f6	GO:0006355	IEA
E2f6	GO:0006355	IEA
E2f6	GO:0007049	IEA
E2f7	GO:0000122	ISO
E2f7	GO:0000122	IMP
E2f7	GO:0000122	IMP
E2f7	GO:0000122	IDA
E2f7	GO:0000122	IDA
E2f7	GO:0001890	IMP
E2f7	GO:0002040	IMP
E2f7	GO:0002040	ISO
E2f7	GO:0006351	IEA
E2f7	GO:0006355	IDA
E2f7	GO:0006974	IEA
E2f7	GO:0007049	IEA
E2f7	GO:0008285	IDA
E2f7	GO:0008285	ISO
E2f7	GO:0030330	ISO
E2f7	GO:0032466	IMP
E2f7	GO:0032877	IMP
E2f7	GO:0045944	ISO
E2f7	GO:0060707	IMP
E2f7	GO:0060718	IMP
E2f7	GO:0070365	IMP
E2f7	GO:0071930	ISO
E2f7	GO:2000134	IDA
E2f8	GO:0000122	IMP
E2f8	GO:0000122	ISO
E2f8	GO:0000122	IMP
E2f8	GO:0000122	IMP
E2f8	GO:0001890	IMP
E2f8	GO:0002040	ISO
E2f8	GO:0002040	IMP
E2f8	GO:0006351	IEA
E2f8	GO:0006355	IEA
E2f8	GO:0006355	IEA
E2f8	GO:0007049	IEA
E2f8	GO:0008283	IDA
E2f8	GO:0032466	IMP
E2f8	GO:0032466	IMP
E2f8	GO:0032877	IMP
E2f8	GO:0032877	IMP
E2f8	GO:0033301	IMP
E2f8	GO:0045944	ISO
E2f8	GO:0060707	IMP
E2f8	GO:0060718	IMP
E2f8	GO:0070365	IMP
E2f8	GO:0070365	IMP
E330009J07Rik	GO:0008150	ND
E330013P04Rik	GO:0008150	ND
E330014E10Rik	GO:0008150	ND
E330016L19Rik	GO:0008150	ND
E330017A01Rik	GO:0008150	ND
E330020D12Rik	GO:0008150	ND
E330021D16Rik	GO:0008150	ND
E330034G19Rik	GO:0032436	IDA
E330037G11Rik	GO:0008150	ND
E330040D14Rik	GO:0008150	ND
E430018J23Rik	GO:0006355	IBA
E430024I08Rik	GO:0008150	ND
E430024P14Rik	GO:0008150	ND
E430025E21Rik	GO:0001556	IMP
E430025E21Rik	GO:0006810	IEA
E430025E21Rik	GO:0015031	IEA
E430025E21Rik	GO:0016197	ISO
E430025E21Rik	GO:0040038	IMP
E430025E21Rik	GO:0090306	IMP
E4f1	GO:0000122	IBA
E4f1	GO:0000122	ISO
E4f1	GO:0006260	IMP
E4f1	GO:0006351	IEA
E4f1	GO:0006355	TAS
E4f1	GO:0007049	IEA
E4f1	GO:0007067	IEA
E4f1	GO:0009790	IMP
E4f1	GO:0009794	IMP
E4f1	GO:0010564	IDA
E4f1	GO:0010564	ISO
E4f1	GO:0040008	IEA
E4f1	GO:0051301	IEA
E530011L22Rik	GO:0008150	ND
e9.58a	GO:0009790	IMP
e9.5a19c	GO:0007507	IMP
Eaf1	GO:0006351	IEA
Eaf1	GO:0006355	IEA
Eaf1	GO:0006355	IEA
Eaf1	GO:0045944	ISO
Eaf2	GO:0006351	IEA
Eaf2	GO:0006355	IEA
Eaf2	GO:0006355	IEA
Eaf2	GO:0006366	ISO
Eaf2	GO:0030308	IMP
Eaf2	GO:0045893	IDA
Eaf2	GO:0045944	ISO
Eaf2	GO:0060770	IMP
Eaf2	GO:0097193	ISA
Eapp	GO:0008284	IBA
Eapp	GO:0008284	ISO
Eapp	GO:0032968	ISO
Eapp	GO:0034243	IBA
Eapp	GO:0034244	ISO
Ear12	GO:0008150	ND
Ear13	GO:0008150	ND
Ear2	GO:0006935	IDA
Ear7	GO:0016070	IDA
Ears2	GO:0006412	IEA
Ears2	GO:0006418	IEA
Ears2	GO:0006424	ISO
Ears2	GO:0043039	IEA
Ears2	GO:0070127	ISO
Ebag9	GO:0006915	IEA
Ebf1	GO:0006351	IEA
Ebf1	GO:0006355	IDA
Ebf1	GO:0007275	IEA
Ebf1	GO:0045893	IDA
Ebf1	GO:0045944	IDA
Ebf2	GO:0001709	IDA
Ebf2	GO:0006351	IEA
Ebf2	GO:0006355	IEA
Ebf2	GO:0006355	IEA
Ebf2	GO:0007275	IEA
Ebf2	GO:0035563	IDA
Ebf2	GO:0045893	IDA
Ebf2	GO:0045944	IGI
Ebf2	GO:0045944	IDA
Ebf2	GO:0050873	IDA
Ebf2	GO:0060612	IMP
Ebf3	GO:0006351	IEA
Ebf3	GO:0006355	IEA
Ebf3	GO:0006355	IEA
Ebf3	GO:0007275	IEA
Ebf3	GO:0045893	IDA
Ebf3	GO:0045944	IDA
Ebf4	GO:0006351	IEA
Ebf4	GO:0006355	IDA
Ebf4	GO:0007275	IEA
Ebf4	GO:0045944	IDA
Ebi3	GO:0019221	ISO
Ebi3	GO:0042098	IDA
Ebna1bp2	GO:0006364	TAS
Ebna1bp2	GO:0007059	TAS
Ebna1bp2	GO:0042254	IEA
Ebp	GO:0006629	IEA
Ebp	GO:0006694	IEA
Ebp	GO:0006695	ISO
Ebp	GO:0008202	IEA
Ebp	GO:0008203	IEA
Ebp	GO:0016125	IEA
Ebp	GO:0016126	IMP
Ebp	GO:0016126	TAS
Ebp	GO:0030097	IMP
Ebpl	GO:0008150	ND
Ebpl	GO:0016125	IEA
Ecd	GO:0006351	IEA
Ecd	GO:0006355	IEA
Ecd	GO:0008283	IMP
Ecd	GO:2000045	IMP
Ece1	GO:0001666	ISO
Ece1	GO:0001921	ISO
Ece1	GO:0001921	ISO
Ece1	GO:0006508	ISO
Ece1	GO:0006915	ISO
Ece1	GO:0007507	ISO
Ece1	GO:0008217	ISO
Ece1	GO:0010613	ISO
Ece1	GO:0010814	ISO
Ece1	GO:0010815	ISO
Ece1	GO:0010816	ISO
Ece1	GO:0016485	ISO
Ece1	GO:0016485	ISO
Ece1	GO:0016486	ISO
Ece1	GO:0016486	ISS
Ece1	GO:0030819	ISO
Ece1	GO:0034959	ISO
Ece1	GO:0042312	ISO
Ece1	GO:0042447	ISO
Ece1	GO:0042733	ISO
Ece1	GO:0043583	ISO
Ece1	GO:0045745	ISO
Ece1	GO:0060037	IMP
Ece1	GO:0070372	ISO
Ece2	GO:0006508	IEA
Ece2	GO:0006508	IEA
Ece2	GO:0008152	IEA
Ece2	GO:0008152	IEA
Ece2	GO:0016486	ISS
Ece2	GO:0016486	ISO
Ece2	GO:0032259	IEA
Ecel1	GO:0003016	IMP
Ecel1	GO:0006508	IEA
Ecel1	GO:0006508	IEA
Ecel1	GO:0007218	ISO
Ecel1	GO:0035556	ISO
Ech1	GO:0006629	IEA
Ech1	GO:0006631	IEA
Ech1	GO:0008152	IEA
Echdc1	GO:0008152	IDA
Echdc2	GO:0006629	IEA
Echdc2	GO:0006631	IEA
Echdc2	GO:0008152	IEA
Echdc3	GO:0008150	ND
Echdc3	GO:0008152	IEA
Echs1	GO:0006629	IEA
Echs1	GO:0006631	IEA
Echs1	GO:0008152	IEA
Eci1	GO:0006629	IEA
Eci1	GO:0006631	IEA
Eci1	GO:0006635	IMP
Eci1	GO:0008152	IEA
Eci2	GO:0006635	ISO
Eci2	GO:0008152	IEA
Eci2	GO:0009062	ISS
Eci2	GO:0009062	ISO
Eci3	GO:0006635	IC
Ecm1	GO:0001503	IEA
Ecm1	GO:0001525	IEA
Ecm1	GO:0001938	ISO
Ecm1	GO:0001960	IDA
Ecm1	GO:0002828	IMP
Ecm1	GO:0006357	IMP
Ecm1	GO:0006954	IMP
Ecm1	GO:0007165	ISO
Ecm1	GO:0010466	ISO
Ecm1	GO:0030500	IEA
Ecm1	GO:0030502	ISO
Ecm1	GO:0031214	IEA
Ecm1	GO:0043123	ISO
Ecm1	GO:0045766	ISO
Ecm1	GO:2000404	IMP
Ecm2	GO:0007409	IBA
Ecm2	GO:0010811	IDA
Ecm2	GO:0030198	IDA
Ecscr	GO:0001525	IEA
Ecscr	GO:0006915	IEA
Ecscr	GO:0006935	IEA
Ecscr	GO:0007275	IEA
Ecscr	GO:0016525	ISO
Ecscr	GO:0016525	IMP
Ecscr	GO:0030154	IEA
Ecscr	GO:1901800	ISO
Ecscr	GO:2000353	ISO
Ecsit	GO:0001707	IMP
Ecsit	GO:0002376	IEA
Ecsit	GO:0006357	IDA
Ecsit	GO:0006357	IDA
Ecsit	GO:0007178	IPI
Ecsit	GO:0007178	IDA
Ecsit	GO:0030509	IDA
Ecsit	GO:0045087	IEA
Ecsit	GO:0051341	ISO
Ecsit	GO:0055114	ISO
Ect2	GO:0000902	IDA
Ect2	GO:0000910	ISO
Ect2	GO:0006810	IEA
Ect2	GO:0007049	IEA
Ect2	GO:0007399	IEA
Ect2	GO:0015031	IEA
Ect2	GO:0030154	IEA
Ect2	GO:0032147	ISO
Ect2	GO:0032467	ISO
Ect2	GO:0035023	IEA
Ect2	GO:0035556	IEA
Ect2	GO:0042307	IDA
Ect2	GO:0043065	ISO
Ect2	GO:0043123	ISO
Ect2	GO:0043547	ISO
Ect2	GO:0045666	IMP
Ect2	GO:0045859	ISO
Ect2	GO:0051260	ISO
Ect2	GO:0051301	IEA
Ect2	GO:0051988	ISO
Ect2	GO:0070301	ISO
Ect2	GO:0070830	ISO
Ect2	GO:0071277	ISO
Ect2	GO:0071479	ISO
Ect2	GO:0090630	ISO
Ect2l	GO:0008150	ND
Eda	GO:0001942	IGI
Eda	GO:0001942	IMP
Eda	GO:0001942	IMP
Eda	GO:0006955	IEA
Eda	GO:0007160	IDA
Eda	GO:0007275	IEA
Eda	GO:0010467	IMP
Eda	GO:0010628	IDA
Eda	GO:0030154	IEA
Eda	GO:0042346	IDA
Eda	GO:0042475	IMP
Eda	GO:0042475	IMP
Eda	GO:0043123	IMP
Eda	GO:0043473	IMP
Eda	GO:0043473	IMP
Eda	GO:0043588	IMP
Eda	GO:0060662	IDA
Eda	GO:0060789	IGI
Eda	GO:0061153	IMP
Eda	GO:0090263	IMP
Eda2r	GO:0007275	IEA
Eda2r	GO:0012501	RCA
Eda2r	GO:0030154	IEA
Eda2r	GO:0046330	ISO
Eda2r	GO:0051092	ISO
Eda2r	GO:0072332	IGI
Edar	GO:0001942	IGI
Edar	GO:0001942	IMP
Edar	GO:0006915	IEA
Edar	GO:0007275	IEA
Edar	GO:0010628	IDA
Edar	GO:0030154	IEA
Edar	GO:0042346	IDA
Edar	GO:0042475	IMP
Edar	GO:0043473	IMP
Edar	GO:0060662	IDA
Edaradd	GO:0001942	IGI
Edaradd	GO:0007165	IEA
Edaradd	GO:0007249	NAS
Edaradd	GO:0007275	IEA
Edaradd	GO:0030154	IEA
Edaradd	GO:0042475	IMP
Edaradd	GO:0042475	IMP
Edaradd	GO:0061153	IMP
Edc3	GO:0031087	IBA
Edc3	GO:0033962	IBA
Edc3	GO:0090502	ISO
Edc4	GO:0008150	ND
Eddm3b	GO:0008150	ND
Edem1	GO:0006491	IBA
Edem1	GO:0006986	IEA
Edem1	GO:0030433	IDA
Edem1	GO:0030968	IBA
Edem1	GO:0036510	IMP
Edem1	GO:0097466	ISO
Edem1	GO:0097466	IBA
Edem1	GO:1904154	IDA
Edem1	GO:1904154	ISO
Edem1	GO:1904382	ISO
Edem2	GO:0006491	IBA
Edem2	GO:0030433	IBA
Edem2	GO:0030968	IBA
Edem2	GO:0036509	ISO
Edem2	GO:0097466	ISO
Edem2	GO:0097466	IBA
Edem2	GO:1904154	IDA
Edem2	GO:1904154	ISO
Edem2	GO:1904382	ISO
Edem3	GO:0006491	IBA
Edem3	GO:0006516	IDA
Edem3	GO:0006986	IEA
Edem3	GO:0030433	IBA
Edem3	GO:0030968	IBA
Edem3	GO:0043161	IDA
Edem3	GO:1904382	ISO
Edem3	GO:1904382	IDA
Edf1	GO:0006351	IEA
Edf1	GO:0006355	IEA
Edf1	GO:0007275	IEA
Edf1	GO:0030154	IEA
Edf1	GO:0043388	ISO
Edil3	GO:0007155	IEA
Edil3	GO:0007275	IEA
Edil3	GO:0010811	IDA
Edn1	GO:0000122	ISO
Edn1	GO:0001501	IMP
Edn1	GO:0001516	ISO
Edn1	GO:0001569	IMP
Edn1	GO:0001666	IMP
Edn1	GO:0001666	IMP
Edn1	GO:0001701	IMP
Edn1	GO:0001821	ISO
Edn1	GO:0003100	ISO
Edn1	GO:0006885	IDA
Edn1	GO:0007166	ISO
Edn1	GO:0007186	ISO
Edn1	GO:0007186	TAS
Edn1	GO:0007204	ISO
Edn1	GO:0007204	ISO
Edn1	GO:0007205	IDA
Edn1	GO:0007267	ISO
Edn1	GO:0007507	IMP
Edn1	GO:0007585	IMP
Edn1	GO:0007589	IMP
Edn1	GO:0008217	ISO
Edn1	GO:0008217	IMP
Edn1	GO:0008217	IMP
Edn1	GO:0008217	IMP
Edn1	GO:0008284	IDA
Edn1	GO:0008284	ISO
Edn1	GO:0008284	ISO
Edn1	GO:0009953	IMP
Edn1	GO:0010460	ISO
Edn1	GO:0010613	ISO
Edn1	GO:0010870	ISO
Edn1	GO:0014032	IMP
Edn1	GO:0014032	IMP
Edn1	GO:0014065	ISO
Edn1	GO:0014824	ISO
Edn1	GO:0014824	ISO
Edn1	GO:0014826	ISO
