EntrezGene ID	RefSeq ncRNA [e.g. NR_002834]
9214	
2867	
9657	
79750	
8995	
126567	
105374250	
445815	
84206	
56	
790952	NR_027122
92359	
27232	
4163	
995	
6588	
2182	
8989	
55601	
550631	
23460	
90736	
755	
401022	NR_110458
401022	
221301	
5350	
192669	
57724	
410	
100289473	
100289473	NR_037142
376497	
1112	
105378272	
1038	
105827617	NR_131984
159162	NR_002193
159162	
23704	
56063	
387486	NR_109787
387486	NR_024090
387486	
100506895	NR_038276
285286	NR_104116
285286	
101928108	
6655	
51147	
400657	NR_024484
400657	
114815	
23768	
55200	
54891	
5132	
653247	
79763	
55781	
54828	
7783	
114625	
100507316	
100507316	NR_120682
100507316	NR_120683
57205	
55262	
9668	
388849	
64897	
79745	
378948	
3623	
5551	
101927873	NR_109795
101927873	
4603	
23566	
138948	NR_102735
51691	
201158	
93436	
388591	
5828	
262	
8900	
282618	
728637	
1013	
11144	
11144	NR_103474
51182	
55346	
552	
340357	
340357	NR_015383
79850	
699	
101928734	NR_126473
10783	
23148	
403313	
7015	
284454	NR_036515
100131208	
100131208	NR_040710
51642	
90410	
84667	
317772	
26102	NR_026964
26102	
100128025	
100128025	NR_040250
50837	
162394	
6898	
9541	
149297	
729739	
729739	NR_045207
647286	
966	
57616	
79915	
101928775	NR_109805
64225	
219959	
378951	
55028	
53344	
5343	
100505633	
100505633	NR_038849
221937	
150094	
8519	
102724301	NR_120587
81855	
100996492	NR_120317
4837	
100129464	NR_038428
93659	
2949	
729987	NR_046088
5004	
55081	
64755	
3857	
157769	
79038	
5009	
64844	
220416	
100861402	NR_045787
100861402	NR_045786
100861402	
6505	
93034	
6559	
7903	
2793	
101928525	NR_121579
347475	
7700	
54939	
2077	
85416	
50485	
6399	
10260	
414325	
122402	
285830	NR_026972
285830	
101409254	NR_102423
403	
3672	
415116	
9975	
60437	
147670	
29109	
6386	
29991	
51012	
2589	
2928	
27315	
50488	
51274	
768	
23294	
8539	
100505915	
10954	
7516	
342900	
22948	
8912	
201595	
84859	
146310	
140856	
1816	
1870	
152742	NR_033931
152742	
6713	
91272	
949	
10481	
6234	
118491	
5537	
114757	
340113	NR_033832
340113	
122945	
81602	
102724684	
51133	
4750	
104326055	NR_126362
401466	
283149	
23607	
105374524	
202459	NR_028496
202459	
51306	
10490	
440087	
65996	
65996	NR_026052
5284	
140901	
84717	
644945	
644945	NR_029393
51339	
3562	
79987	
90987	
2495	
390083	
100507347	NR_108060
100507347	
50836	
7424	
6451	
162993	
100302691	NR_033927
5054	
100049716	NR_122124
100049716	
79039	
7471	
4759	
403315	NR_003612
403315	
193629	
193629	NR_027072
165257	
3593	
144608	
54482	
101060146	NR_110646
101060146	
813	
388372	
84153	
219938	
8038	
57573	
4585	
342977	
101929378	
101929378	NR_110249
91948	
91948	NR_024173
255649	NR_130719
100130386	NR_028064
9820	
64400	
116379	
6303	
6303	NR_027783
776	
25937	
54205	
100996490	NR_104146
100996490	
58478	
865	
147495	
1592	
660	
10497	
101928550	NR_121580
101928550	
56917	
100873976	NR_046555
80349	
23262	
387032	
602	
2849	
65082	
101929777	
440900	NR_034128
102724560	
5600	
10092	
442213	
55973	
276	
10163	
414764	
390084	
2335	
127068	
1758	
376132	
7479	
51429	
653361	
6514	
993	
127069	
23151	
50814	
64852	
101927666	NR_110809
116987	
283985	
80006	
387119	
55799	
219402	
253559	
8911	
9085	
4708	
619383	NR_002569
619383	NR_023358
100158262	NR_002569
100158262	NR_023358
335	
987	
8528	
100507250	NR_038930
100507250	
79883	
128178	
653404	
9666	
4973	
653499	
51816	
140834	NR_132343
140834	NR_132342
140834	
140735	
836	
7317	
55273	
572558	NR_121191
27034	
1201	
9044	
50652	NR_015342
50652	NR_132312
9440	
91977	
271	
100131691	
100131691	NR_027334
101927193	NR_110739
101927193	
79858	
7043	
1	
1770	
100506691	
9968	
4035	
11269	
53919	
114548	
5189	
56892	
129285	
7593	
51454	
100874313	NR_046839
643677	
440279	
101929721	NR_125988
83953	
103695365	
103695365	NR_125760
548313	
391004	
654348	
403244	
55379	
9172	
344892	
55714	
55850	
55959	
54769	
7098	
84871	
9517	
51596	
23705	
4234	
283991	
23313	
100506679	NR_125362
6500	
5376	
23284	
283571	
80153	
6776	
1636	
105373524	
152641	NR_024008
387509	
23523	
105373525	
283663	
283663	NR_024433
64924	
105369423	
645425	
131096	
266	
403239	
54768	
1419	
64800	
116842	
8214	
326624	
3578	
3038	
22824	
727897	
11340	
2733	
5860	
26024	
192666	
89790	
1454	
102800317	
49855	
10992	
414060	
282770	
501	
613227	
54088	NR_024357
54088	
100289137	
100289137	NR_047651
2151	
680	
3875	
9445	
126272	
10184	
84817	
340562	
84337	
143282	
146771	
146771	NR_002947
9702	
79893	
387890	
7181	
93190	
2986	
221477	
3952	
400957	
400957	NR_033980
647121	NR_003955
647121	
205428	
55035	
9870	
23657	
79970	NR_027788
79970	NR_027789
79970	
123103	
55897	
64083	
55041	
102724849	NR_110607
5936	
119395	
84694	
81792	
115426	
8936	
3000	
64919	
390010	
9776	
57653	NR_036527
57653	NR_036528
57653	NR_036529
57653	
84933	
9402	
84100	
4709	
3295	
101927721	
29102	
245911	
102724719	NR_120678
2175	
83661	
3092	
170712	
163479	
340547	
668	
2736	
10072	
8417	
102723631	
1130	
87769	
539	
54777	
8048	
1045	
8284	
79820	
10581	
402779	NR_038372
402779	
57007	
719	
285605	
23129	
2050	
1152	
259307	
256979	
6251	
54455	
387694	
195828	
55827	
51440	
155382	
23336	
10799	
100506465	
100506465	NR_110025
100506465	NR_110026
6425	
93408	
92104	
9857	
51002	
7264	
399665	
729230	
59352	
55112	
4225	
81493	
54753	
84876	
285626	
285626	NR_037889
153642	
4836	
101927523	NR_120624
92949	
4036	
8189	
54470	
8120	
105371849	
64101	
158521	
3958	
3196	
54916	
55223	
387338	
334	
100289274	
100289274	NR_132117
3630	
23158	
80329	
8808	
8029	
144817	NR_038433
388946	NR_103805
388946	
101805491	NR_103805
101805491	
8812	
56477	
10786	
84622	
54937	
4726	
101927752	
100130274	
3983	
10572	
89846	
100288748	NR_034034
147920	
338675	
2019	
142827	
221472	
889	
2562	
2562	NR_103801
55449	NR_023924
55449	NR_023923
55449	
65251	
7051	
7327	
127540	
127540	NR_033264
140461	
8546	
146880	NR_026899
146880	
3569	
9046	
6247	
7444	
1937	
5080	
10618	
5745	
5899	
26234	
27099	NR_027330
57460	
284098	
5955	
388692	NR_111933
388692	
89839	NR_038255
89839	NR_038254
89839	NR_038253
100288637	
100288637	NR_038255
100288637	NR_038254
100288637	NR_038253
283120	NR_131223
283120	NR_002196
283120	
1991	
5573	
100506542	NR_103859
81533	
56852	
57118	
23510	
51251	
51601	
255798	
54676	
23615	NR_003064
23615	
8477	
146513	NR_038438
23683	
548644	
64375	
440854	
4436	
2539	
150372	
2563	
5134	
3975	
220965	
55616	
23363	
84696	
56942	
23264	
101929663	
101929663	NR_110615
441212	
441212	NR_003500
10848	
79660	
7253	
84793	NR_026878
3798	
51611	
6431	
105377682	NR_134261
378828	NR_038872
23071	
63924	
727830	
90226	
6772	
256764	NR_102336
256764	NR_102335
256764	
79954	
101927821	
101927821	NR_109958
891	
7706	
26278	
4771	
10917	
483	
8853	
85453	
7695	
3074	
25804	
79930	
101927746	NR_110115
6273	
145226	
2958	
100505678	NR_040093
100505678	
11273	
9965	
4879	
84243	
100505477	NR_130934
8535	
1066	
23462	
4835	
101927003	
101927003	NR_125389
219960	
27351	
130162	
100505853	
57830	
3110	
26240	
6733	
2074	
84327	
6461	
196374	
26088	
163590	
378949	
101929241	
101929241	NR_110165
391723	
83723	
1756	
24146	
100101267	
51213	
27141	
10856	
10418	
732275	
732275	NR_024406
9775	
283335	
283335	NR_033854
5590	
83605	
117247	
1411	
116984	
129684	
23029	
3326	
196951	
80011	
79400	
10600	
2627	
8632	
51146	
83461	
153684	
153684	NR_015447
3489	
9840	
57710	
57795	
84296	
6446	
400581	
440400	
101929238	
101929238	NR_110820
94081	
51534	
386758	
386758	NR_037161
386758	NR_037159
386758	NR_037160
644019	
101410542	NR_102709
101410542	
8328	
84108	
80183	
10394	
200010	
8796	
100507524	NR_037901
100507524	
64963	
101927787	NR_125944
101927787	
10402	
55238	
9770	
677784	NR_026823
677784	
3127	
51678	
54808	
10438	
84316	
6574	
645142	
57626	
2810	
25988	
55017	
133491	
347	
400550	NR_033925
400550	
400550	NR_036444
113174	
57519	
6201	
255967	
138151	
10025	
5539	
4677	
83992	
100874203	NR_046583
200844	
10592	
79366	
389320	
321	
158983	
11046	
101929412	NR_104606
81553	
1965	
6388	
729384	
100505624	
100505624	NR_038427
140825	
1164	
100130964	NR_046245
100130964	
9464	
11332	
3512	
146167	
400612	NR_126169
400612	
79726	
100505839	NR_038940
100505839	
317760	NR_037933
317760	
125111	
27010	
92659	NR_015454
92659	
339298	NR_040034
339298	
131544	
9843	
10456	
388007	NR_015340
388007	
6950	
25973	
9929	
4544	
23761	
8748	
5095	
91300	
84279	
101928887	
8747	
389289	
79838	
23145	
4360	
1739	
101929295	NR_110303
101929295	
115749	
105755953	NR_131944
6664	
1633	
115548	
200162	
90417	
647219	
202151	
8714	
7320	
143662	
63979	
4919	
126364	
54414	
149473	
9993	
161159	NR_073422
161159	
643714	
643714	NR_033920
10838	
157807	
64093	
64427	
160857	
10867	
54579	
3846	
343990	
101928580	NR_120556
54443	
2922	
6208	
201514	
26086	
5592	
6345	
11254	
1047	
84303	
3005	
23288	
8357	
3384	
374928	
10651	
168374	
9644	
104	
104	NR_027673
104	NR_027674
5098	
388341	
84690	
140290	
93492	
6512	
10277	
6605	
104169670	NR_126167
57480	
84850	NR_026663
63950	
3315	
100506122	NR_038838
100506122	
388799	
9685	
100527943	
155435	
100507291	
100507291	NR_121609
345275	
101927034	NR_110666
101927034	NR_110665
80135	
100652739	
100652739	NR_045127
100874374	NR_046840
728695	
105369237	
100652739	NR_045126
338674	
10207	
10595	
5422	
7292	
1059	
23367	
4656	
284422	
126119	
5213	
4943	
169792	
5744	
135154	
53917	NR_109790
53917	
1785	
51163	
91646	
10553	
9344	
115509	
100129278	
348793	
54914	
8564	
64236	
84833	
51135	
83636	
51375	
8784	
6092	
9326	
9326	NR_104011
10752	
10752	NR_045572
5925	
2905	
23457	
11117	
2069	
2033	
1583	
3899	
54707	
100529239	
9682	
51535	
11065	
64111	
83449	
10120	
26084	
10653	
8698	
100131213	
100131213	NR_110299
148022	
196394	
79755	
23210	
28513	
143098	
55300	
123041	
2294	
64579	
100874188	NR_047500
100874188	
55871	
4905	
376940	
55187	
118426	
152330	
79798	
5947	
284632	NR_027087
2916	
245812	
387273	
23562	
728239	
83939	
3298	
79144	
106182249	NR_132442
111	
146691	
10947	
50852	
284467	
55054	
30849	
23077	
341567	
390155	
1994	
29851	
6830	
3600	
10736	
90411	
2778	
2778	NR_132273
105378405	
147949	
2978	
84858	
5442	
219469	
138474	
79001	
100131193	NR_024580
245936	
389941	
10894	
100505561	NR_108035
114299	
285590	
26538	
342538	
114792	
1382	
429	
2904	
338094	
389690	
200933	
57409	
552891	
6181	
221035	
285636	
11100	
8450	
141	
80174	
1489	
342184	
102724153	NR_110552
200879	
101927553	
57763	
3816	
26532	
56919	
150384	NR_024009
150384	
23341	
57820	
28977	
253264	
253264	NR_038223
6829	
2790	
9654	
100128006	NR_104607
54461	
84152	
100874194	NR_046533
101927704	NR_121650
101928778	NR_110722
646324	NR_037195
646324	
341676	
101929769	NR_132101
54617	
146923	
55214	
728780	
60528	
390538	
9317	
79725	
390595	
26100	
84648	
23136	
1466	
6793	
1902	
100506098	
10329	
6663	
51593	
101928943	NR_120569
101928943	NR_120568
389273	
266740	
9637	
4815	
284427	
84174	
7429	
100129827	
100129827	NR_034094
117	
8576	
79618	
4629	
201163	
4259	
8994	
154386	NR_131168
4850	
4763	
23513	
253558	
100996702	NR_103746
100996702	
7994	
400966	
84899	
115196	
535	
101928673	
101928673	NR_125960
147011	
5702	
400	
2636	
3705	
2956	
768206	
402117	
3786	
8537	
100529251	
81550	
23305	
10773	
8290	
5073	
401994	
100126793	
100126793	NR_004431
91978	
8643	
9538	
57684	
268	
23217	
100885779	NR_048536
51608	
8764	
100506810	NR_038856
5915	
25792	
4704	
728489	
81488	
157693	
157693	NR_103537
286436	
55908	
100505881	
100505881	NR_038344
100505881	NR_038343
9749	
283587	
283587	NR_046094
146822	
26034	
5934	
25832	
100996763	
57403	
678	
728621	
29785	
54989	
51313	
6519	
55766	
101927476	
101927476	NR_110386
23659	
55249	
284998	NR_038231
284998	
284085	
284085	NR_028334
55246	
54600	
57691	
6926	
8269	
64170	
2065	
255783	
10235	
389158	
653808	
54544	
2155	
27300	
134	
338567	
130074	
79465	
10117	
10640	
63895	
100529261	
338862	NR_038878
338862	
284904	
139322	
25945	
196441	
254910	
65983	
8074	
100128420	NR_038461
100128420	
101930370	NR_134242
101930370	
4338	
353145	
84466	
5743	
85013	
6101	
401089	
23208	
403150	NR_103831
403150	
64802	
55132	
7690	
128553	
55588	
790	
283471	
5713	
23172	
627	
105378668	
3266	
388882	NR_110539
65997	
10254	
285627	NR_027110
55763	
83852	
100861554	NR_047493
80862	
80862	NR_026751
28983	
153	
3043	
51386	
8690	
4794	
55636	
7364	
100505609	NR_132416
100505609	
101929694	NR_110017
9546	
9477	
92249	
92249	NR_015353
56252	
134957	
2307	
151658	
151658	NR_024276
6423	
4741	
23030	
100506713	
100506713	NR_040089
5612	
11224	
83706	
64714	
27076	
387521	
222658	
27344	
147323	
55833	
26520	
10005	
23204	
390664	
5451	
5451	NR_037163
101928795	NR_110833
80224	
842	
349565	
9935	
137075	
9989	
387680	
10040	
10381	
353144	
51523	
55174	
286319	
3182	
4610	
100316904	
8721	
646960	
129804	
84321	
93463	
54959	
48	
284613	
55135	
162681	
84920	
51351	
283092	
6511	
90594	
115416	
4856	
78990	
9588	
29099	
4345	
5670	
5709	
54112	
3190	
623	
101928791	NR_110121
101928791	
79876	
730291	
103021294	NR_131907
7528	
5806	
58512	
8510	
23424	
3572	
9994	
101927630	NR_110013
80704	
28987	
53407	
1548	
10049	
8836	
100132891	
100132891	NR_033651
55225	
1786	
54921	
64769	
1000	
133015	
80070	
1617	
57135	
57045	
221806	
55786	
51222	
83893	
4205	
54555	
4520	
381	
79667	NR_026804
79667	
80724	
8704	
7737	
91607	
8302	
136242	
655	
6813	
22873	
10226	
6525	
113130	
81341	
1106	
1266	
401551	
22872	
22844	
22930	
340277	
7136	
22914	
100528032	
146956	
26156	
154007	
6093	
22827	
57571	
9343	
119016	
414189	
90441	
23678	
23373	
54848	
55809	
80328	
57563	
105372352	
2961	
339978	
133874	
133874	NR_131091
112752	
64064	
83700	
126755	
220359	
101929145	
101929145	NR_132103
728378	
7386	
54363	
10873	
5976	
92815	
360155	NR_001560
642938	
57228	
100506100	NR_046240
9875	
1485	
83741	
3354	
2117	
8175	
10476	
101928033	NR_109899
10444	
440567	
598	
128312	
84937	
105379143	
105379143	NR_134250
3779	
51111	
2841	
60370	
5349	
224	
56957	
6285	
79183	
6555	
58155	
256236	
256236	NR_002798
8416	
100874330	NR_046786
100874330	
140707	
51258	
4601	
100289373	NR_036531
100289373	NR_036532
285671	
2201	
10217	
2487	
162998	
92086	
51592	
79783	
101927539	NR_110807
4694	
5230	
101927557	NR_110808
106614088	NR_132742
106614088	
283093	
6290	NR_026576
6290	
57591	
83639	
100506585	
100506585	NR_038966
55812	
10879	
27297	
22936	
5694	
285782	
441072	NR_102755
3187	
94233	
389840	
221883	
221883	NR_002795
2048	
3294	
26133	
51645	
100874056	NR_046504
255374	
126308	
7324	
181	
22861	
102724571	
102724571	NR_132738
400954	
283601	
283601	NR_024096
94115	
65980	
100506495	NR_103553
100506495	
113878	
4288	
2355	
25821	
90580	
55713	
929	
167681	
285533	
10008	
100131395	
5001	
219447	
101927683	NR_110683
6998	NR_002718
6998	
112802	
101927769	NR_110117
101927769	
79714	
10234	
6738	
4992	
200845	
3001	
79747	
6521	
7691	
100652824	
57665	
101927277	
92856	
374973	
120526	
23154	
26127	
11178	
3937	
83448	
84874	
8815	
7295	
120586	
57132	
150590	
9258	
2987	
643641	
283987	
79680	
113189	
6357	
9851	
5575	
100505622	NR_038332
100505622	
146429	
98	
389813	
642864	NR_034168
642864	NR_049777
121838	
121838	NR_026955
9414	
550112	
550112	NR_015439
201134	
54344	
51124	
55036	
308	
158257	NR_046163
158257	NR_046165
10450	
646627	
6576	
93109	
10298	
117195	
624	
55646	
3945	
221830	
120103	
1917	
3977	
152579	
6578	
3743	
105371807	NR_131240
105371807	
101928776	NR_110951
6546	
10556	
1176	
219473	
252839	
100873940	NR_046629
100873940	
23258	
340359	
154860	NR_036484
154860	
9241	
387104	
9797	
83660	
55753	
641518	NR_029374
641518	
641518	NR_029373
100874087	NR_046637
2071	
2357	
100874064	NR_046527
100874064	
11041	
286256	
120379	
55843	
128368	
7741	
78995	
645323	
645323	NR_024384
645323	NR_024383
22832	
100462983	
79334	
135892	
6640	
5360	
2086	
84765	
79621	
1282	
153129	
54627	
2224	
5557	
94009	
94009	NR_027786
1475	
1936	
203522	
55276	
170690	
26628	NR_120438
2890	
720	
285401	
285401	NR_027104
360	
135250	
10123	
343068	
1329	
102724594	
10492	
3312	
390651	NR_046417
390651	
60673	
7756	
139886	
969	
130013	
1747	
30820	
155054	
101928516	NR_110856
5164	
91227	
9456	
152789	
9519	
79657	
548645	
83595	
4608	
2966	
23641	
4700	
23230	
100505547	NR_109968
100505547	
900	
26056	
84950	
63893	
6614	
284257	
79943	
55304	
4654	
169966	
541472	NR_131935
203413	
5940	
50	
55075	
8315	
101928626	
101928626	NR_125957
2621	
57544	
399670	NR_003680
399670	
9567	
8501	
100996246	
101928684	NR_110819
22919	
7290	
9646	
266977	
390437	
8241	
723961	
84076	
3716	
28966	
105372273	
93129	
57622	
10332	
3207	
400997	NR_122074
400997	
89848	
101927543	NR_125419
266743	
84984	
100874021	NR_046689
100287042	NR_036520
100287042	
9612	
114796	NR_027329
114796	NR_027328
114796	NR_021487
114796	
136853	
79733	
26262	
149465	
79065	
101927837	
80757	
201164	
6370	
54708	
106144526	NR_132364
106144526	NR_132363
106144526	
101927123	NR_110147
7171	
84210	
8749	
120787	
219970	
1836	
100874051	NR_047509
1471	
79695	
273	
375387	
100874038	
100874037	NR_046752
338817	NR_033890
338817	
445577	
100132594	
100132594	NR_077225
57572	
1793	
440533	
10380	
5432	
51412	
8480	
10391	
283248	
10186	
5190	
1823	
1833	
2210	
105375875	
28998	
3128	NR_001298
3128	
5676	
55844	
100124700	NR_003716
100124700	
65979	
1362	
378950	
79716	
101928371	NR_110236
56257	
375033	
221491	
339665	
51673	
79147	
653489	
64762	
60343	
349334	
651746	
100288122	NR_040031
645513	
645513	NR_037630
90485	
5875	
9053	
6561	
54516	
54516	NR_126056
100129726	NR_027251
5753	
64172	
8631	
51616	
53354	
100506826	
100506826	NR_038266
150290	
400728	NR_103536
55791	
6468	
133121	
5244	
100874086	NR_046636
84878	
56977	
7349	
4064	
285362	
22796	
23279	
84154	
3239	
1040	
2494	
5948	
9738	
8605	
59277	
55690	
100037417	
60529	
23760	
10637	
10971	
387640	
7644	
729233	
51225	
100310846	
7248	
219855	
51176	
3238	
1293	
2209	
153163	NR_051996
153163	
441376	
2100	
6187	
10242	
64398	
6297	
51030	
2876	
5522	
10886	
399	
54659	
101929517	NR_120581
5901	
159195	
26628	NR_120437
26628	NR_120440
26628	
162968	
91369	
22993	
4488	
2953	
54965	
200185	
9382	
4521	
84629	
9947	
59338	
142679	
140890	
79759	
2938	
100873939	
100873939	NR_046622
1901	
26958	
56931	
254240	
148252	
201633	
145258	
55303	
219681	
9087	
645	
10278	
8790	
641365	NR_037866
641365	
285375	
285375	NR_027103
65094	
149603	
90134	
83590	
101927762	NR_120629
9451	
317749	
84570	
440107	
388135	
128439	
128439	NR_003239
100463486	
83450	
23511	
101752399	
101752399	NR_036569
2251	
5937	
10411	
30836	
10899	
55105	
26953	
55150	
126410	
1056	
100288527	NR_003594
100288527	
79960	
11112	
254050	
84630	
50619	
390928	
27341	
80195	
80195	NR_072985
80195	NR_072986
80195	NR_072984
91319	
257397	
7022	
245	
245	NR_120453
150280	
644815	
57110	
5648	
58531	
55259	
3881	
100506937	
51232	
1163	
55756	
51439	
255426	
148137	
26173	
594855	
1347	
29985	
6538	
2206	
105375614	
103689845	NR_125747
105664404	NR_131252
5287	
399888	
4077	
84276	
58985	
1576	
101928012	NR_110158
23396	
5727	
27306	
114900	
91120	
389549	
480	
9354	
4330	
64130	
145978	NR_026869
6135	
2030	
3231	
390439	
84868	
283209	
51503	
101929152	NR_126419
3421	
101927580	NR_110917
3552	
54437	
767558	
100996331	
136319	
685	
3703	
122961	
100874151	NR_047005
196	
146433	
199786	
100507144	NR_120528
100507144	
51421	
3550	
84181	
64433	NR_024119
144568	
60436	
8027	
100507392	NR_038908
5866	
5435	
83988	
10093	
148066	
165530	
5265	
341032	
3696	
80742	
7476	
89795	
728927	
59345	
725	
92482	
92291	
8886	
10845	
102723099	NR_130107
51184	
84966	
146434	
65999	
65059	
153020	
27302	
3978	
10458	
9912	
56000	
4711	
554226	
554226	NR_027020
56850	
116028	
138162	
8440	
6352	
440153	
9699	
9638	
4122	
577	
4215	
143686	
4648	
84985	
80301	
100192426	NR_024419
81558	
200734	
53916	
5345	
26263	
7447	
3357	
84289	
100129216	
55884	
10720	
90024	NR_033874
90024	
3953	
79958	
27440	
79867	
144193	
2533	
58528	
1010	
101928440	NR_120550
101928440	
10200	
100533181	
10312	
79819	
168620	
2558	
168433	
203197	
493901	
814	
105370616	
51214	NR_133657
51214	NR_028043
51214	
3824	
116534	
51170	
4621	
266812	
7508	
378925	
28954	
29990	
104533120	
494118	
79632	
10311	
390323	
101929140	NR_120423
101929140	
101927150	NR_110765
8543	
55787	
59269	
59269	NR_038260
59269	NR_038261
51177	
4171	
149483	
64663	
317716	
317716	NR_026760
169841	
23164	
2359	
7379	
122651	
4009	
83468	
7965	
8559	
285498	
5930	
105373463	
85301	
50862	
344807	
100861544	NR_047487
8514	
83650	
646000	
145814	
23174	
26061	
25904	
2774	
53829	
10990	
11060	
375057	
7704	
101927058	NR_110042
1028	
64145	
5394	
100874042	NR_046853
162989	
162989	NR_073049
162989	NR_073048
162989	NR_073047
162989	NR_073050
102659353	NR_110375
342096	
9839	
26164	
102724197	
102724823	
94101	
101927134	
101927134	NR_109877
57471	
6641	
285175	
9244	
5331	
63901	
55072	
29974	
26589	
55015	
128869	
55558	
102723766	
102723766	NR_125934
102157401	NR_109828
23554	
22838	
22864	
100506474	NR_038434
100506474	
150737	
120939	
390151	
441054	
643847	
11277	
6548	
10150	
345079	
8715	
140545	
2187	
30815	
30815	NR_104629
83643	
79887	
51130	
84190	
4951	
84904	
130340	
28959	
9278	
392862	
284865	NR_038460
8317	
27239	
93594	
7478	
644767	
728	
51542	
80209	
440689	
147409	
27350	
10276	
4026	
340385	
101927851	NR_125945
101927851	
25992	
116236	
84847	NR_038407
1438	
349149	
94137	
100505929	NR_037586
100505929	NR_037585
100505929	
10462	
151647	
340024	
51390	
104472717	NR_126449
104472717	
7373	
2358	
653121	
102546229	NR_105044
84239	
27147	
84547	
5067	
441521	
3364	
122258	
10014	
2995	
64231	
79005	
100534012	
3646	
8551	NR_002725
197135	
83733	
2872	
54622	
9472	
23529	
201181	
63977	
80835	
2306	
10089	
9611	
7262	
10966	
2313	
10203	
9076	
100652929	NR_109783
2037	
11238	
666	
65268	
57167	
1953	
6492	
9554	
7727	
1026	
124930	
729614	NR_024279
54881	
101927171	NR_125841
81570	
11011	
284100	
284100	NR_024178
54823	
144453	
284080	NR_038230
3516	
11123	
9379	
51298	
137886	
3884	
30012	
56062	
122183	
79829	
607	
6911	
155	
55739	NR_040104
55739	
79917	
339416	
55285	
100874118	NR_046740
84294	
2833	
102723471	
51093	
284576	NR_038425
643904	
84262	
100191040	
81285	
3257	
101927051	NR_109952
55853	NR_024629
55853	
55853	NR_024628
729240	
541465	
201627	
284525	
126299	
81831	
64388	
64423	
10538	
84996	NR_026845
6509	
114823	
55665	
101929402	
101929402	NR_126027
101926987	NR_109939
101926987	
101929526	NR_109955
10227	
4301	
1558	
150946	
60677	
203076	
283867	NR_027755
283867	
93183	
653269	
284001	
552860	NR_038210
552860	
3250	
254268	
101929570	NR_110258
91133	
4065	
26015	
573	
10772	
55034	
84993	
3885	
245802	
92675	
10558	
346528	
79600	
11199	
51284	
101928737	
101928737	NR_110943
84435	
1116	
64786	
106146148	
106146148	NR_132385
23616	
11201	
9412	
389400	
55823	
10643	
56006	
51204	
64771	
729330	
65110	
79611	
26504	
84691	
79748	
159989	
641364	
641364	NR_038380
128338	
649179	
80712	
84078	
25827	
7049	
5101	
51187	
100507062	NR_038286
637	
3437	
26511	
6584	
23012	
55	
256710	
78997	
221823	
5111	
51699	
54620	
26035	
1303	
10686	
56984	
284577	
9951	
729440	
284402	
9921	
11215	
7036	
400952	
400952	NR_033831
5122	
23560	
221895	
104355286	
104355286	NR_126402
653786	NR_003676
653786	
3766	
5110	
3362	
79979	
353143	
200312	
51361	
238	
347732	
140894	
80318	
10935	
1677	
7504	
10255	NR_028032
92154	
3859	
6262	
201617	NR_038221
201617	
9457	
51003	
53340	
63891	
1001	
10985	
64969	
468	
64240	
79947	
101927049	NR_120616
101927049	NR_120615
101927049	
105369893	
100874300	NR_046796
100874039	NR_104326
221061	
79109	
284486	
7417	
644096	
114044	
114044	NR_110565
114044	NR_110566
114044	NR_002776
114044	NR_110567
113763	
284099	
102724612	NR_125825
102724612	
2161	
728882	NR_027061
728882	
2628	
10363	
79155	
101929054	
79057	
27130	
101928731	NR_110092
101928731	
441150	
3765	
8266	
9497	
26993	
5829	
80145	
6276	
4843	
100874012	NR_049725
100874012	
131920	
1652	
51317	
22985	
6821	
220047	
1312	
1191	
1983	
4222	
3747	
79957	
28970	
100653049	
2029	
684	
835	
101928850	
348013	
5016	
51122	
113263	
283417	
5591	
2935	
10809	
93273	
93273	NR_037583
340286	NR_028347
23013	
8738	
84519	
1663	
1803	
148113	
2532	
128853	
5814	
959	
79624	
9245	
644838	NR_038844
644838	
8437	
2784	
3204	
2444	
51562	
153328	
23244	
101928602	
85320	
408	
6901	
120892	
11004	
29114	
390445	
157627	
157627	NR_024281
7127	
81551	
158135	
55716	
100996301	
100996301	NR_121634
100996301	NR_121635
100996301	NR_121637
51143	
80824	
84803	
5797	
349667	
401427	
4188	
6692	
675	
259	
284018	
24145	
1504	
5420	
284067	
10075	
6506	
6144	
11127	
283383	
8028	
79929	
101928158	NR_109923
101928158	
101928158	NR_109924
7390	
6183	
100131755	
245937	
101927149	
101927149	NR_125397
348094	
23640	
10322	
1512	
27134	
3203	
100132174	NR_104134
55968	
2332	
79682	
400624	NR_028337
254439	
8600	
55037	
54490	
9063	
159371	
114932	
57610	
3927	
117246	
100130264	NR_024564
199964	
9112	
1644	
83648	
4818	
3075	
4176	
84807	
6869	
7529	
5837	
29093	
6103	
54662	
4153	
4831	
3434	
8620	
151194	
22839	
79447	
56986	
5175	
101927379	NR_109881
101927379	
139804	
644524	
10910	
23078	
100505641	
100505641	NR_046253
100505641	NR_046252
105378872	
6120	
54994	
79029	
1267	
7597	
55171	
7286	
6560	
65266	
23542	
79626	
9532	
1745	
56270	
3339	
283130	
388695	
5159	
1018	
1018	NR_037709
100529145	
100529145	NR_037709
1978	
2797	
54106	
1003	
51315	
104326190	NR_126374
79160	NR_125359
100287569	NR_027345
100287569	NR_027346
100287569	
548596	
131076	
54537	
9435	
51168	
8829	
6121	
581	
340267	
10797	
101927907	NR_110284
388588	
57419	
57631	
57134	
7008	
100128338	NR_033849
100128338	
503538	
