EntrezGene ID	RefSeq ncRNA [e.g. NR_002834]
285463	NR_104331
55139	
81554	
139793	
51241	
55687	
10901	
728635	
337880	
692208	
692208	NR_003073
9045	
285326	NR_034055
285326	
80178	
92140	
340371	
79442	
9522	
8548	
930	
6476	
386757	NR_003083
386757	
8909	
2832	
221938	
84888	
57127	
80235	
255252	
23064	
50855	
8972	
104355145	NR_126386
147658	
57038	
114805	
53828	
391622	NR_027279
10420	
7392	
101929215	
101929215	NR_109930
3012	
10724	
9862	
84265	
341152	
197258	
9534	
6709	
731275	
100861412	
10533	
57609	
6599	
139201	NR_029423
139201	
79190	
80254	
378805	
378805	NR_024153
378805	NR_109850
101927698	NR_110785
81578	
64757	
9230	
10069	
100129662	
100129662	NR_038405
64324	
7849	
3790	
101927286	NR_120324
163933	
100506840	
100506840	NR_038215
55720	
375743	
221143	
8675	
54951	
91010	
100628307	NR_038355
127687	
2695	
5267	
10272	
10361	
3887	
10576	
388646	
8406	
145864	
133022	
255275	
51474	
85300	
122046	
7060	
92610	
84725	
84658	
641702	NR_026818
641702	NR_026820
641702	NR_026822
641702	
645520	NR_026818
645520	NR_026820
645520	NR_026822
645520	
654835	NR_026818
654835	NR_026820
654835	NR_026822
654835	
23135	
121273	
10569	
11232	
63930	
63930	NR_033370
59084	
9489	
1418	
83872	
100506164	
793	
163882	
27040	
54619	
83538	
53358	
5063	
116143	
8653	
731275	NR_029401
55693	
121364	
55100	
11037	
1673	
337967	
3316	
199745	
4995	
254783	
729250	
387841	NR_003932
7066	
26575	
5463	
8200	
80227	
104310353	NR_126356
619518	NR_103541
27177	
1838	
50831	
347689	
347689	NR_075091
978	
54880	
171482	
257106	
503582	
1508	
100874146	NR_046998
100874146	
85365	
91894	
128486	
55686	
2288	
220929	
5126	
4108	
3386	
357	
92840	
3084	
341640	
158062	
80143	
200081	
337969	
105371795	
10360	
102723544	NR_120482
28231	
81537	
105377652	
337882	
84947	
57697	
101929227	NR_132790
2001	
337	
196264	
81563	
169044	
7163	
440390	NR_126008
119392	
124790	
79022	
7448	
51531	
389730	
64763	
64332	
64710	
23650	
100505679	
138009	
105379695	
64768	
25788	
80168	
90070	
2782	
56169	
6660	
105377390	
3625	
100509894	
100509894	NR_046227
29944	
100129213	NR_038419
100129213	
55819	
100874052	
100874052	NR_051989
150	
1439	
348801	
10904	
389136	
102724885	
10237	
90525	
124872	
23074	
441869	
27252	
3973	
100874095	NR_046662
8910	
81688	
79693	
5449	
10900	
2686	
672	
158584	
23473	
54732	
64219	
54831	
23774	
348995	
101927498	NR_110632
101927498	NR_110633
4324	
25939	
84844	
286205	
79980	
83933	
105370578	NR_133913
9149	
101937451	NR_104062
1161	
57030	
100505635	
100505635	NR_125831
222194	
619189	
144347	
100533183	
91373	
375318	
9394	
1306	
55504	
152007	
731779	NR_024441
731779	
23314	
7112	
63935	
26251	
10172	
139735	
11186	
5781	
100874236	NR_052004
2559	
151556	
2512	
6916	
6543	
10099	
80820	
79676	
4174	
23065	
285141	
85315	
84148	
51506	
102724917	
3430	
2158	
66005	
23405	
25977	
4295	
56676	
4598	
84766	
100289341	NR_027447
100306951	NR_028514
331	
55071	
5988	
7159	
100506272	
100506272	NR_110436
283365	
1193	
129880	
100130311	
56905	
132141	
5196	
100507175	
100507175	NR_103861
116844	
85440	
57700	
283624	NR_038970
283624	
101927362	
79364	
135946	
329	
144577	
11105	
51081	
10965	
84987	
10539	
253982	
338707	
9372	
56255	
284612	
54806	
90665	
101929730	NR_110797
339965	
11176	
101927495	NR_110189
6619	
9787	
283150	
79072	
138429	
4744	
2555	
58494	
29126	
100874084	NR_046618
3454	
401115	
103724390	NR_125776
103724390	
9453	
642446	
6406	
8851	
8193	
118	
3799	
8445	
89885	
83990	
26496	
83607	
9480	
6573	
4710	
79627	
103752589	NR_125805
79807	
3981	
5290	
55501	
55501	NR_108066
101927181	
101927181	NR_108066
643542	
6678	
51172	
56891	
104355140	NR_126383
54865	
1146	
51659	
434	
79643	
56132	
2972	
79053	
5795	
54839	
100129385	
84968	
10523	
3142	
2741	
81494	
51060	
10758	
115207	
2894	
100507423	NR_038403
26287	
101929180	
83854	
8805	
7184	
5607	
4007	
58189	
4957	
9212	
4602	
5473	
339122	
91409	
2901	
570	
7260	
153201	
284161	
23509	
64174	
100144597	NR_033369
51686	
1874	
7414	
353174	
283902	NR_027756
7325	
83697	
138050	
339287	
65258	
8773	
100505994	
100505994	NR_103548
55157	
120406	
54514	
100874246	NR_046748
6885	
342926	
6374	
9827	
152831	
7786	
3748	
57619	
146212	
284004	
100129066	NR_024280
100129066	
399671	
144348	
91050	
414152	
112703	
27327	
84250	
100506172	NR_038234
100506172	
64115	
57514	
54510	
115992	
6662	
6575	
754	
9202	
7770	
9052	
728537	
728537	NR_038386
4692	
6102	
199746	
199746	NR_110172
84249	
91687	
2617	
346562	
84890	
117532	
402635	
4589	
266917	NR_040254
55577	
7546	
140902	
54872	
138199	
5954	
5954	NR_033971
440034	
440034	NR_033971
353219	
114036	
114036	NR_027267
26233	
51333	
147381	
374308	
337970	
257101	
148932	
831	
55167	
140462	
9868	
348487	
1595	
64094	
83732	
155038	
197335	
2661	
84881	
130497	
91298	
8552	NR_024616
101929260	NR_110241
53942	
201255	
84517	
9081	
283948	
100874365	
100874365	NR_047506
4968	
126961	
156	
29881	
9877	
441155	
64407	
100132247	
773	
101927900	NR_110791
106144593	NR_132382
100873924	NR_046901
6440	
400960	NR_033872
400960	
6867	
55128	
57165	
390874	
16	
9901	
9061	
5071	
2969	
2230	
400946	
400946	NR_033875
55728	
23016	
64328	
5720	
403282	
27233	
139065	
8370	
54551	
84643	
5540	
100996758	
105379861	
51473	
3233	
728299	
100133267	
23168	
55654	
10565	
87178	
10654	
204474	
120425	
2626	
140732	
115727	
126382	
390326	
5603	
653677	
653677	NR_004401
5859	
23199	
348093	
56269	
91807	
100874019	NR_046687
400804	NR_024236
400804	
80108	
881	
10446	
10076	
259230	
161779	
54928	
105377888	
7702	
147699	
116093	
388403	
54460	
102724188	NR_110544
100874091	NR_109810
100874091	NR_046650
100874091	
2805	
27143	
25843	
55726	
200008	
81796	
7363	
387712	
390992	
389124	
784	
101928999	NR_109984
3222	
202781	NR_028090
58527	
81706	
346689	
4071	
100874363	
100874363	NR_047504
100129654	
7221	
7221	NR_002720
10333	
2863	
862	
3990	
5199	
55218	
137872	
8879	
6611	
105372833	
105379484	
100302640	
100302640	NR_028303
729467	NR_027120
729467	
51524	
2018	
134728	
89857	
10084	
389524	
55217	
55858	
56127	
56128	
54329	
390327	
84267	
3480	
84866	
388284	
79944	
402135	
2838	
1159	
135935	
554251	
25842	
253152	
4842	
287	
22989	
4776	
55124	
101928618	
101928618	NR_108089
85439	
56253	
6206	
27037	
87	
4636	
140885	
80005	
60681	
3235	
25924	
29922	
80829	
7143	
6037	
100507501	NR_039999
100507501	
10874	
51079	
101927282	NR_110753
101927282	
5064	
148930	
8000	
8204	
101927410	NR_110777
6621	
254394	
2800	
219854	
5193	
134147	
10413	
338322	
729759	
1757	
4048	
11320	
1208	
11064	
100652730	NR_046225
1755	
112714	
6716	
90321	
84080	
284367	NR_047530
284367	NR_047531
284367	
338657	
4697	
22903	
8907	
100507404	NR_109985
100507404	NR_039991
100507404	
101927830	NR_109985
101927830	NR_039991
101927830	
101928165	NR_104152
83930	
286370	NR_038882
170394	
51024	
130075	
100507470	NR_038986
100507470	
117144	
646817	
375323	
353500	
30009	
8581	
59272	
27245	
643965	
51065	
8436	
3855	
23676	
932	
84457	
7088	
51114	
121512	
11346	
6171	
55856	
7675	
105370681	
246175	
51744	
29780	
51343	
643623	NR_038906
1070	
5465	
56121	
55149	
1410	
7084	
81606	
1014	
619373	
23281	
27089	
253012	
124773	
80152	
55539	
27258	
245806	
899	
129530	
23152	
467	
1270	
375196	NR_028386
7096	
60491	
11221	
10001	
101927533	
126637	
284697	
3166	
2165	
79035	
26508	
84641	
353274	
5967	
341418	
79102	
671	
100134444	
100271715	
11073	
283352	
283352	NR_104173
283352	NR_104172
284349	
2923	
101928062	
101928062	NR_120461
101928062	NR_120459
169436	
101928448	
4245	
54894	
29926	
100526820	NR_037593
9014	
7329	
3683	
7334	
285704	
23671	
6528	
101928139	
8925	
25774	NR_003081
84705	
284069	
404281	
3361	
403284	
200959	
170482	
653519	
2687	
4088	
1315	
50628	
81607	
4780	
118490	
8629	
4833	
1361	
57095	
51004	
22887	
100128385	
100128385	NR_024376
3866	
101928858	
101928858	NR_130779
5178	
10324	
347733	
80018	
54868	
840	
5289	
6949	
105370404	
7980	
284083	
7294	
27036	
29066	
51380	
56660	
154043	
441897	
441897	NR_029429
4113	
7384	
10730	
285643	
7062	
25975	
196047	
196047	NR_002791
105370489	
57828	
85015	
126375	
7461	
10233	
84075	
10494	
3853	
54534	
1421	
27	
10964	
100505909	
105377770	
105379248	
5533	
100128264	NR_038945
100128264	
29118	
10011	
10011	NR_045587
8359	
100506668	NR_038854
9856	
84873	
6603	
100529257	
665	
10669	
80324	
22902	
8934	
4793	
51703	
221424	
121643	
153769	
8811	
200030	
57586	
286333	NR_024366
286333	
102723641	NR_110878
3868	
376267	
791114	
791114	NR_026646
285588	
286749	
10933	
340348	
57664	
6194	
9463	
4625	
400823	
138716	
51129	
2194	
730091	NR_038387
730091	
7556	
84182	
554206	NR_038379
554206	
7288	
91523	
283887	
124402	
27005	
7743	
7430	
1109	
121256	
1811	
136895	
51360	
100128191	NR_027157
100128191	
55742	
23582	
8387	
8648	
84527	
79692	
2309	
4355	
6718	
219348	
23432	
340602	
283914	
283914	NR_027079
115817	
364	
23493	
254887	
29888	
9721	
80003	
56624	
5836	
341416	
121129	
51510	
284370	
123283	
158160	NR_003086
158160	
55260	
494141	NR_026564
494141	NR_026541
494141	
1839	
253980	
254428	
2862	
4826	
2974	NR_003923
2974	
23354	
6997	
126295	
57482	
101927901	NR_110063
574432	NR_103540
574432	NR_103539
1039	
101060399	
27013	
6654	
9683	
23484	
552853	NR_126028
100874145	NR_130792
101927766	NR_109891
51776	
23539	
229	
5869	
23469	
56122	
7518	
140469	
116372	
79169	
54836	
1316	
54469	
84795	
81793	
23076	
80017	
11253	
401312	NR_122075
26118	
5424	
57142	
7555	
130507	
29086	
140710	
51264	
2267	
400831	
9108	
151188	
64210	
80012	
285628	NR_132748
57109	
642517	
7874	
51097	
9134	
26680	
6745	
151888	
284233	NR_026756
284233	
100507057	
100507057	NR_038285
23309	
79501	
10776	
12	
1509	
727915	
727915	NR_046012
55651	
135114	
51614	
729991	
51327	
9498	
1420	
11172	
199720	
4241	
64072	
23625	
317701	
26225	
11213	
283547	
283547	NR_039982
22818	
8424	
383	
6629	
57461	
81617	
11069	
10746	
653656	
30001	
6615	
6209	
200205	
11126	
8566	
105372824	
6240	
6288	
254042	
160298	
7701	
118932	
339448	
56911	
8366	
242	
23648	
222484	
7157	
79654	
388512	
100129503	
50809	
284958	
282980	NR_040253
282980	
319100	
100506178	NR_038393
10573	
54512	
140711	
54970	
2123	
317703	
124801	
23094	
135927	
8353	
55734	
6281	
266919	NR_038855
112936	
3049	
26301	
154215	
1537	
123624	
1591	
100861555	NR_047495
25956	
10628	
28989	
55236	
10193	
84446	
84647	
50614	
9091	
55677	
256227	
692094	
64105	
1101	
100133220	
5229	
55024	
57678	
2581	
23061	
6636	
66037	
7023	
286006	
78998	NR_026785
256646	
100505583	NR_038932
6730	
199990	
283682	
105369203	
440957	
11180	
149643	
79598	
101927334	NR_110913
101927334	
3641	
100846978	
100846978	NR_047469
285600	
56124	
8642	
2162	
10421	
440804	
55337	
10614	
3181	
101928894	
101928894	NR_120565
57567	
5425	
101927845	NR_125427
10419	
8491	
30000	
338949	
401492	NR_033863
401492	
101929771	NR_125989
100288814	
100652748	
51806	
392	
5494	
646508	
646508	NR_046365
317	
51268	
100874249	NR_046909
100874249	
9013	
5414	
22795	
79697	
101954204	NR_104063
1184	
2583	
641371	
64319	
822	
642946	
642946	NR_027285
642946	NR_027286
80025	
11258	
84945	
497661	
150468	
203259	
23166	
1393	
90313	
220081	
83982	
10952	
2921	
9361	
100302736	
51150	
51105	
101927056	
101927056	NR_125396
11280	
25831	
91107	
57402	
23167	
2868	
23598	
81631	
23385	
56603	
84034	
146853	
100128946	NR_038944
613126	NR_122109
101927843	
101927843	NR_109959
2551	
114134	
91452	
401387	
1281	
51378	
83552	
105379374	
729967	
64096	
3890	
2244	
100130733	
358	
7307	
253943	
10189	
2633	
283450	
91949	
493856	
102546228	NR_105042
161394	
441608	
401285	
9311	
4998	
9455	
7326	
23119	
284417	
3553	
1431	
127385	
8073	
112401	
4913	
22974	
105378137	
80817	
55911	
130502	
27229	
124404	
25911	
9080	
92749	
101928937	NR_110095
221927	
100505890	NR_104028
8655	
57633	
3066	
148811	
90861	
393046	
162282	
55802	
1678	
617	
100128126	
100128126	NR_038406
9203	
340533	
10765	
221262	
221262	NR_028595
23233	
101928327	NR_130782
101927310	
101927310	NR_110756
797	
100132708	NR_023391
100132708	
54927	
392138	
149281	
170626	
403339	
3777	
55299	
91608	
160518	
135152	
140459	
100113404	NR_038194
1311	
2792	
284294	NR_033881
169355	
1580	
7443	
83544	
8153	
120935	
114034	
91137	
22986	
169026	
114294	
146177	
101930115	
346525	
729288	
80221	
80221	NR_110232
100526842	
9038	
100505515	NR_109870
101927604	NR_110681
79741	
92797	
23782	NR_040114
23782	
57592	
101928656	
101928656	NR_108093
8085	
10725	
29948	
221241	NR_027245
221241	
283254	
7554	
9670	
344387	
51696	
28234	
101927129	
101927129	NR_120323
196472	
84926	
245928	
27246	
5128	
100507495	
100507495	NR_040049
285501	NR_028342
124583	
101928659	
10693	
55120	
199920	
718	
122970	
167838	
91056	
286410	
3902	
482	
400654	NR_033983
1289	
64753	
151473	
56922	
145645	
80148	
54663	
340745	
150763	
362	
11075	
1718	
25820	
3984	
57468	
55904	
28982	
101927244	NR_125938
340654	
56302	
146057	
6907	
26548	
10157	
5161	
51286	
3694	
3694	NR_103775
100505984	
100505984	NR_103775
100873165	NR_104189
100873165	
113828	
81542	
2046	
55328	
100127888	
100127888	NR_024470
10855	
960	
414778	NR_052012
85480	
504180	
51095	
1318	
55170	
56125	
101927735	NR_110058
149647	
1286	
53	
114926	
80896	
27436	
925	
309	
348327	
284611	
84074	
57717	
6419	
283578	
3475	
9762	
5536	
57136	
5957	
521	
521	NR_033743
54802	
92283	
440894	NR_046110
440894	
51635	
3467	
7982	
7982	NR_002332
93655	
93655	NR_002332
4682	
642623	
105375401	NR_134235
132625	
51014	
23265	
54143	NR_038400
55731	
7809	
101929124	NR_110427
51465	
3925	
93082	
10447	
27303	
8703	
375759	
55572	
56899	
101929637	NR_126159
400696	
400696	NR_034156
23321	
5092	
101929420	NR_110870
101929420	
6331	
7205	
284898	
123169	
100128164	
100128164	NR_024409
51126	
11093	NR_024514
11093	
10922	
204962	
440503	
137492	
5069	
283461	
5498	
4848	
401145	
54788	
100287944	
100287944	NR_040246
6790	
26189	
7745	
9694	
121130	
55999	NR_002216
55999	
283234	
796	
79047	
285148	
5994	
4438	
55363	
64856	
6756	
84168	
2266	
100505545	NR_038331
100505545	
2592	
2535	
116449	
58515	
8622	
28971	
55175	
9247	
101927017	NR_110661
11202	
90527	
100874179	NR_047036
100874179	
149175	
57157	
4154	
105375972	
6710	
6217	
1954	
100133612	
100133612	NR_024455
339976	
25793	
55206	
3605	
5079	
85012	
6282	
115019	
100506457	
100506457	NR_110197
100506457	NR_110196
83598	
83598	NR_073385
84525	
345456	
51123	
80745	
139562	
27122	
6886	
23307	
27181	
23467	
54578	
55284	
388456	
283432	NR_033855
57596	
81671	
123720	
2253	
91893	
130399	
81029	
55003	
84898	
58190	
26190	
153339	
60468	
51684	
83855	
23137	
79871	
6299	
81691	
57528	
51654	
11309	
148198	
3699	
283537	
6019	
9288	NR_028511
9288	
56944	
284309	
5148	
134359	
6455	
5509	
51455	
54800	
9852	
9732	
176	
256949	
253314	
442361	
152926	
79837	
503614	
25959	
101928298	NR_120636
8487	
440518	NR_033899
440518	
9815	
65244	
388795	
25885	
134430	
101929239	
101929239	NR_110871
51450	
10343	
201626	
6047	
101928405	
8672	
9536	
90187	
78994	
2811	
375298	
22865	
285268	
159013	
25932	
284661	
284661	NR_027088
63939	
4145	
83596	
10642	
387804	
10972	
106480429	NR_133907
83983	
81061	
27019	
51330	
23248	
51762	
147657	
9366	NR_000039
344967	NR_027277
344967	
440117	NR_033970
440117	
4292	
442117	
5322	
105373496	
100188953	NR_024129
100188953	
4179	
348932	
6767	
64902	
9093	
27125	
144100	
55204	
51318	
28990	
7328	
7111	
401190	
90624	
647309	
51760	
441461	NR_038853
94	
114902	
9138	
100505585	
643529	NR_038382
643529	
9083	
4620	
374887	
101927542	
100874214	NR_121665
100874214	NR_046724
100874214	
345930	
84657	NR_026829
84657	
10010	
1128	
101926924	NR_110655
105379645	
2277	
5511	
643699	
101927560	NR_119375
101927560	NR_119374
101927560	
101927587	NR_119375
101927587	NR_119374
101927587	
6847	
2534	
115908	
51084	
63951	
10246	
6533	
23070	
337979	
55958	
84288	
11319	
85415	
51125	
286094	NR_026706
286094	NR_120396
286094	
29952	
84666	
282991	
7141	
6570	
8840	
256933	
92421	
129080	
112744	
51808	
477	
22921	
26009	
51526	
100505978	NR_038912
221711	
7525	
60682	
344405	NR_027258
344405	
347744	
100507240	
100507240	NR_039974
4214	
204	
10924	
26355	
2689	
55335	
100379174	NR_037841
100379174	NR_072988
56731	
55831	
84193	
79650	
199731	
80055	
23767	
9338	
6690	
1948	
121665	
1154	
914	
79691	
100507461	
5458	
646576	NR_037595
646576	
149371	
6623	
4069	
29774	NR_003714
29774	
101927922	
101927922	NR_120456
5276	
1390	
64132	
8218	
11161	
51409	
64595	
64595	NR_001545
1632	
285224	NR_037890
51194	
116211	
10007	
165721	
161357	
4935	
105372941	
112970	
5027	
63899	
55801	
100506516	NR_108081
100506516	
6261	
146395	
223082	
27348	
339829	
339829	NR_109986
101928882	
101928882	NR_109986
9507	
60412	
136306	
3892	
2892	
92344	
104355143	NR_126385
100996624	NR_132438
102723617	NR_110750
374946	
64429	
2321	
989	
158434	NR_132344
4185	
30817	
56674	
442425	
3458	
101926942	NR_110657
63933	
283194	NR_033853
283194	
153572	
6302	
100048912	
100048912	NR_047539
100048912	NR_047533
100048912	NR_047540
100048912	NR_003529
200895	
387638	
503569	NR_033932
503569	
9330	
79018	
1800	
415117	
338821	
344901	
10762	
30813	
6196	
5174	
55892	
1584	
55529	
337966	
29883	
3488	
3730	
27343	
60	
9585	
51693	
4720	
6727	
29960	
6938	
5245	
646	
83932	
100132463	
100233209	NR_026544
100233209	
126638	
3094	
727856	NR_045117
100287029	
100287029	NR_110561
100287029	NR_045117
27439	
4552	
25837	
54715	
168455	
100129917	NR_036512
100129917	
100507410	NR_040019
100507410	
51099	
90780	
56849	
22854	
149345	
221421	
84749	
101929335	
101929335	NR_110150
84931	NR_027181
1031	
3443	
7763	
653319	
25994	
51805	
339488	
200894	
339400	
339400	NR_103779
166863	
101928567	NR_110839
55582	
89122	
6649	
100129480	
8358	
2624	
100130386	
1240	
102524628	NR_105015
102524628	
9615	
203100	
6628	
643650	
643650	NR_033957
728113	
728113	NR_033957
115361	
79414	
10469	
152485	
100885789	NR_104125
100885789	
79882	
100996447	NR_104147
100996447	
2312	
57178	
101927411	NR_110694
22869	
23417	
1946	
7517	
103091865	NR_111942
106480738	NR_133663
23325	
100506660	NR_038927
100506660	
168391	
54801	
339	
23508	
27334	
80205	
200373	
896	
23551	
284361	
10285	
101060581	
56914	
220136	
114897	
152518	
27190	
100131017	
64399	
102723335	
142910	
158038	
113146	
101926951	
3355	
1655	
283638	
286053	
101927111	NR_109993
101927111	NR_109992
101927111	
51734	
23389	
51297	
8318	
727866	
116985	
9518	
105369954	NR_131986
22984	
9180	
2217	
9139	
8335	
118432	NR_002778
118432	
23765	
102723692	
84976	
102724017	
140873	
3428	
5291	
374890	
101928333	
101928333	NR_110194
84056	
100128139	NR_110664
100128139	
10248	
5029	
574028	
574028	NR_027932
574028	NR_027933
945	
643338	
25886	
286826	
4172	
6656	
23034	
677769	NR_003003
677769	NR_117096
677769	
103091864	NR_003003
103091864	NR_117096
103091864	
29083	
100506736	
374618	
6799	
4772	
79845	
375307	
3045	
100874093	NR_046655
84676	
101927237	NR_110747
101927237	
54587	
25909	
11171	
10257	
140848	NR_104193
140848	
57161	
22847	
285547	NR_034054
285547	
4060	
150159	
6314	
2034	
2056	
344787	
6936	
7760	
493913	NR_103711
9325	
5728	
49860	
50617	
253190	
3185	
745	
3612	
116068	
79696	
101928978	
101928978	NR_125909
22983	
54861	
6130	
51319	
11146	
146754	
283129	
441389	NR_038977
441389	
57037	
91392	
63974	
11120	
79019	
257019	
79649	
101927592	NR_104646
101927592	
84936	
83714	
284076	
140706	
55082	
2013	
55909	
3418	
389170	
161291	
54942	
57615	
100287932	
64131	
724087	NR_046101
724087	
347902	
55508	
3758	
157378	
9310	
9891	
7284	
126823	NR_033386
126823	NR_033385
126823	
51571	
89872	
3594	
5339	
64599	
3081	
285346	
4635	
971	
258	
10606	
153910	NR_027312
