EntrezGene ID	Agilent WholeGenome 4x44k v1 probe
9567	A_23_P103120
9567	A_23_P416106
9567	
8501	A_23_P52939
8501	
100996246	A_24_P920388
101928684	
22919	A_23_P40354
22919	A_24_P220058
7290	A_23_P154938
7290	
7290	A_23_P388244
9646	A_23_P127676
9646	
266977	A_24_P183544
266977	A_23_P214267
266977	A_24_P252155
266977	
390437	
8241	A_23_P125815
8241	
723961	
84076	A_23_P18662
3716	A_24_P410678
3716	
28966	
28966	A_23_P19095
105372273	
93129	A_23_P106898
93129	
57622	A_24_P40775
10332	A_24_P53465
10332	A_23_P208482
10332	A_24_P246196
10332	
3207	A_23_P42706
400997	
89848	A_23_P343826
89848	
101927543	
266743	A_32_P478023
266743	
84984	A_32_P212058
100874021	
100287042	
9612	A_23_P203891
9612	
114796	A_32_P895346
114796	A_23_P123086
114796	
136853	A_23_P8571
79733	A_23_P35871
79733	
26262	A_23_P425516
26262	
149465	
149465	A_23_P319543
79065	A_23_P165450
79065	A_23_P5441
79065	
101927837	
101927837	A_32_P111235
80757	A_23_P61987
80757	
201164	A_23_P360626
6370	A_23_P55828
6370	
54708	A_24_P64393
54708	A_23_P12603
54708	
106144526	
101927123	
7171	
7171	A_32_P28284
7171	A_23_P141974
7171	A_24_P82880
84210	A_24_P64241
84210	A_24_P868583
84210	A_23_P216889
84210	
8749	
120787	
219970	A_23_P47484
1836	A_23_P250951
1836	
100874051	
1471	A_24_P216294
79695	
273	A_23_P31273
273	A_24_P239234
273	
375387	A_23_P132856
375387	
100874038	
100874037	
338817	
445577	A_32_P48949
100132594	
100132594	A_24_P706371
57572	
1793	A_23_P45059
1793	
440533	A_24_P357726
440533	A_24_P392110
440533	
10380	A_24_P122636
10380	A_23_P104046
10380	
5432	A_23_P3527
5432	
51412	A_23_P145681
51412	
8480	A_23_P6023
8480	
10391	A_23_P117694
283248	A_24_P227326
283248	A_32_P218030
10186	A_23_P88069
10186	
5190	A_23_P42144
1823	A_23_P38696
1833	A_23_P87678
2210	
2210	A_23_P63390
105375875	
28998	A_23_P44974
28998	
3128	A_24_P169013
5676	
5676	A_24_P331761
5676	A_23_P108170
55844	A_24_P940218
55844	A_23_P135778
55844	
100124700	A_32_P168442
100124700	
65979	
65979	A_24_P119577
65979	A_32_P88626
1362	A_23_P207837
1362	A_24_P53282
1362	
378950	A_23_P171397
378950	A_24_P400604
378950	A_24_P23641
79716	A_24_P45005
79716	A_23_P120488
79716	A_32_P797019
79716	
101928371	
56257	
56257	A_23_P42626
375033	
375033	A_24_P943301
221491	A_23_P81993
221491	
339665	A_23_P259357
339665	
339665	A_32_P120683
51673	
79147	
79147	A_23_P164946
10712	A_23_P63101
10712	A_23_P103690
653489	A_24_P85942
653489	A_32_P89371
64762	
64762	A_24_P370042
64762	A_24_P652510
64762	A_23_P66948
60343	
349334	
651746	A_24_P83799
651746	A_32_P137604
100288122	
645513	A_32_P234780
645513	
645513	A_24_P469255
90485	A_23_P330929
90485	
5875	
9053	A_24_P98021
9053	
6561	A_24_P355057
6561	A_23_P71226
54516	A_32_P82560
54516	A_23_P214882
54516	A_32_P41662
54516	
100129726	A_23_P348911
5753	A_23_P56978
64172	A_23_P210081
64172	A_24_P302574
64172	
8631	A_23_P100730
8631	
51616	A_24_P391431
51616	
53354	A_23_P127054
53354	
100506826	
150290	A_23_P143650
150290	
150290	A_24_P83118
400728	
55791	A_23_P160689
6468	A_23_P342825
6468	
133121	A_24_P397255
133121	
5244	
100874086	
84878	A_23_P164623
84878	
56977	
56977	A_23_P251364
56977	A_24_P163237
7349	A_24_P62883
4064	A_23_P257815
4064	A_32_P34703
4064	
285362	
285362	A_23_P69242
22796	A_23_P402437
22796	A_23_P160809
22796	
23279	A_23_P43726
23279	A_24_P922606
23279	
84154	A_23_P19210
3239	A_23_P165796
1040	A_23_P7250
1040	A_24_P938614
1040	
2494	A_23_P161004
2494	A_24_P920090
2494	A_23_P993
2494	
5948	A_23_P80491
5948	
9738	A_24_P373286
9738	
8605	A_23_P50508
8605	A_24_P316439
8605	
59277	A_23_P204630
59277	
55690	
55690	A_23_P500282
55690	A_23_P47220
100037417	
60529	A_23_P161792
23760	A_24_P305678
23760	A_23_P17786
23760	
10637	A_23_P160336
10637	
10971	A_32_P154256
10971	A_24_P199905
10971	A_23_P131723
10971	A_32_P202057
10971	
387640	A_32_P152767
387640	
7644	
7644	A_23_P209146
7644	A_32_P144908
729233	
51225	A_23_P141429
100310846	
7248	A_24_P329635
7248	
219855	A_23_P86931
219855	
51176	A_24_P20630
51176	A_23_P213045
51176	
3238	A_23_P154420
1293	
1293	A_32_P156322
2209	A_23_P63390
2209	
153163	A_32_P888644
153163	
441376	A_32_P181527
2100	A_23_P54100
2100	
6187	
6187	A_24_P919460
10242	
10242	A_23_P170072
10242	A_23_P158675
64398	A_24_P347458
64398	A_23_P99536
64398	
6297	A_23_P48585
6297	
51030	A_23_P118516
51030	
2876	A_23_P250671
5522	A_24_P3415
5522	A_23_P155660
5522	
10886	A_23_P155900
10886	A_24_P71890
399	
399	A_23_P58132
54659	A_24_P222872
101929517	
5901	A_23_P128126
5901	A_32_P506600
5901	
159195	A_23_P355536
159195	A_24_P914155
159195	
26628	
162968	A_24_P922244
162968	
91369	A_23_P15580
91369	
22993	
4488	A_24_P132008
4488	A_24_P132006
2953	A_23_P109427
2953	A_23_P357571
54965	A_24_P46171
54965	A_23_P354170
54965	
200185	
9382	
9382	A_23_P50020
4521	A_23_P134295
4521	
84629	A_24_P400528
84629	A_24_P762669
84629	A_23_P377434
84629	
9947	A_23_P217178
9947	
59338	
59338	A_23_P115792
59338	A_24_P269814
59338	A_32_P114914
142679	
142679	A_24_P911860
142679	A_32_P367241
140890	
140890	A_24_P937070
140890	A_24_P191833
140890	A_24_P595877
79759	A_23_P66289
79759	
2938	
100873939	
1901	A_23_P404481
1901	
26958	A_23_P61280
26958	
84520	
56931	
56931	A_23_P325547
254240	
148252	A_23_P386942
148252	
201633	A_23_P80528
201633	
145258	A_24_P232809
145258	A_23_P76774
55303	A_24_P209455
219681	A_23_P86540
219681	
9087	A_23_P171388
645	
645	A_23_P153351
10278	A_23_P48561
8790	A_23_P200030
8790	
641365	
285375	
65094	A_23_P115523
65094	
149603	A_24_P23995
90134	A_23_P410040
90134	A_23_P349901
90134	
83590	A_23_P31195
83590	A_24_P354998
101927762	A_32_P120183
9451	A_23_P135857
9451	
317749	
84570	A_32_P115087
84570	A_24_P257478
84570	A_32_P405010
84570	
84570	A_23_P58427
440107	
388135	A_24_P778844
388135	A_32_P210168
128439	
100463486	
83450	
23511	
23511	A_24_P273603
101752399	
101752399	A_24_P403244
101752399	A_23_P19829
2251	
2251	A_23_P105705
5937	A_23_P431410
5937	
10411	A_32_P393316
10411	
10411	A_23_P151307
30836	
10899	
55105	A_23_P34757
55105	
55105	A_24_P778607
26953	A_23_P146379
26953	
55150	A_23_P153524
55150	A_24_P48522
126410	A_24_P331150
1056	A_23_P123794
1056	A_23_P169503
100288527	
79960	A_23_P410587
79960	A_23_P167263
79960	A_23_P167256
79960	
11112	A_23_P335428
11112	
254050	
84630	
84630	A_24_P75324
50619	A_23_P321913
50619	
8449	A_23_P168062
390928	A_24_P53406
390928	
27341	A_23_P420038
27341	
80195	
80195	A_23_P97853
91319	
91319	A_24_P239343
91319	A_23_P6362
257397	A_23_P305033
257397	A_32_P162150
257397	
7022	A_23_P120472
7022	
245	A_32_P440768
245	
150280	A_23_P428366
150280	
644815	
57110	A_23_P57658
57110	
5648	A_23_P397933
5648	
5648	A_23_P212263
58531	
55259	A_23_P95231
55259	
3881	
100506937	
51232	
1163	A_23_P45917
55756	A_23_P8848
55756	
51439	
255426	A_24_P383762
255426	
148137	A_24_P57170
148137	A_24_P361643
148137	
26173	A_24_P66672
26173	
594855	A_23_P117851
1347	A_23_P81690
1347	
29985	A_24_P382467
29985	A_24_P160460
29985	A_23_P388170
6538	A_23_P418562
6538	
2206	
2206	A_23_P1904
105375614	
103689845	
105664404	
5287	A_23_P200710
5287	
399888	
4077	A_23_P207399
4077	
84276	A_23_P110005
84276	
58985	A_24_P413479
26175	
1576	A_24_P389251
1576	
101928012	
23396	A_23_P330262
23396	A_23_P78952
23396	
5727	A_24_P106910
5727	A_24_P115490
5727	
27306	A_23_P10506
27306	
114900	A_23_P52597
91120	
91120	A_23_P28012
91120	A_24_P944588
91120	A_23_P28011
389549	
480	A_24_P307626
480	A_24_P333420
480	
9354	A_23_P203137
9354	
4330	A_23_P6381
4330	
64130	A_23_P164912
64130	
145978	A_24_P296274
145978	A_23_P382094
6135	A_23_P62605
6135	
2030	A_23_P133694
2030	
3231	A_23_P120243
390439	A_23_P37231
84868	A_24_P923370
84868	A_24_P411561
84868	A_23_P18903
283209	A_23_P396765
283209	A_32_P122703
283209	
51503	
101929152	
3421	
101927580	
3552	A_23_P72096
54437	A_23_P121374
54437	
767558	A_24_P55465
100996331	A_23_P420348
100996331	A_32_P16007
136319	A_24_P55465
136319	
685	A_32_P865613
685	A_23_P135722
3703	
122961	A_23_P151746
100874151	
196	A_23_P215566
196	
146433	
199786	A_23_P345799
199786	A_24_P940348
199786	
100507144	
51421	A_23_P166686
51421	
3550	
3550	A_23_P133245
84181	A_24_P943575
84181	
84181	A_23_P102607
64433	
144568	
60436	A_23_P79794
60436	
8027	A_23_P1343
8027	
100507392	A_32_P61936
5866	A_23_P75800
5866	
5435	
5435	A_24_P417007
83988	A_23_P215883
83988	
10093	A_24_P20383
10093	
148066	A_23_P374559
165530	A_23_P380990
165530	
5265	
341032	
3696	A_24_P273599
3696	A_23_P123060
3696	A_24_P759477
3696	A_24_P929824
3696	
80742	A_24_P106454
80742	A_23_P42251
80742	
7476	A_23_P258410
7476	
89795	
89795	A_23_P13740
89795	A_24_P318160
728927	
728927	A_32_P223370
728927	A_24_P897062
59345	A_32_P171313
59345	A_32_P184916
59345	A_23_P18186
59345	
725	A_23_P319598
725	
92482	A_24_P743869
92482	A_32_P181107
92482	A_24_P509177
92482	
92291	A_23_P101972
92291	
92291	A_23_P345068
8886	A_24_P165736
8886	A_23_P56865
8886	
10845	A_23_P140511
10845	A_24_P171041
10845	
102723099	
51184	A_23_P116999
51184	
84966	A_32_P78101
84966	
146434	A_24_P378402
146434	A_23_P3753
146434	A_24_P185018
65999	
65999	A_23_P134225
65059	
65059	A_24_P924862
65059	A_24_P929570
65059	A_23_P409966
153020	
153020	A_24_P930432
27302	A_23_P131588
3978	A_23_P39116
3978	
10458	
10458	A_23_P61810
10458	A_23_P315836
9912	A_23_P26854
9912	
9912	A_24_P942385
56000	A_23_P171336
56000	
4711	
4711	A_24_P285831
554226	
56850	A_23_P73548
56850	A_24_P45251
56850	
84218	
116028	
116028	A_23_P353717
138162	A_23_P422115
138162	
8440	A_23_P50962
8440	
6352	A_23_P152838
440153	A_23_P128868
9699	A_24_P332816
9699	A_23_P147786
9699	
9638	
9638	A_24_P201552
4122	
4122	A_24_P381838
4122	A_23_P37569
577	A_23_P252556
577	
4215	A_23_P207131
4215	A_23_P207138
4215	
143686	A_24_P918706
143686	A_32_P146635
143686	A_23_P361448
143686	
3123	A_24_P343233
105369230	A_24_P343233
4648	
4648	A_23_P209799
84985	
84985	A_23_P216052
80301	A_23_P129246
100192426	
81558	A_23_P78053
81558	
200734	A_24_P315535
200734	A_32_P225854
200734	
53916	
5345	
5345	A_23_P89270
26263	A_24_P13715
26263	A_23_P65870
26263	
7447	
7447	A_23_P209978
3357	A_23_P16953
84289	A_24_P34545
84289	A_32_P60223
84289	A_23_P135595
84289	
100129216	
55884	A_23_P259272
55884	A_23_P147238
55884	
10720	A_23_P212968
10720	
90024	A_32_P131929
116511	A_23_P214565
3953	
3953	A_23_P161135
3953	A_24_P231104
79958	A_23_P78608
79958	
27440	A_23_P57370
27440	
79867	
144193	A_32_P122226
144193	
2533	A_24_P393740
2533	
58528	
1010	A_23_P144847
1010	
101928440	
10200	
10200	A_23_P140848
10200	A_24_P926529
100533181	A_23_P161769
10312	A_23_P75369
10312	
79819	A_24_P409013
79819	
168620	A_23_P331177
2558	A_23_P436618
2558	
168433	A_23_P42963
203197	
203197	A_24_P4373
203197	A_24_P915196
493901	
814	
814	A_23_P250347
105370616	
51214	
3824	A_23_P204208
3824	
116534	A_24_P315638
51170	A_23_P21644
51170	A_23_P408271
51170	
4621	
266812	A_24_P166073
266812	A_23_P144369
7508	A_24_P88921
7508	
378925	A_24_P170234
28954	A_23_P28948
29990	A_24_P403244
29990	A_23_P19829
29990	
494118	
79632	A_23_P167818
79632	
10311	A_23_P154874
10311	A_24_P254346
10311	A_24_P164894
10311	
390323	
101929140	A_24_P765975
101929140	
101927150	
8543	A_23_P380181
8543	
55787	A_24_P134626
59269	A_23_P35330
59269	A_32_P59302
59269	A_24_P876734
51177	A_23_P35114
51177	
4171	A_32_P103633
4171	
149483	A_23_P430800
149483	
64663	A_32_P219660
317716	
317716	A_24_P194278
169841	
169841	A_32_P31101
23164	
23164	A_23_P15348
23164	A_32_P105976
2359	A_23_P208167
7379	A_23_P64238
122651	A_23_P65472
4009	
83468	A_23_P48198
83468	
7965	A_23_P70991
7965	
8559	A_23_P127195
8559	
285498	
285498	A_24_P230540
5930	A_23_P363206
5930	
5930	A_23_P54781
5930	A_23_P206598
105373463	
85301	A_23_P158096
85301	A_24_P363896
85301	A_23_P146717
85301	
50862	A_24_P372625
50862	A_23_P139066
50862	
344807	A_23_P325155
100861544	
8514	
8514	A_24_P151
8514	A_23_P501232
83650	A_23_P59988
646000	A_23_P59988
145814	A_32_P3534
23174	A_24_P176484
23174	A_23_P100420
23174	
26061	A_23_P121182
26061	
25904	A_23_P112652
25904	
2774	A_24_P339436
2774	A_23_P38689
2774	
53829	A_23_P211948
53829	A_24_P63136
10990	
11060	A_23_P206684
11060	A_23_P357147
11060	
11060	A_24_P342086
375057	A_32_P458472
375057	
7704	A_23_P104804
7704	
101927058	
1028	A_23_P428129
64145	A_24_P85181
64145	A_23_P315872
64145	
5394	
100874042	
162989	A_24_P207479
162989	
102659353	A_32_P228290
342096	A_23_P106371
342096	
342096	A_24_P546375
9839	A_23_P142560
9839	
9839	A_24_P102283
9839	A_24_P367454
9839	A_23_P407203
26164	
26164	A_24_P382637
26164	A_24_P382630
728441	
102724197	
102724197	A_24_P76267
102724823	
102724823	A_24_P76267
94101	A_24_P371053
94101	A_24_P922732
94101	A_23_P120194
94101	
101927134	
57471	A_24_P276873
57471	A_23_P102017
57471	
6641	A_23_P95029
6641	
6641	A_23_P386030
285175	
285175	A_24_P817863
285175	A_23_P350808
9244	
9244	A_32_P176200
9244	A_23_P56197
5331	
63901	A_23_P203332
63901	A_24_P141629
63901	
55072	
29974	A_24_P570378
29974	
4905	A_23_P15714
4905	A_24_P221634
26589	A_23_P37584
26589	A_32_P209989
55015	A_23_P163113
55015	
128869	
55558	
102723766	
102157401	
23554	A_23_P145984
23554	
22838	A_23_P213592
22838	
22864	A_23_P10374
22864	A_24_P207907
22864	
100506474	
150737	A_23_P408913
120939	A_23_P318938
120939	
390151	
441054	
643847	A_23_P150547
643847	A_23_P150549
643847	
11277	A_23_P218879
6548	A_24_P71373
6548	A_24_P350683
6548	
10150	A_23_P204979
10150	A_24_P56317
345079	
8715	A_23_P416766
8715	A_32_P126733
8715	
140545	A_24_P315291
140545	
140545	A_23_P19816
2187	A_23_P356021
2187	
30815	A_23_P315892
30815	
83643	A_24_P369232
79887	A_23_P87709
79887	
51130	
51130	A_23_P56833
84190	A_23_P345928
84190	
4951	A_32_P145867
4951	
84904	A_24_P30034
84904	A_23_P216517
84904	
130340	
130340	A_24_P105747
28959	A_23_P157007
9278	
392862	
284865	
8317	A_23_P148807
8317	
27239	A_23_P99141
27239	
93594	
93594	A_23_P334218
7478	A_23_P58854
644767	
728	
728	A_23_P303058
728	A_23_P153562
51542	A_32_P148199
51542	A_24_P199929
51542	A_23_P131737
80209	A_32_P70135
80209	A_23_P205101
80209	
440689	
147409	A_32_P538928
27350	A_23_P120931
10276	A_23_P83931
10276	
4026	
4026	A_23_P251118
4026	A_24_P114551
4026	A_32_P193218
4026	A_24_P778741
4026	A_32_P39049
4026	A_32_P70519
4026	A_32_P56874
4026	A_24_P916515
340385	
340385	A_24_P944320
101927851	
25992	
25992	A_23_P365267
25992	A_24_P409071
116236	A_23_P363034
84847	A_23_P8363
84847	A_24_P120734
1438	
349149	A_23_P59869
349149	A_24_P43723
94137	A_23_P309396
94137	
100505929	A_32_P15863
10462	A_23_P141505
10462	
151647	A_32_P71571
151647	
340024	A_23_P62070
51390	
51390	A_24_P740692
51390	A_23_P93431
104472717	A_24_P940509
104472717	
7373	A_24_P254789
7373	A_32_P80850
7373	A_23_P216361
7373	
2358	
2358	A_23_P55649
653121	A_32_P108436
653121	A_23_P352365
653121	A_32_P217500
102546229	
84239	
84239	A_23_P29394
84239	A_32_P162494
84239	A_24_P205327
27147	A_24_P334726
27147	A_23_P257583
27147	
84547	A_23_P156632
5067	A_23_P250173
5067	A_24_P17490
5067	A_24_P71649
441521	A_32_P170547
3364	
3364	A_24_P932706
122258	
10014	A_24_P125283
10014	A_23_P26922
10014	A_23_P26916
10014	A_32_P112359
10014	
2995	A_24_P139901
2995	
64231	A_23_P203376
64231	A_23_P36120
64231	
79005	A_23_P34968
79005	
100534012	A_23_P34968
100534012	
3646	
8551	
197135	
83733	A_24_P74508
83733	
2872	A_23_P142310
2872	A_24_P929754
2872	
54622	A_24_P303199
54622	
9472	A_23_P14351
9472	A_23_P14343
9472	A_32_P42487
9472	
23529	A_23_P138760
23529	
201181	
63977	A_24_P194337
63977	
80835	A_23_P160886
80835	A_23_P160890
2306	A_23_P413585
2306	A_23_P86171
10089	A_23_P86874
10089	
9611	A_24_P204214
9611	A_23_P141651
9611	A_24_P740962
9611	
9611	A_24_P911017
7262	A_23_P47614
10966	A_23_P129801
10966	
2313	A_24_P355649
2313	
10203	A_23_P39898
10203	
80761	A_24_P112160
105375355	A_24_P112160
9076	A_23_P57784
9076	A_24_P165949
100652929	A_32_P320835
2037	A_23_P134109
2037	
11238	
11238	A_23_P96451
11238	A_24_P941268
666	A_23_P253029
65268	A_24_P117845
65268	A_24_P942600
65268	
57167	A_32_P191746
57167	A_32_P232647
57167	A_23_P109072
57167	
1953	A_23_P62583
1953	
6492	A_23_P214743
6492	
9554	A_23_P412392
9554	A_23_P200815
7727	
7727	A_24_P193600
7727	A_23_P49327
1026	A_24_P89457
1026	A_23_P59210
1026	
124930	
124930	A_23_P380881
729614	A_32_P100258
729614	A_23_P302134
54881	A_23_P112412
54881	
101927171	
81570	A_23_P75978
81570	
11011	A_23_P38365
11011	
284100	
54823	A_23_P96936
54823	
144453	
144453	A_23_P323801
144453	A_23_P150963
144453	A_23_P150955
284080	
3516	
3516	A_23_P29994
11123	A_23_P35205
11123	A_32_P71744
11123	
9379	A_24_P261470
9379	
51298	A_23_P131074
51298	
137886	A_32_P148796
137886	A_24_P222591
137886	
3884	A_23_P89665
30012	
56062	A_24_P353486
56062	A_23_P171150
122183	
79829	A_23_P35782
79829	
607	A_23_P382602
607	
6911	A_23_P206568
6911	
155	A_23_P168993
55739	A_23_P88046
79917	A_23_P84941
79917	A_24_P66105
339416	A_24_P307498
339416	
389690	A_24_P50601
389690	A_24_P931007
55285	A_24_P404807
55285	A_32_P135091
55285	
100874118	
84294	A_23_P157679
84294	
2833	A_23_P114299
102723471	
51093	A_23_P12010
51093	
284576	
643904	
84262	A_24_P21044
100191040	
81285	A_24_P235756
81285	A_23_P139327
3257	A_23_P328069
3257	
3257	A_23_P202361
101927051	
55853	A_23_P24275
55853	
729240	
541465	A_32_P170547
201627	A_32_P118586
201627	
284525	A_32_P485915
284525	
126299	A_23_P311468
81831	A_32_P77989
81831	A_23_P3681
64388	A_23_P329822
64388	A_23_P97181
64388	A_24_P40626
64423	A_24_P13649
64423	A_23_P394836
64423	A_23_P218131
64423	
10538	A_23_P128974
84996	A_23_P29023
84996	A_23_P29029
6509	
6509	A_23_P91151
6509	A_24_P191312
114823	
55665	A_23_P31489
55665	
101929402	
101926987	
101929526	
10227	
4301	
4301	A_23_P256603
4301	A_23_P436353
4301	A_23_P344694
4301	A_24_P911545
1558	A_23_P161368
1558	
150946	A_23_P325924
150946	
60677	A_23_P140490
60677	
203076	
283867	
93183	A_23_P103248
653269	A_24_P410017
653269	A_24_P237804
653269	A_24_P59220
653269	A_24_P825874
284001	A_24_P896373
284001	A_24_P896381
284001	
284001	A_23_P365119
284001	A_24_P390623
284001	A_23_P337327
284001	A_24_P940620
284001	A_23_P356965
552860	
3250	A_23_P206760
3250	A_23_P421493
3250	
254268	
254268	A_24_P251233
254268	A_23_P337292
101929570	
91133	A_23_P326474
91133	A_23_P366426
91133	
4065	A_23_P334173
4065	
26015	A_23_P3453
26015	
573	
573	A_23_P146654
10772	A_32_P45493
10772	A_23_P311201
10772	
10772	A_23_P352291
10772	A_24_P4795
55034	A_32_P48086
55034	
84993	
3885	A_23_P101054
245802	A_23_P416238
245802	
92675	
92675	A_23_P17512
92675	A_24_P10790
10558	
10558	A_23_P43326
10558	A_23_P311192
346528	
79600	
79600	A_23_P76402
79600	A_24_P282274
11199	A_23_P58328
11199	
51284	A_23_P62437
51284	A_23_P85240
51284	
101928737	
84435	A_23_P327605
84435	A_32_P537765
1116	A_23_P137665
64786	
64786	A_23_P139558
106146148	
106146148	A_24_P833211
23616	A_24_P259192
23616	A_23_P143692
23616	A_24_P280029
23616	
11201	A_23_P306890
11201	
9412	
9412	A_23_P2262
389400	A_24_P578571
55823	A_24_P329939
55823	
10643	A_23_P19987
10643	
56006	A_23_P56127
56006	
4696	A_23_P208540
51204	
64771	A_23_P133974
64771	A_24_P320526
64771	A_23_P122582
729330	
65110	A_32_P226567
65110	A_23_P99473
65110	A_24_P81968
65110	
79611	
79611	A_24_P99005
26504	A_23_P119923
26504	
84691	A_23_P134204
84691	
79748	
159989	A_32_P113047
159989	A_24_P305993
159989	
641364	
128338	A_23_P74550
128338	A_24_P268160
128338	
649179	A_24_P273180
80712	A_23_P325606
84078	A_23_P25605
25827	
25827	A_23_P17955
7049	A_23_P200780
7049	
5101	A_24_P187218
5101	
5101	A_32_P124728
5101	A_32_P27135
51187	A_23_P65768
51187	
100507062	
637	A_24_P187948
637	A_23_P154929
637	
3437	A_23_P35412
26511	A_23_P110345
26511	
6584	A_24_P174755
6584	
23012	
23012	A_24_P99046
23012	A_23_P64743
55	A_24_P46130
55	
256710	
78997	A_23_P17354
78997	
221823	A_32_P192823
5111	
51699	A_23_P128384
51699	
54620	
54620	A_23_P338168
26035	
26035	A_23_P151870
1303	A_23_P214168
1303	A_24_P291814
1303	
10686	
10686	A_23_P80583
56984	
56984	A_24_P399362
56984	A_23_P118909
284577	
9951	A_24_P290225
9951	A_23_P9711
729440	
284402	A_32_P191860
9921	
9921	A_24_P261724
9921	A_23_P53630
11215	A_23_P204929
7036	A_23_P122896
7036	
400952	
400952	A_24_P929565
5122	A_23_P213508
5122	A_24_P174793
5122	
23560	A_32_P115947
23560	
221895	A_32_P36694
221895	
104355286	
653786	A_32_P52519
3766	A_23_P114736
3766	A_24_P387875
3766	
5110	A_24_P140827
5110	
3362	A_23_P74766
79979	
353143	A_23_P324538
200312	A_32_P378035
200312	
200312	A_32_P420563
200312	A_24_P280390
51361	
51361	A_24_P921897
238	A_23_P10091
238	A_23_P324304
238	
347732	A_23_P393749
347732	
140894	
80318	
10935	A_23_P63751
10935	
1677	A_23_P44546
1677	A_24_P278684
1677	
7504	A_23_P45304
55655	A_24_P213161
92154	A_32_P84084
92154	A_24_P375728
92154	A_23_P403745
92154	
3859	
6262	A_23_P137797
6262	
201617	
9457	
9457	A_23_P42358
51003	A_24_P313678
51003	
53340	
63891	
1001	
10985	A_23_P406105
10985	
64969	A_23_P28538
64969	
468	A_23_P120933
468	A_23_P120941
64240	A_23_P119763
79947	A_24_P179769
79947	A_23_P201764
79947	
79947	A_24_P76805
101927049	A_32_P203046
101927049	
105369893	
100874300	
100874039	
221061	A_23_P44964
221061	
79109	A_23_P216894
79109	A_24_P43884
79109	
284486	
284486	A_24_P331711
7417	A_32_P41292
7417	A_23_P75268
7417	
644096	A_32_P23010
114044	
114044	A_23_P256694
114044	A_24_P117301
114044	A_23_P391238
113763	A_23_P316460
284099	
102724612	
2161	A_23_P167674
2161	
728882	A_23_P166154
728882	A_23_P166147
728882	
2628	A_23_P129064
2628	
10363	
10363	A_23_P436117
10363	A_23_P206084
79155	A_23_P258418
79155	
101929054	
79057	
79057	A_23_P387537
27130	A_23_P157970
27130	
101928731	A_32_P175751
101928731	A_32_P66616
441150	A_32_P149174
3765	A_23_P379601
3765	A_23_P137410
8266	A_23_P62361
8266	A_23_P335988
8266	
9497	A_23_P132468
9497	A_24_P368575
9497	
26993	
26993	A_23_P153767
26993	A_24_P934594
5829	A_24_P184555
5829	
80145	
80145	A_32_P136402
6276	A_23_P115467
4843	A_23_P502464
100874012	
131920	
1652	A_23_P17769
1652	
100037417	A_23_P17769
51317	A_23_P202715
51317	A_23_P359015
51317	
22985	
6821	A_23_P150857
6821	
220047	A_23_P356667
220047	
1312	A_23_P251680
1312	
1191	A_23_P215913
1191	
1983	
1983	A_24_P415959
1983	A_24_P398810
4222	A_23_P107173
3747	A_24_P347319
3747	A_23_P139841
79957	A_23_P97283
79957	
28970	A_24_P201404
28970	
100653049	
2029	
684	A_23_P39465
835	A_23_P215701
835	A_23_P387943
835	A_24_P269398
835	
101928850	
348013	
348013	A_24_P242138
5016	A_23_P103756
5016	
51122	
113263	A_23_P82402
113263	A_23_P336198
113263	
283417	
5591	A_23_P9603
5591	A_32_P25204
5591	
2935	A_23_P206301
2935	
10809	
10809	A_24_P925241
93273	A_24_P696761
93273	
340286	A_24_P391991
23013	A_24_P345193
23013	A_24_P353732
23013	A_23_P12053
23013	A_24_P170660
23013	
8738	
8738	A_32_P29806
84519	
84519	A_23_P151120
1663	
1663	A_23_P203947
1663	A_23_P203949
1803	A_24_P97104
1803	
148113	A_23_P377318
148113	
2532	A_23_P115161
128853	A_23_P369090
128853	A_23_P154771
128853	
5814	A_24_P286465
5814	A_23_P414855
5814	A_23_P134517
959	
79624	A_23_P254472
79624	
9245	
9245	A_23_P420209
9245	A_23_P151915
644838	
8437	A_23_P139600
8437	
2784	
3204	A_23_P70968
3204	
2444	A_23_P133665
2444	A_32_P23525
51562	A_23_P2922
51562	
153328	
23244	A_23_P144294
23244	A_24_P52004
23244	
23244	A_24_P186216
101928602	
85320	A_23_P141076
85320	
408	A_23_P203702
408	
6901	A_23_P62371
6901	
120892	
11004	
11004	A_23_P34788
29114	A_23_P80817
29114	
390445	
157627	A_32_P81674
157627	
7127	
7127	A_23_P421423
81551	A_23_P31739
81551	
158135	
158135	A_23_P333852
55716	A_23_P150931
55716	
100996301	
51143	
80824	A_24_P189739
80824	A_23_P308924
80824	A_24_P73264
80824	A_23_P353905
80824	
84803	
84803	A_23_P69810
78990	A_24_P124879
78990	A_23_P65386
5797	A_23_P159255
5797	
349667	A_32_P528311
349667	A_23_P139104
401427	A_23_P134566
4188	A_23_P42168
4188	
6692	A_23_P49060
6692	
675	A_23_P99452
675	
259	
284018	A_24_P49190
24145	A_23_P52634
24145	A_23_P47155
1504	
5420	A_23_P215060
5420	
284067	A_32_P212095
10075	A_23_P219207
10075	A_24_P932016
10075	
6506	A_24_P350759
6506	A_23_P162068
6506	
6144	A_23_P2725
6144	A_32_P184518
6144	A_32_P118258
11127	A_23_P122027
11127	
283383	
283383	A_23_P415706
8028	A_24_P84540
8028	A_24_P406714
8028	A_23_P347720
8028	
79929	A_23_P80839
79929	
101928158	
7390	
7390	A_24_P913016
6183	A_23_P50807
6183	
