EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]
5213	NM_001166687
4943	NM_002536
4943	
169792	NM_152629
169792	
169792	NM_001042413
5744	
5744	NM_198966
5744	NM_198964
5744	NM_198965
5744	NM_002820
135154	
135154	NM_145267
53917	
53917	NM_130781
53917	NM_001031677
1785	
1785	NM_001190716
1785	NM_004945
1785	NM_001005361
1785	NM_001005360
1785	NM_001005362
51163	NM_016216
51163	
91646	
91646	NM_001110822
10553	
10553	NM_006410
10553	NM_001098521
10553	NM_001098520
10553	NM_001098522
10553	NM_001098523
9344	NM_016151
9344	NM_001252043
9344	NM_004783
9344	
115509	NM_138447
115509	
100129278	
348793	NM_182627
348793	
54914	NM_017794
54914	
8564	
8564	NM_003679
64236	
64236	NM_176871
64236	NM_198042
64236	NM_021630
84833	
84833	NM_001206427
84833	NM_001206426
84833	NM_032747
51135	
51135	NM_001145256
51135	NM_001145257
51135	NM_001114182
51135	NM_016123
51135	NM_001145258
83636	NM_031448
83636	NM_001282931
83636	NM_001282930
83636	NM_001256046
83636	
83636	NM_001031726
83636	NM_001282929
83636	NM_001256047
51375	NM_152238
51375	NM_015976
51375	
8784	NM_148901
8784	NM_004195
8784	
8784	NM_148902
6092	NM_001128929
6092	
6092	NM_001290039
6092	NM_002942
6092	NM_001290040
6092	NM_001290065
9326	
9326	NM_004773
9326	NM_001281433
9326	NM_001281432
9326	NM_001281434
10752	NM_001253388
10752	
10752	NM_001253387
10752	NM_006614
5925	
5925	NM_000321
2905	NM_000835
2905	
2905	NM_001278553
23457	
23457	NM_019624
23457	NM_001243013
23457	NM_019625
23457	NM_203444
23457	NM_001243014
11117	NM_007046
11117	
2069	NM_001432
2069	
2033	NM_001429
2033	
1583	NM_001099773
1583	NM_000781
1583	
3899	
3899	NM_001025108
3899	NM_002285
54707	NM_018066
54707	
100529239	NM_001202470
9682	NM_014663
9682	
51535	
51535	NM_016488
51535	NM_001143788
51535	NM_001143789
51535	NM_201438
51535	NM_201440
51535	NM_001143787
51535	NM_201439
51535	NM_201515
11065	NM_007019
11065	NM_181799
11065	
11065	NM_181800
11065	NM_181801
11065	NM_001281742
11065	NM_001281741
64111	NM_022150
83449	
83449	NM_031293
83449	NM_001160213
10120	NM_005735
10120	
26084	NM_001251962
26084	NM_015595
26084	NM_001251963
26084	
10653	
10653	NM_021102
10653	NM_001166103
8698	
8698	NM_003775
100131213	
148022	NM_182919
148022	
196394	NM_001113402
196394	
196394	NM_001278412
196394	NM_001278411
79755	NM_024702
79755	
23210	NM_001081461
23210	
23210	NM_015167
28513	NM_021153
28513	
28513	NM_001271028
143098	
143098	NM_173496
55300	NM_018323
123041	NM_153648
123041	NM_153647
123041	NM_153646
123041	
2294	NM_001451
64579	NM_022569
64579	
100874188	
55871	NM_018491
55871	
55871	NM_001145355
55871	NM_001145356
4905	NM_006178
4905	
376940	NM_198581
376940	
55187	NM_015378
55187	NM_018156
55187	
118426	NM_001300742
118426	NM_058169
118426	
152330	
152330	NM_175613
152330	NM_001206956
152330	NM_001206955
152330	NM_175607
79798	NM_001288767
79798	NM_024742
79798	NM_001301820
79798	
79798	NM_001105247
5947	
5947	NM_002899
5947	NM_001130992
5947	NM_001130993
284632	
2916	
2916	NM_000843
245812	NM_152755
245812	
387273	NM_001012710
387273	
23562	NM_012130
23562	NM_144492
23562	NM_001146079
23562	NM_001146078
23562	NM_001146077
23562	
728239	NM_001272061
728239	NM_001272062
728239	NM_001272063
728239	
728239	NM_001098800
83939	
83939	NM_032025
3298	NM_004506
3298	
3298	NM_001135564
79144	NM_024299
79144	
106182249	
111	NM_183357
111	
111	NM_001199642
146691	
146691	NM_001288789
146691	NM_001288788
146691	NM_001288786
146691	NM_001288787
146691	NM_001082968
146691	NM_001033551
10947	NM_001134296
10947	
10947	NM_006803
50852	NM_016388
50852	
284467	NM_001004440
284467	NM_182759
55054	NM_030803
55054	NM_001190267
55054	NM_001190266
55054	
55054	NM_017974
55054	NM_198890
30849	NM_014602
30849	
23077	
23077	NM_015057
341567	NM_181788
390155	NM_001004745
1994	NM_001419
1994	
29851	NM_012092
29851	
6830	
6830	NM_003170
3600	NM_000585
3600	
3600	NM_172175
10736	NM_016932
90411	
90411	NM_001171509
90411	NM_001171506
90411	NM_139279
90411	NM_001171510
90411	NM_001171508
90411	NM_001171507
90411	NM_001171511
2778	
2778	NM_016592
2778	NM_080425
2778	NM_001077490
2778	NM_080426
2778	NM_000516
2778	NM_001077488
2778	NM_001077489
105378405	
147949	
147949	NM_001159861
147949	NM_152478
147949	NM_001159860
2978	
2978	NM_000409
84858	NM_032772
84858	
5442	
5442	NM_005035
219469	NM_001005199
219469	
138474	NM_153809
79001	
79001	NM_001311311
79001	NM_206824
79001	NM_024006
100131193	
245936	NM_153324
389941	NM_001010908
389941	
10894	NM_006691
10894	
100505561	
114299	NM_001037293
114299	
114299	NM_053016
285590	NM_001308175
285590	
285590	NM_001017995
26538	NM_013939
342538	NM_199290
114792	
114792	NM_001286251
114792	NM_001286254
114792	NM_001286250
114792	NM_052904
1382	NM_001878
1382	
1382	NM_001199723
429	NM_004316
2904	NM_000834
2904	
338094	NM_176782
338094	
389690	
200933	
200933	NM_001105573
57409	NM_001242501
57409	
57409	NM_001242498
57409	NM_001242500
57409	NM_020679
552891	NM_004125
6181	NM_001004
6181	
221035	NM_001001330
221035	
285636	
285636	NM_175921
11100	
11100	NM_144732
11100	NM_007040
8450	
8450	NM_003588
8450	NM_001079872
141	NM_001291949
141	
141	NM_001125
80174	NM_025104
80174	
80174	NM_145663
1489	NM_001330
1489	NM_001142544
342184	NM_001103184
342184	
342184	NM_001277314
342184	NM_001277313
102724153	
200879	
200879	NM_139248
101927553	
57763	NM_023039
57763	
3816	
3816	NM_002257
26532	NM_013938
56919	
56919	NM_001199699
56919	NM_020162
150384	
23341	NM_001287811
23341	
23341	NM_015291
55300	
57820	
57820	NM_021178
57820	NM_182852
57820	NM_182849
28977	
28977	NM_172177
28977	NM_014050
253264	
6829	
6829	NM_003169
6829	NM_001130824
6829	NM_001111020
6829	NM_001130825
2790	NM_001017998
2790	NM_001198664
9654	
9654	NM_014640
100128006	
54461	
54461	NM_018998
84152	
84152	NM_181505
84152	NM_001242464
84152	NM_032192
100874194	
101927704	
101928778	
646324	
341676	
341676	NM_199289
101929769	
54617	NM_017553
54617	
146923	
146923	NM_173079
55214	
55214	NM_001134418
55214	NM_018192
728780	
728780	NM_001276713
60528	NM_173717
60528	NM_018127
60528	
60528	NM_001165962
390538	NM_001004719
9317	NM_001261837
9317	NM_001261838
9317	
9317	NM_001001484
9317	NM_030664
9317	NM_001261836
79725	
79725	NM_024672
390595	NM_001163692
390595	
26100	NM_001033519
26100	
26100	NM_001033520
26100	NM_001278299
26100	NM_001033518
26100	NM_016003
26100	NM_015610
84648	NM_032563
23136	NM_012307
23136	
23136	NM_001281534
23136	NM_001281535
23136	NM_001281533
1466	
1466	NM_001300965
1466	NM_001321
6793	
6793	NM_005990
1902	
1902	NM_001401
1902	NM_057159
100506098	
10329	
10329	NM_001278237
10329	NM_014254
6663	
6663	NM_006941
51593	NM_001128853
51593	NM_001128852
51593	
51593	NM_001128854
51593	NM_015908
101928943	
389273	
266740	
266740	NM_153488
9637	
9637	NM_005102
9637	NM_001042548
4815	
4815	NM_001294346
4815	NM_001294345
4815	NM_016533
284427	NM_173637
284427	
84174	NM_175077
84174	NM_032214
7429	
7429	NM_007127
100129827	
117	NM_001118
117	NM_001199637
117	
117	NM_001199636
117	NM_001199635
8576	
8576	NM_001008910
79618	
79618	NM_024567
79618	NM_001135726
4629	NM_001040114
4629	NM_001040113
4629	
4629	NM_022844
4629	NM_002474
201163	
201163	NM_144606
201163	NM_144997
4259	
4259	NM_004528
8994	NM_014240
8994	
154386	
4850	
4850	NM_001190850
4850	NM_001190848
4850	NM_001008225
4850	NM_013316
4850	NM_001190847
4850	NM_001190849
4763	NM_001042492
4763	NM_000267
4763	NM_001128147
4763	
23513	NM_015356
23513	NM_182706
23513	
253558	
253558	NM_182551
253558	NM_001002257
253558	NM_001304445
100996702	
7994	NM_006766
7994	NM_001099413
7994	
7994	NM_001305878
7994	NM_001099412
400966	NM_001024457
400966	
84899	NM_001286453
84899	
84899	NM_032813
84899	NM_001079669
115196	
115196	NM_001102651
535	NM_005177
535	
535	NM_001130020
535	NM_001130021
101928673	
147011	
147011	NM_152465
5702	
5702	NM_002804
400	
400	NM_001177
400	NM_001301068
2636	
2636	NM_001098834
3705	
3705	NM_014216
3705	NM_001142593
3705	NM_001142594
2956	NM_000179
2956	
2956	NM_001281493
2956	NM_001281494
2956	NM_001281492
768206	
768206	NM_001077620
402117	
402117	NM_001080500
3786	
3786	NM_001204824
3786	NM_004519
8537	
8537	NM_003657
8537	NM_001316361
100529251	
100529251	NM_001204098
100529251	NM_001204099
100529251	NM_001202509
81550	NM_001146070
81550	NM_030794
81550	NM_001146071
81550	
23305	NM_001009185
23305	
23305	NM_001205247
23305	NM_015256
23305	NM_001205250
23305	NM_001205248
23305	NM_001205251
10773	NM_006626
8290	NM_003493
5073	
5073	NM_001134477
5073	NM_001242992
5073	NM_002582
401994	NM_001004734
100126793	
91978	
91978	NM_033513
8643	NM_003738
8643	NM_001166292
8643	
9538	NM_004879
9538	
9538	NM_001290135
57684	NM_001304364
57684	NM_020924
57684	NM_001304363
268	
268	NM_000479
23217	
23217	NM_001145640
23217	NM_015174
100885779	
51608	NM_015949
51608	
8764	NM_001297605
8764	
8764	NM_003820
100506810	
5915	NM_001290216
5915	NM_016152
5915	NM_001290276
5915	NM_000965
5915	NM_001290277
5915	NM_001290266
5915	
5915	NM_001290217
25792	NM_001131018
25792	
25792	NM_001257976
25792	NM_001131017
25792	NM_001131015
25792	NM_012127
25792	NM_001131016
25792	NM_001257975
4704	NM_005002
4704	
728489	NM_001080849
728489	
81488	
81488	NM_001018102
81488	NM_015532
157693	
286436	
286436	NM_001164416
55908	
55908	NM_018687
100505881	
9749	
9749	NM_014721
9749	NM_001100166
9749	NM_001100164
9749	NM_001100165
283587	
146822	
146822	NM_001007530
26034	NM_015553
26034	NM_001130699
26034	
26034	NM_001130700
5934	NM_005611
5934	
25832	NM_015383
25832	
100996763	NM_015383
100996763	
57403	NM_020673
57403	
678	
678	NM_006887
728621	
728621	NM_001080850
29785	
29785	NM_030622
54989	
54989	NM_014106
51313	NM_001128424
51313	NM_016613
51313	NM_001031700
51313	
6519	NM_000341
6519	
55766	
55766	NM_177925
101927476	
23659	NM_012320
23659	
55249	
55249	NM_001198904
55249	NM_001198902
55249	NM_139121
55249	NM_018253
55249	NM_139119
55249	NM_001198905
55249	NM_001198900
55249	NM_001198899
55249	NM_139118
55249	NM_001198906
55249	NM_001198901
55249	NM_001198903
284998	
284085	
55246	NM_018246
55246	
55246	NM_001304532
55246	NM_001304529
54600	NM_021027
57691	NM_001286275
57691	NM_020931
57691	NM_001286276
57691	
57691	NM_001286274
6926	NM_005996
6926	NM_016569
6926	
8269	NM_003492
8269	
64170	
64170	NM_052814
64170	NM_052813
2065	
2065	NM_001982
2065	NM_001005915
255783	NM_178511
10235	
10235	NM_001098671
10235	NM_001098670
10235	NM_153819
389158	
389158	NM_001085420
653808	NM_152338
54544	NM_019060
2155	NM_019616
2155	NM_000131
2155	
2155	NM_001267554
27300	
27300	NM_014480
134	
134	NM_001048230
134	NM_000674
338567	NM_181840
130074	NM_001009993
130074	
79465	
79465	NM_024518
10117	NM_031889
10117	
10640	NM_006544
10640	
63895	
63895	NM_022068
100529261	
100529261	NM_001202559
338862	
284904	NM_174977
284904	
284904	NM_001161368
139322	NM_198450
139322	
25945	
25945	NM_015480
25945	NM_001243286
25945	NM_001243288
196441	NM_144982
196441	
254910	NM_178438
65983	NM_001146319
65983	
65983	NM_023927
65983	NM_001146322
65983	NM_001146321
65983	NM_001146320
8074	NM_020638
100128420	
101930370	
4338	
4338	NM_004531
4338	NM_176806
353145	NM_178435
84466	NM_001256545
84466	NM_001308121
84466	
84466	NM_032446
5743	NM_000963
5743	
85013	NM_032927
85013	NM_001297551
85013	NM_001297552
6101	NM_006269
401089	
401089	NM_001040061
23208	NM_152280
403150	
64802	NM_001297779
64802	NM_022787
64802	NM_001297778
64802	
55132	NM_018078
55132	NM_178043
55132	
55132	NM_001278604
55132	NM_032239
7690	
7690	NM_001297548
7690	NM_003432
128553	NM_173485
128553	NM_001193421
128553	
55588	
55588	NM_017592
790	NM_004341
790	NM_001306079
790	
283471	
283471	NM_182559
5713	NM_002811
5713	
23172	NM_032182
627	NM_001143816
627	NM_170735
627	NM_170734
627	
627	NM_001709
627	NM_001143814
627	NM_001143813
627	NM_001143812
627	NM_001143808
627	NM_001143809
627	NM_001143810
627	NM_001143807
627	NM_170732
627	NM_001143806
627	NM_001143805
627	NM_170731
627	NM_170733
627	NM_001143811
105378668	
3266	NM_181532
388882	
65997	NM_023940
65997	
10254	NM_005843
10254	
285627	
55763	NM_001024924
55763	NM_018261
55763	NM_178237
55763	
83852	NM_031915
83852	
83852	NM_001160308
100861554	
80862	
28983	NM_014058
28983	
153	NM_000684
3043	NM_000518
3043	
51386	
51386	NM_001242923
51386	NM_016091
8690	
8690	NM_003772
8690	NM_001261833
4794	
4794	NM_004556
55636	NM_017780
55636	
7364	
7364	NM_001074
100505609	
101929694	
9546	
9546	NM_004886
9477	NM_004275
9477	
92249	
56252	
56252	NM_019589
134957	NM_139244
134957	NM_001127715
134957	
2307	NM_004118
151658	
6423	NM_003013
4741	NM_005382
4741	
4741	NM_001105541
23030	
23030	NM_015015
100506713	
5612	
5612	NM_004705
11224	
11224	NM_007209
83706	
83706	NM_031471
83706	NM_178443
64714	NM_006849
64714	
27076	NM_014400
27076	
387521	NM_199129
387521	NM_001162505
387521	
222658	NM_173562
222658	
222658	NM_001286579
222658	NM_001286580
27344	NM_013271
27344	
147323	
147323	NM_139171
55833	NM_001282529
55833	
55833	NM_018449
55833	NM_001282530
26520	NM_012460
26520	NM_001304485
26520	
26520	NM_001304487
26520	NM_001304489
26520	NM_001304491
26520	NM_001304490
26520	NM_001304488
26520	NM_001304486
10005	NM_005469
10005	
23204	NM_015161
23204	
390664	NM_207419
390664	
5451	NM_002697
5451	
5451	NM_001198786
5451	NM_001198783
101928795	
80224	
80224	NM_025152
842	
842	NM_001229
842	NM_001278054
842	NM_032996
349565	
349565	NM_178177
349565	NM_001200047
9935	NM_005461
137075	NM_194284
9989	NM_001042388
9989	NM_005134
9989	
387680	
387680	NM_001005751
387680	NM_001291398
10040	
10040	NM_005486
10381	
10381	NM_001197181
10381	NM_006086
353144	NM_178434
353144	
51523	
51523	NM_016463
55174	NM_018142
55174	
286319	NM_001004125
3182	NM_031266
3182	
3182	NM_004499
4610	NM_001033082
4610	NM_001033081
4610	NM_005376
4610	
100316904	NM_001168682
100316904	
8721	NM_001281297
8721	NM_001281298
8721	NM_003792
8721	NM_001281299
8721	NM_153200
646960	
646960	NM_001195129
129804	NM_153214
129804	
129804	NM_001128165
84321	
84321	NM_032361
93463	
54959	NM_017855
54959	
48	
48	NM_002197
48	NM_001278352
284613	NM_001134402
284613	
284613	NM_001134403
284613	NM_182580
284613	NM_001134400
284613	NM_001134404
55135	NM_001143990
55135	
55135	NM_001143991
55135	NM_018081
55135	NM_001143992
162681	
162681	NM_001288982
162681	NM_173529
162681	NM_001288980
162681	NM_001288981
84920	NM_032834
84920	
51351	NM_015852
51351	
283092	NM_001001955
6511	
6511	NM_005071
6511	NM_001272087
6511	NM_001272088
90594	
90594	NM_152262
115416	
115416	NM_138446
4856	NM_002514
4856	
78990	NM_023112
78990	
9588	NM_004905
9588	
29099	
29099	NM_014186
29099	NM_001307937
29099	NM_001101653
29099	NM_001307932
4345	
4345	NM_001004196
4345	NM_005944
5670	NM_031246
5670	
5709	NM_002809
5709	
54112	NM_022049
3190	NM_002140
3190	NM_031262
3190	
3190	NM_031263
623	NM_000710
623	
101928791	
79876	NM_024818
79876	
79876	NM_198329
730291	NM_001159524
103021294	
7528	
7528	NM_003403
5806	NM_002852
58512	NM_001080418
58512	
8510	NM_006983
8510	
23424	NM_014290
23424	NM_001302884
23424	
3572	NM_002184
3572	
3572	NM_001190981
3572	NM_175767
9994	
9994	NM_012115
9994	NM_001137667
9994	NM_001137668
101927630	
80704	
80704	NM_025243
28987	NM_014062
28987	
53407	
53407	NM_016930
1548	NM_000762
1548	
10049	
10049	NM_005494
10049	NM_058246
8836	
8836	NM_003878
100132891	
55225	NM_018211
55225	
1786	
1786	NM_001379
1786	NM_001130823
54921	
54921	NM_001039690
54921	NM_001040146
64769	NM_022756
64769	NM_001270875
64769	
64769	NM_001270876
1000	NM_001792
1000	NM_001308176
1000	
133015	
133015	NM_001258345
133015	NM_145048
133015	NM_001130727
133015	NM_001258346
133015	NM_001317849
80070	NM_025003
80070	
1617	NM_020420
1617	
1617	NM_001005375
57135	NM_020420
57135	
57135	NM_001005375
57045	
57045	NM_020648
221806	NM_001135924
221806	
55786	
55786	NM_018355
55786	NM_001136038
55786	NM_001164309
51222	NM_016423
51222	NM_001102454
51222	NM_001101672
51222	
83893	NM_031955
4205	
4205	NM_005587
4205	NM_001130927
4205	NM_001171894
4205	NM_001130928
4205	NM_001130926
54555	NM_019070
54555	
4520	NM_005955
4520	
381	NM_001662
381	
79667	
80724	
80724	NM_001136538
80724	NM_025247
8704	
8704	NM_001005417
8704	NM_030587
8704	NM_003780
7737	NM_006978
91607	NM_001104589
91607	NM_152270
91607	NM_001104587
91607	NM_001104590
91607	NM_001104588
91607	
8302	NM_013431
136242	NM_001171951
136242	NM_001008270
136242	
655	NM_001719
655	
6813	
6813	NM_001272034
6813	NM_006949
6813	NM_001127396
22873	NM_014934
22873	NM_198968
22873	
10226	NM_005817
10226	NM_001164194
10226	
10226	NM_001164189
6525	
6525	NM_134270
6525	NM_006932
6525	NM_134269
6525	NM_001207018
6525	NM_001207017
113130	
113130	NM_080668
81341	NM_207374
1106	
1106	NM_001271
1106	NM_001042572
1266	NM_001839
1266	
1266	NM_001286056
1266	NM_001286055
401551	NM_001045476
401551	NM_001276374
401551	NM_001276375
401551	NM_001276376
22872	
22872	NM_016211
22872	NM_001300744
22872	NM_001077207
22872	NM_001191049
22872	NM_001077208
22872	NM_001300745
22872	NM_001077206
22872	NM_014933
22844	NM_014907
22844	
22930	NM_012233
22930	NM_001172435
22930	
340277	NM_001127364
340277	NM_199136
340277	
340277	NM_001300932
340277	NM_001127365
7136	NM_003282
7136	NM_001145829
7136	NM_001145841
7136	
22914	NM_007360
22914	NM_001199805
22914	
100528032	NM_007360
100528032	NM_001199805
100528032	
146956	NM_152463
146956	
146956	NM_001166131
26156	NM_015659
26156	
154007	NM_152551
154007	
6093	NM_005406
6093	
22827	NM_078480
22827	NM_001271098
22827	NM_001271099
22827	NM_001271096
22827	NM_014281
22827	NM_001136033
22827	NM_001271100
22827	NM_001271097
22827	
57571	
57571	NM_020811
57571	NM_001166222
9343	NM_004247
9343	
9343	NM_001258354
9343	NM_001258353
9343	NM_001142605
119016	NM_001291379
119016	NM_001077665
119016	
414189	NM_001291379
414189	NM_001077665
414189	
90441	NM_033414
23678	NM_001033578
23678	
23678	NM_170709
23678	NM_013257
23373	NM_015321
23373	NM_001098482
23373	
54848	NM_017700
54848	NM_001242729
54848	
55809	NM_033502
55809	
55809	NM_001297573
55809	NM_001297574
80328	NM_025217
57563	NM_020803
57563	NM_001292006
57563	NM_001292007
57563	
57563	NM_001292003
105372352	
2961	NM_002095
2961	
339978	
133874	
112752	
112752	NM_052873
112752	NM_001255995
112752	NM_001102564
64064	NM_022120
83700	NM_032801
83700	
83700	NM_001205329
126755	NM_001010847
220359	NM_145719
101929145	
728378	NM_001099771
728378	
7386	NM_006003
54363	NM_017545
10873	NM_001014811
10873	
10873	NM_006680
10873	NM_001161586
5976	NM_002911
5976	NM_001297549
5976	
92815	NM_033445
360155	
642938	NM_001039762
642938	
57228	NM_001031628
57228	
57228	NM_001033873
100506100	
9875	NM_014825
9875	
1485	NM_001327
1485	
83741	NM_172238
83741	
3354	NM_000865
2117	NM_001145312
2117	NM_005240
2117	
8175	NM_007165
8175	
10476	
10476	NM_006356
10476	NM_001003785
101928033	
10444	NM_006336
10444	
440567	NM_001089591
598	
598	NM_001191
598	NM_138578
598	NM_001317919
128312	NM_175055
84937	NM_032268
84937	
105379143	
3779	NM_004137
3779	
51111	NM_001300907
51111	NM_017635
51111	
51111	NM_016028
51111	NM_001300909
51111	NM_001300908
2841	
2841	NM_005292
2841	NM_001098200
60370	NM_021732
5349	NM_001136011
5349	NM_005971
5349	NM_021910
5349	
5349	NM_001136007
5349	NM_001136010
5349	NM_001136009
5349	NM_001136008
5349	NM_001136012
224	
224	NM_001031806
224	NM_000382
56957	NM_020205
56957	
6285	NM_006272
6285	
79183	NM_001039199
79183	NM_024331
79183	
79183	NM_001261839
6555	NM_000452
58155	
58155	NM_001300990
58155	NM_001300986
58155	NM_001300989
58155	NM_001300988
58155	NM_001300987
58155	NM_001300985
58155	NM_021190
256236	
8416	NM_003568
8416	
100874330	
140707	NM_080626
51258	NM_016497
51258	
4601	NM_130439
4601	
4601	NM_001008541
4601	NM_005962
100289373	
285671	NM_178532
285671	NM_001113561
285671	
2201	
2201	NM_001999
10217	NM_005808
10217	NM_001008392
10217	
2487	NM_001463
162998	NM_175883
92086	
92086	NM_178312
92086	NM_178311
51592	NM_015906
51592	
51592	NM_033020
79783	NM_001193312
79783	NM_001193311
79783	NM_024728
79783	NM_001193313
79783	
101927539	
4694	NM_004541
5230	
5230	NM_000291
101927557	
106614088	
283093	NM_001005270
6290	
57591	NM_020831
57591	NM_001282661
57591	NM_001282660
57591	
57591	NM_001282662
83639	NM_031451
83639	
83639	NM_001130011
100506585	
55812	
55812	NM_018418
55812	NM_001040428
10879	
10879	NM_006685
27297	
27297	NM_014478
27297	NM_001142414
27297	NM_001040648
27297	NM_001040647
22936	NM_012081
22936	
5694	NM_002798
5694	
5694	NM_001270481
285782	
285782	NM_001170692
285782	NM_205864
285782	NM_001170693
441072	
3187	NM_001257293
3187	
3187	NM_005520
94233	NM_033282
94233	
94233	NM_001030015
389840	
389840	NM_001001671
221883	
2048	NM_017449
2048	NM_001309193
2048	NM_004442
2048	
3294	
3294	NM_002153
26133	NM_199368
26133	NM_015638
51645	
51645	NM_016059
100874056	
255374	NM_203397
255374	
126308	NM_130807
126308	
7324	NM_003341
7324	
7324	NM_182666
7324	NM_001202476
181	NM_001138
22861	
22861	NM_001033053
22861	NM_014922
22861	NM_033007
22861	NM_033006
22861	NM_033004
102724571	
400954	
400954	NM_001039753
283601	
94115	NM_033183
65980	
65980	NM_001009877
65980	NM_023924
100506495	
113878	
113878	NM_020892
113878	NM_001102595
113878	NM_001102594
113878	NM_001102596
4288	NM_001145966
4288	NM_002417
4288	
2355	
2355	NM_005253
25821	NM_001123226
25821	NM_012123
25821	
25821	NM_133645
90580	NM_138358
90580	
55713	NM_018102
55713	
55713	NM_001270497
929	NM_000591
929	
929	NM_001174104
929	NM_001174105
929	NM_001040021
167681	NM_153362
167681	NM_001170423
285533	NM_173662
285533	
10008	NM_005472
10008	
100131395	
5001	NM_002553
5001	
5001	NM_181747
219447	NM_001001921
101927683	
6998	
112802	NM_033448
101927769	
79714	NM_001256967
79714	NM_001256966
79714	NM_001256964
79714	NM_024661
79714	NM_001256968
79714	NM_001256969
79714	NM_001256965
79714	
10234	NM_001031692
10234	
10234	NM_005824
6738	NM_001173524
6738	
6738	NM_004600
6738	NM_001173525
6738	NM_001042370
6738	NM_001042369
4992	NM_012360
200845	NM_001128214
200845	
200845	NM_153331
3001	NM_006144
79747	NM_024694
79747	
6521	NM_000342
6521	
7691	NM_003433
7691	
100652824	
100652824	NM_001277372
57665	NM_020905
57665	
101927277	
92856	NM_033416
92856	
374973	
374973	NM_001145474
374973	NM_001300864
374973	NM_001300863
120526	
120526	NM_181706
23154	NM_001014841
23154	NM_001014839
23154	NM_014284
23154	
26127	NM_015633
26127	
26127	NM_001171888
26127	NM_001171887
11178	
11178	NM_021020
3937	NM_005565
3937	
83448	NM_031292
83448	NM_001098615
83448	NM_001098614
83448	NM_001271826
83448	
84874	
84874	NM_032788
8815	NM_003860
8815	NM_001143985
8815	
7295	NM_001244938
7295	NM_003329
7295	
120586	NM_001003750
120586	
57132	NM_020412
57132	
150590	NM_144706
150590	
9258	NM_004225
9258	
2987	NM_001242839
2987	
2987	NM_000858
2987	NM_001242840
2987	NM_001159391
2987	NM_001159390
643641	NM_001099220
643641	
283987	
283987	NM_030630
79680	
79680	NM_024627
113189	NM_130468
113189	
6357	NM_005408
6357	
9851	
9851	NM_014804
5575	NM_001164761
5575	NM_001164758
5575	NM_002735
5575	
5575	NM_001164760
5575	NM_001164762
5575	NM_001164759
100505622	
146429	
146429	NM_001242757
98	
98	NM_138448
389813	NM_001080482
642864	
121838	
9414	
9414	NM_004817
9414	NM_201629
9414	NM_001170630
9414	NM_001170416
9414	NM_001170415
9414	NM_001170414
550112	
201134	NM_001199165
201134	
201134	NM_001037325
201134	NM_001302891
54344	NM_018973
54344	NM_153741
54344	
51124	NM_016097
55036	NM_017950
55036	
55036	NM_001243342
308	NM_001154
308	
158257	
10450	
10450	NM_006112
10450	NM_203456
10450	NM_001195007
646627	
646627	NM_001085474
646627	NM_001291283
6576	NM_005984
6576	NM_001256534
6576	NM_001287387
6576	
93109	NM_001166305
93109	
93109	NM_001166306
93109	NM_001011655
93109	NM_138399
10298	
10298	NM_001014834
10298	NM_005884
10298	NM_001014832
10298	NM_001014831
10298	NM_001014835
117195	NM_054031
117195	
624	
624	NM_000623
55646	
55646	NM_017816
55646	NM_001145725
3945	
3945	NM_001174097
3945	NM_002300
3945	NM_001315537
221830	NM_001002926
221830	
120103	NM_152313
120103	
120103	NM_001286139
1917	
1917	NM_001958
3977	NM_002310
3977	NM_001127671
3977	
152579	NM_152540
152579	
6578	NM_005630
6578	
3743	NM_031886
105371807	
101928776	
6546	
6546	NM_001112800
6546	NM_001112802
6546	NM_001252624
6546	NM_001112801
6546	NM_021097
10556	NM_006413
10556	
10556	NM_001104546
1176	NM_001284
1176	
219473	
219473	NM_001005202
252839	NM_001288568
252839	NM_001288569
252839	NM_001288566
252839	NM_016456
252839	NM_001288564
252839	
252839	NM_001288565
252839	NM_001288567
252839	NM_001288571
252839	NM_001288570
100873940	
23258	NM_015213
23258	
23258	NM_001243254
340359	NM_001081675
154860	
9241	NM_005450
387104	NM_001012279
387104	
9797	NM_014760
9797	
83660	
83660	NM_015059
55753	NM_018245
55753	
55753	NM_001143996
55753	NM_001143997
641518	
100874087	
2071	
2071	NM_001303418
2071	NM_000122
2071	NM_001303416
2357	NM_001193306
2357	NM_002029
2357	
100874064	
11041	NM_006876
286256	
286256	NM_178536
120379	
120379	NM_138789
120379	NM_001082619
55843	
55843	NM_018460
128368	NM_001004478
7741	NM_152736
7741	
7741	NM_001287422
7741	NM_001111039
7741	NM_001287421
7741	NM_001023560
78995	NM_024032
78995	NM_001171251
78995	
645323	
22832	
22832	NM_001286206
22832	NM_014895
100462983	NM_001190472
79334	NM_001197287
135892	NM_001281450
135892	NM_178125
135892	NM_001281451
135892	
6640	NM_003098
5360	NM_182676
5360	NM_001242921
5360	NM_006227
5360	
5360	NM_001242920
2086	NM_001007253
2086	
84765	
84765	NM_032679
84765	NM_001135590
79621	NM_024570
79621	NM_001142279
79621	
1282	NM_001845
1282	
1282	NM_001303110
153129	
153129	NM_173514
153129	NM_001258286
153129	NM_001258287
153129	NM_001282429
54627	NM_019090
2224	
2224	NM_001242824
2224	NM_001135822
2224	NM_002004
2224	NM_001135821
2224	NM_001242825
5557	
5557	NM_000946
94009	
1475	NM_005213
1475	
1936	
