EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]
1936	NM_001195203
1936	NM_032378
1936	NM_001130056
1936	NM_001960
1936	NM_001289950
1936	NM_001130057
1936	NM_001130055
1936	NM_001130053
203522	NM_182540
203522	
55276	NM_018290
55276	
170690	
170690	NM_139056
26628	
2890	
2890	NM_000827
2890	NM_001258019
2890	NM_001258020
2890	NM_001114183
2890	NM_001258023
2890	NM_001258022
2890	NM_001258021
720	
285401	
360	NM_004925
360	
135250	NM_001243328
135250	NM_139165
135250	
135250	NM_001243325
135250	NM_001243327
10123	NM_001282431
10123	NM_005737
343068	NM_001013407
1329	NM_001862
1329	
102724594	
10492	NM_001159677
10492	NM_001159674
10492	NM_001159676
10492	NM_001159675
10492	NM_006372
10492	
10492	NM_001159673
10492	NM_001253771
3312	
3312	NM_006597
3312	NM_153201
390651	
60673	
60673	NM_021934
60673	NM_001098673
7756	NM_001098507
7756	NM_003457
7756	NM_001032293
7756	
139886	
139886	NM_001012968
969	NM_001781
969	
130013	NM_138326
130013	
130013	NM_001307983
1747	NM_005220
1747	
30820	
30820	NM_001034838
30820	NM_014592
30820	NM_001278340
30820	NM_001278339
30820	NM_001034837
155054	NM_001001661
155054	
101928516	
5164	NM_001199898
5164	
5164	NM_002611
5164	NM_001199899
91227	
91227	NM_199127
91227	NM_001282879
9456	NM_004272
9456	
9456	NM_001277077
9456	NM_001277078
152789	NM_001099433
152789	
152789	NM_144720
152789	NM_001306133
152789	NM_001306134
9519	
9519	NM_004865
9519	NM_001253676
79657	NM_024604
79657	
79657	NM_001146076
79657	NM_001146075
548645	NM_001015882
548645	
83595	NM_031439
4608	NM_004997
4608	
2966	
2966	NM_001515
728340	NM_001515
23641	NM_012317
23641	
4700	
4700	NM_002490
23230	NM_001018038
23230	NM_001018037
23230	NM_033305
23230	NM_015186
23230	
100505547	
900	
900	NM_004060
900	NM_199246
26056	
26056	NM_015470
84950	NM_032864
84950	
63893	NM_022066
63893	
6614	
6614	NM_023068
284257	NM_001257964
79943	
79943	NM_030895
55304	
55304	NM_018327
4654	NM_002478
169966	NM_152630
169966	NM_001170574
541472	
203413	NM_001017978
5940	NM_005058
5940	
50	NM_001098
50	
55075	NM_018003
55075	NM_001008224
55075	
8315	NM_006768
8315	
101928626	
2621	
2621	NM_000820
57544	NM_020784
57544	NM_001160047
57544	
399670	
9567	NM_004286
9567	
8501	NM_003627
8501	NM_001198810
8501	
100996246	
101928684	
22919	NM_012325
7290	
7290	NM_003325
9646	NM_014633
9646	
266977	NM_153840
266977	
266977	NM_025048
390437	NM_001004724
8241	NM_001204467
8241	NM_005676
8241	NM_152856
8241	NM_001204466
8241	
8241	NM_001204468
723961	
723961	NM_001042376
84076	NM_032136
3716	NM_002227
3716	
28966	
28966	NM_014035
105372273	
93129	NM_152288
93129	
57622	NM_020862
10332	NM_014257
10332	NM_001144910
10332	NM_001144905
10332	NM_001144909
10332	NM_001144911
10332	
10332	NM_001144908
10332	NM_001144906
10332	NM_001144904
10332	NM_001144907
3207	
3207	NM_005523
400997	
89848	NM_033449
89848	
101927543	
266743	NM_178864
266743	
84984	NM_032898
84984	
100874021	
100287042	
9612	NM_006312
9612	NM_001077261
9612	NM_001206654
9612	
114796	
136853	
136853	NM_080744
79733	NM_001256372
79733	NM_024680
79733	
79733	NM_001256371
26262	NM_012171
26262	
26262	NM_130465
26262	NM_001006616
149465	
149465	NM_152498
149465	NM_001167965
149465	NM_001195831
79065	
79065	NM_024085
79065	NM_001077198
101927837	
80757	NM_025268
80757	
201164	NM_178836
6370	NM_001201359
6370	NM_005624
6370	
54708	NM_017824
54708	
106144526	
101927123	
7171	
7171	NM_001145160
7171	NM_003290
84210	NM_032250
84210	
8749	
8749	NM_014237
8749	NM_001190956
120787	NM_001005178
219970	NM_145016
219970	
1836	NM_000112
1836	
100874051	
1471	NM_001288614
1471	NM_000099
1471	
79695	NM_024642
79695	
273	NM_139316
273	NM_001635
273	
375387	NM_198565
375387	
100874038	
100874037	
338817	
445577	NM_001098808
100132594	
57572	
57572	NM_020812
1793	NM_001380
1793	NM_001290223
1793	
440533	NM_001130167
440533	
440533	NM_001130168
440533	NM_182707
10380	
10380	NM_001286149
10380	NM_001286151
10380	NM_001286150
10380	NM_006085
5432	NM_032940
5432	
51412	NM_016188
51412	
8480	NM_003610
8480	
8480	NM_001015885
10391	
10391	NM_006091
10391	NM_001190456
10391	NM_001190457
283248	NM_173587
283248	
10186	NM_005780
10186	
5190	NM_000287
5190	
1823	NM_004948
1823	NM_024421
1833	NM_004950
1833	
2210	
2210	NM_001017986
2210	NM_001004340
2210	NM_001244910
105375875	
28998	
28998	NM_014078
3128	
5676	
5676	NM_001290042
5676	NM_002783
5676	NM_001206650
55844	NM_018461
55844	NM_001291310
55844	
100124700	
65979	
65979	NM_001048183
65979	NM_023923
1362	NM_001304
1362	
1362	NM_001199775
378950	
378950	NM_001006118
79716	NM_001204872
79716	NM_001204873
79716	NM_024663
79716	
101928371	
56257	
56257	NM_001194991
56257	NM_001194992
56257	NM_001194990
56257	NM_019606
375033	
375033	NM_001080471
221491	NM_001008703
221491	NM_178508
221491	NM_001287398
221491	NM_001008704
221491	NM_001287397
221491	
221491	NM_001287396
339665	NM_001001479
339665	
51673	NM_015964
51673	
51673	NM_016140
79147	
79147	NM_024301
79147	NM_001039885
653489	NM_001144013
653489	
64762	
64762	NM_022751
64762	NM_001242409
60343	NM_001171132
60343	NM_001282312
60343	
60343	NM_021806
60343	NM_001171133
60343	NM_001171134
60343	NM_001282311
349334	NM_199244
651746	
651746	NM_001164440
100288122	
645513	
90485	NM_001005850
90485	
5875	
5875	NM_004581
5875	NM_182836
9053	NM_003980
9053	NM_001198608
9053	NM_001198614
9053	NM_001198615
9053	NM_001198611
9053	
9053	NM_001198617
9053	NM_001198619
9053	NM_001198618
9053	NM_001198609
9053	NM_001198616
6561	NM_022444
6561	
54516	
54516	NM_001301871
54516	NM_019041
54516	NM_001301870
54516	NM_001114184
54516	NM_001301047
100129726	
5753	NM_005975
5753	NM_001256358
64172	NM_022353
64172	
8631	NM_001075099
8631	NM_003726
8631	
51616	NM_015975
51616	
53354	NM_138316
53354	NM_148978
53354	
53354	NM_148977
100506826	
150290	
150290	NM_001304795
150290	NM_001304796
150290	NM_001304794
150290	NM_152511
400728	
55791	NM_018372
55791	
55791	NM_001006945
6468	
6468	NM_022039
133121	NM_153343
133121	
5244	
5244	NM_000443
5244	NM_018849
5244	NM_018850
100874086	
84878	NM_032792
84878	NM_001316979
84878	
56977	
56977	NM_020225
7349	NM_003353
4064	NM_005582
4064	
285362	
285362	NM_182760
285362	NM_001164674
285362	NM_001164675
22796	
22796	NM_007357
22796	NM_001145036
23279	NM_015231
23279	
84154	
84154	NM_032194
84154	NM_001289111
3239	NM_000523
1040	NM_001263
1040	
2494	NM_205860
2494	NM_003822
2494	
2494	NM_001276464
5948	NM_004164
5948	
9738	NM_014711
9738	NM_001199022
9738	
8605	NM_001159322
8605	NM_001159323
8605	
8605	NM_003706
59277	NM_021229
59277	
55690	
55690	NM_018026
100037417	NM_001084393
60529	NM_021926
23760	NM_012399
23760	NM_001284277
23760	NM_001284278
23760	
10637	NM_020997
10637	
10971	
10971	NM_006826
387640	NM_207371
387640	
7644	
7644	NM_003430
7644	NM_001300951
729233	NM_001130404
51225	NM_016428
51225	NM_001135186
51225	
100310846	NM_001271700
7248	NM_001162426
7248	NM_000368
7248	
7248	NM_001162427
219855	NM_001145290
219855	
219855	NM_198277
51176	NM_016269
51176	
51176	NM_001130713
51176	NM_001166119
51176	NM_001130714
3238	NM_021193
3238	
1293	
1293	NM_004369
1293	NM_057166
1293	NM_057165
1293	NM_057164
1293	NM_057167
2209	
2209	NM_000566
153163	
441376	NM_001025357
441376	
2100	
2100	NM_001291712
2100	NM_001291723
2100	NM_001214902
2100	NM_001271876
2100	NM_001437
2100	NM_001271877
2100	NM_001040275
6187	NM_002952
6187	
10242	
10242	NM_181361
10242	NM_005832
10242	NM_001278911
64398	NM_022474
64398	
64398	NM_001256550
6297	NM_005407
6297	
6297	NM_001291446
6297	NM_001291447
51030	NM_016078
51030	NM_001316921
51030	
51030	NM_001316919
2876	NM_000581
2876	NM_201397
2876	
5522	NM_181876
5522	NM_001206994
5522	NM_001206996
5522	NM_020416
5522	NM_001206995
5522	
10886	NM_004885
10886	
10886	NM_001144756
10886	NM_053036
399	NM_001278368
399	
399	NM_001278365
399	NM_001278366
399	NM_001278364
399	NM_001278367
399	NM_001278369
399	NM_001278360
399	NM_001278361
399	NM_001278362
399	NM_001278359
399	NM_004310
399	NM_001278363
54659	NM_019093
101929517	
5901	NM_006325
5901	
5901	NM_001300797
5901	NM_001300796
159195	
159195	NM_152586
162968	NM_198458
162968	NM_001207009
162968	
91369	NM_052855
91369	
22993	
22993	NM_014983
4488	NM_002449
4488	
2953	
54965	
54965	NM_017861
54965	NM_001166304
200185	
200185	NM_173852
9382	NM_018714
9382	
4521	NM_198948
4521	NM_002452
4521	NM_198950
4521	NM_198952
4521	
4521	NM_198954
4521	NM_198949
4521	NM_198953
84629	
84629	NM_001080495
9947	NM_005462
9947	
59338	
59338	NM_001195608
59338	NM_021622
59338	NM_001001974
142679	NM_001142314
142679	NM_080876
142679	
140890	
140890	NM_001077199
140890	NM_139168
140890	NM_001270492
140890	NM_001270493
79759	
79759	NM_024706
79759	NM_001172669
79759	NM_001172670
79759	NM_001172668
2938	
2938	NM_145740
100873939	
1901	NM_001400
1901	
26958	NM_012133
26958	
26958	NM_001290033
56931	
56931	NM_001161619
56931	NM_020175
254240	
254240	NM_174932
148252	NM_145173
148252	
201633	
201633	NM_173799
145258	NM_173849
55303	NM_018326
55303	
219681	NM_173081
219681	NM_001282745
219681	NM_001282746
219681	
219681	NM_001282747
9087	NM_004202
645	
645	NM_000713
10278	NM_005864
10278	NM_032459
10278	NM_001277174
8790	NM_003838
8790	
8790	NM_001199329
8790	NM_001199328
641365	
285375	
65094	
65094	NM_023007
65094	NM_001161465
149603	NM_001010858
149603	
90134	NM_033272
90134	NM_173162
90134	
83590	NM_001136044
83590	NM_031434
83590	
101927762	
9451	NM_001313915
9451	NM_004836
9451	
317749	
317749	NM_198083
317749	NM_001193637
317749	NM_001193636
84570	
84570	NM_198721
84570	NM_001256074
84570	NM_032518
440107	
440107	NM_001004330
388135	
388135	NM_001039614
128439	
100463486	NM_001190702
83450	
83450	NM_031294
83450	NM_001130090
83450	NM_001130092
83450	NM_001130091
23511	NM_015354
23511	
101752399	
2251	
2251	NM_020996
5937	
5937	NM_002897
5937	NM_016836
10411	NM_001098531
10411	
10411	NM_001098532
10411	NM_006105
30836	NM_014597
30836	
10899	NM_006694
10899	
55105	NM_018040
55105	
55105	NM_001297754
26953	NM_012416
26953	NM_001243203
26953	
55150	NM_018111
442186	
126410	NM_173483
126410	
1056	NM_001807
1056	
100288527	
79960	NM_024900
79960	NM_001287437
79960	
79960	NM_001287440
79960	NM_001287439
79960	NM_001287441
79960	NM_001287443
79960	NM_001287442
79960	NM_199320
11112	NM_152740
11112	
254050	
254050	NM_001098519
254050	NM_152759
84630	NM_032538
84630	
50619	NM_022047
50619	
390928	
390928	NM_001004318
27341	NM_015703
27341	
80195	
80195	NM_001270372
80195	NM_025125
80195	NM_001270373
80195	NM_001270370
80195	NM_001270368
80195	NM_001270367
80195	NM_001270371
91319	
91319	NM_001135751
91319	NM_001002862
91319	NM_198440
257397	NM_152787
257397	
7022	NM_003222
7022	
245	
150280	NM_152510
150280	
644815	NM_001039999
644815	
57110	NM_020386
57110	
5648	NM_001879
5648	
5648	NM_139125
5648	NM_001031849
58531	NM_021247
55259	
55259	NM_001082972
55259	NM_018272
55259	NM_001082973
55259	NM_001204102
55259	NM_001204101
3881	NM_002277
100506937	
51232	
51232	NM_016441
1163	
1163	NM_001826
55756	
55756	NM_018250
55756	NM_001145159
55756	NM_001172562
51439	NM_016255
255426	NM_175062
255426	
148137	
148137	NM_001039887
26173	NM_001080453
26173	
594855	NM_001030005
1347	
1347	NM_001865
29985	
29985	NM_144564
29985	NM_213568
6538	NM_014229
6538	
2206	
2206	NM_000139
2206	NM_001256916
105375614	
103689845	
105664404	
5287	NM_002646
5287	
399888	NM_001164379
4077	NM_031862
4077	
4077	NM_001291572
4077	NM_005899
4077	NM_001291571
84276	NM_032316
84276	
58985	NM_021258
1576	NM_001202855
1576	NM_017460
1576	
101928012	
23396	NM_012398
23396	NM_001195733
23396	NM_001300849
23396	
5727	NM_000264
5727	
5727	NM_001083606
5727	NM_001083603
5727	NM_001083607
5727	NM_001083602
5727	NM_001083605
5727	NM_001083604
27306	NM_014485
27306	
114900	NM_031909
114900	
91120	
91120	NM_033196
91120	NM_001077349
389549	NM_001024613
389549	NM_001160264
389549	
480	NM_144699
480	
480	NM_001001734
9354	NM_001204077
9354	NM_004788
9354	
4330	NM_002430
4330	
64130	NM_001308419
64130	NM_022165
64130	
145978	
6135	NM_000975
6135	NM_001199802
6135	
2030	
2030	NM_001304463
2030	NM_001078175
2030	NM_001078177
2030	NM_001304466
2030	NM_001304462
2030	NM_001304465
3231	NM_024501
390439	NM_001005503
84868	NM_032782
84868	
283209	NM_173582
283209	
51503	NM_016403
51503	
101929152	
3421	NM_174869
3421	NM_004135
3421	
101927580	
3552	NM_000575
54437	
54437	NM_001031702
54437	NM_001256347
54437	NM_001256346
54437	NM_001256348
767558	NM_001128619
100996331	
100996331	NM_001277304
136319	NM_145808
136319	
685	NM_001729
685	
3703	
3703	NM_001278503
3703	NM_152713
3703	NM_001278504
122961	NM_194279
122961	
122961	NM_001272007
100874151	
196	NM_001621
196	
146433	
146433	NM_001172772
146433	NM_001172771
146433	NM_152456
199786	
199786	NM_001098524
199786	NM_173544
100507144	
51421	NM_016201
51421	
51421	NM_001278683
51421	NM_001278685
3550	
3550	NM_006083
84181	NM_032221
84181	
64433	
144568	NM_144670
144568	
144568	NM_001282424
60436	NM_001199513
60436	NM_001199514
60436	NM_021809
60436	
60436	NM_001199515
8027	NM_003473
8027	
100507392	
5866	NM_013401
5866	NM_001271686
5866	
5435	
5435	NM_021974
5435	NM_001301131
5435	NM_001301130
5435	NM_001301129
83988	NM_032041
83988	NM_001040625
83988	NM_001040628
83988	
83988	NM_001040630
83988	NM_001040626
83988	NM_001040624
83988	NM_001040629
83988	NM_001040627
10093	NM_001024959
10093	NM_001024960
10093	NM_005718
10093	
10093	NM_001198780
148066	NM_181710
165530	NM_173535
165530	NM_001258027
165530	
5265	
5265	NM_000295
5265	NM_001127700
5265	NM_001002235
5265	NM_001127702
5265	NM_001127707
5265	NM_001127706
5265	NM_001127705
5265	NM_001127704
5265	NM_001127701
5265	NM_001127703
5265	NM_001002236
341032	NM_198498
3696	
3696	NM_002214
80742	NM_025263
80742	NM_001077497
80742	
7476	NM_004625
7476	
89795	
89795	NM_014903
89795	NM_001024383
728927	
728927	NM_001170905
59345	NM_021629
59345	
725	NM_001017365
725	
725	NM_000716
725	NM_001017364
725	NM_001017366
725	NM_001017367
92482	NM_001195305
92482	NM_001243783
92482	NM_001195304
92482	NM_001195307
92482	NM_001195306
92482	
92291	
92291	NM_144575
8886	NM_006773
8886	
10845	NM_006660
10845	
102723099	
51184	NM_016301
51184	NM_001164373
51184	
51184	NM_001164372
84966	NM_032880
84966	
146434	NM_152457
65999	
65999	NM_023942
65999	NM_001142928
65059	
65059	NM_213589
65059	NM_203365
153020	NM_001300735
153020	NM_152545
153020	NM_001300736
153020	
27302	NM_014482
3978	NM_000234
3978	
3978	NM_001289063
3978	NM_001289064
10458	NM_017450
10458	
10458	NM_001144888
10458	NM_006340
10458	NM_017451
9912	NM_014859
9912	
56000	NM_022052
56000	
4711	
4711	NM_002492
4711	NM_001199957
4711	NM_001199958
554226	
56850	
56850	NM_020137
84218	
116028	
116028	NM_152308
138162	NM_001048265
138162	NM_144654
138162	
8440	NM_003581
8440	
8440	NM_001004720
8440	NM_001004722
6352	NM_002985
6352	
6352	NM_001278736
440153	NM_001013354
9699	NM_001100117
9699	
9699	NM_001282881
9699	NM_014677
9699	NM_001282882
9638	
9638	NM_005103
9638	NM_022549
4122	
4122	NM_006122
577	NM_001704
577	
4215	
4215	NM_002401
4215	NM_203351
143686	NM_144665
143686	NM_001271594
143686	
3123	NM_002124
105369230	NM_002124
4648	
4648	NM_001080527
84985	
84985	NM_032899
84985	NM_001288587
84985	NM_207006
80301	NM_025201
80301	NM_001195059
100192426	
81558	NM_030802
81558	
200734	NM_181784
200734	NM_001128210
200734	
53916	
53916	NM_016154
100507436	NM_000247
5345	
5345	NM_001165921
5345	NM_001165920
5345	NM_000934
26263	NM_147188
26263	
26263	NM_012170
7447	
7447	NM_003385
3357	NM_000867
84289	
84289	NM_032329
100129216	NM_001242853
55884	NM_018639
55884	NM_001278557
55884	
55884	NM_001278558
10720	NM_001073
10720	
90024	
3953	NM_001198687
3953	NM_001003680
3953	NM_001003679
3953	NM_002303
3953	
3953	NM_001198688
3953	NM_001198689
79958	
79958	NM_024898
79958	NM_001290331
27440	NM_017829
27440	NM_033070
27440	
79867	
79867	NM_001143850
79867	NM_024809
144193	NM_152435
144193	
2533	NM_199335
2533	
2533	NM_001465
2533	NM_001243093
58528	NM_021244
58528	
1010	
1010	NM_004061
101928440	
10200	
10200	NM_005792
100533181	NM_001243598
100533181	NM_001204268
10312	NM_006019
10312	
10312	NM_006053
79819	NM_024763
79819	
79819	NM_207014
168620	
168620	NM_177455
2558	NM_000810
2558	
2558	NM_001165037
168433	NM_139175
203197	NM_153045
203197	
493901	NM_001024822
814	
814	NM_001744
105370616	
51214	
3824	
3824	NM_001114396
3824	NM_007334
3824	NM_002262
116534	NM_001039165
51170	NM_016245
51170	
4621	
4621	NM_002470
266812	NM_153757
7508	NM_004628
7508	
378925	NM_198085
378925	
28954	NM_014012
29990	
29990	NM_178238
494118	NM_001009614
79632	
79632	NM_024581
79632	NM_001100411
79632	NM_001288576
10311	
10311	NM_006052
390323	NM_001005497
101929140	
101927150	
8543	NM_006769
8543	
55787	NM_018360
55787	
55787	NM_001168683
59269	NM_024503
59269	NM_001127714
59269	
51177	NM_001304724
51177	NM_016274
51177	
4171	NM_004526
4171	
149483	
149483	NM_001190182
149483	NM_001114938
64663	NM_022661
317716	
169841	NM_001301275
169841	NM_194320
169841	NM_003448
169841	
23164	
23164	NM_015134
23164	NM_201274
2359	NM_002030
2359	
7379	
7379	NM_006760
122651	NM_145250
122651	
4009	NM_177398
4009	NM_001174069
4009	
83468	NM_031302
83468	
7965	NM_006303
7965	
8559	NM_003675
8559	
285498	
285498	NM_194439
285498	NM_001131034
285498	NM_001193318
5930	
5930	NM_006910
5930	NM_032626
5930	NM_018703
105373463	
85301	NM_032888
85301	
50862	NM_016422
50862	
344807	NM_001008784
344807	NM_001199215
344807	
100861544	
8514	
8514	NM_001199861
8514	NM_001199860
8514	NM_001199862
8514	NM_001199863
8514	NM_172130
8514	NM_003636
83650	NM_054028
646000	NM_054028
145814	NM_001167902
145814	NM_001102612
23174	NM_015144
23174	
26061	NM_012260
26061	
26061	NM_001284416
26061	NM_001284413
26061	NM_001284415
25904	NM_001256741
25904	NM_015442
25904	
25904	NM_001256742
2774	NM_182978
2774	
2774	NM_001261443
2774	NM_001142339
2774	NM_001261444
53829	NM_176894
10990	
10990	NM_001081443
10990	NM_006840
10990	NM_001081442
10990	NM_001304457
11060	NM_001270454
11060	NM_007014
11060	
11060	NM_001270455
11060	NM_199424
11060	NM_001270453
375057	NM_001003665
375057	
7704	NM_006006
7704	
7704	NM_001018011
101927058	
1028	
1028	NM_000076
1028	NM_001122631
1028	NM_001122630
64145	NM_022340
64145	NM_001302378
64145	
5394	NM_002685
5394	NM_001001998
5394	
100874042	
162989	NM_001270615
162989	NM_001270614
162989	
162989	NM_133328
102659353	
342096	NM_001038640
342096	
9839	NM_014795
9839	
9839	NM_001171653
26164	
26164	NM_015666
102724197	
102724823	
94101	NM_001128150
94101	
94101	NM_016467
101927134	
57471	NM_020711
57471	NM_001304345
57471	NM_001304344
57471	NM_001009959
57471	
57471	NM_001304346
6641	NM_021021
6641	
285175	
285175	NM_182587
285175	NM_032504
9244	
9244	NM_004750
5331	
5331	NM_000932
5331	NM_001316314
5331	NM_001184883
63901	
63901	NM_022074
63901	NM_198847
63901	NM_001142521
63901	NM_001142520
63901	NM_001142519
55072	
55072	NM_001310332
55072	NM_017999
29974	
29974	NM_138932
29974	NM_014576
29974	NM_138933
29974	NM_001198819
29974	NM_001198818
29974	NM_001198820
26589	NM_022163
26589	
55015	NM_017922
55015	
128869	NM_080476
128869	
55558	NM_017514
55558	
102723766	
102157401	
23554	NM_012338
23554	
22838	NM_014901
22838	
22864	
22864	NM_014925
100506474	
150737	NM_152517
120939	NM_001079815
120939	
120939	NM_153022
390151	NM_001005200
390151	
441054	
441054	NM_001114357
643847	NM_001079808
643847	
11277	
11277	NM_033629
11277	NM_016381
11277	NM_007248
6548	
6548	NM_003047
10150	
10150	NM_144778
10150	NM_207304
10150	NM_001306070
345079	NM_001029870
8715	NM_003787
8715	NM_001198549
8715	
8715	NM_001198548
8715	NM_001198547
8715	NM_001198546
140545	
140545	NM_030936
140545	NM_001308273
140545	NM_001308274
140545	NM_001184996
140545	NM_001184997
2187	NM_152633
2187	
2187	NM_001018113
30815	NM_013443
30815	NM_001287001
