hgnc_id	hgnc	previous	synonyms	entrez
HGNC:9450	PRO1~withdrawn			
HGNC:41906	PROB1	C5orf65		389333
HGNC:9451	PROC			5624
HGNC:28600	PROCA1		MGC39650	147011
HGNC:9452	PROCR		EPCR, CCD41, CD201	10544
HGNC:9453	PRODH		HSPOX2, PRODH1, PIG6, PRODH2, TP53I6	5625
HGNC:17325	PRODH2		HSPOX1	58510
HGNC:18454	PROK1		PK1, PRK1, EGVEGF	84432
HGNC:18455	PROK2		PK2, BV8, MIT1, KAL4	60675
HGNC:4524	PROKR1	GPR73	PKR1, ZAQ, GPR73a	10887
HGNC:15836	PROKR2	GPR73L1, KAL3	GPR73b, PKR2, GPRg2, dJ680N4.3	128674
HGNC:17279	PROL1		BPLP, PRL1, opiorphin	58503
HGNC:9454	PROM1	PROML1, MCDR2, STGD4	AC133, CD133, RP41, CORD12	8842
HGNC:20685	PROM2			150696
HGNC:9455	PROP1			5626
HGNC:34379	PRORSD1P	NCRNA00117, PRDXDD1P	Prdxdd1, Ybakd1	344405
HGNC:38732	PRORY	CYorf17		100533178
HGNC:9456	PROS1	PROS		5627
HGNC:9458	PROS2P	PROS2, PROSP		5628
HGNC:9457	PROSC			11212
HGNC:20291	PROSER1	C13orf23	bA50D16.2, FLJ12661	80209
HGNC:23728	PROSER2	C10orf47	MGC35403	254427
HGNC:27343	PROSER2-AS1			219731
HGNC:25204	PROSER3	C19orf55	FLJ30657	148137
HGNC:9459	PROX1			5629
HGNC:43656	PROX1-AS1			100505832
HGNC:41372	PROX1-IT1~withdrawn			
HGNC:26715	PROX2		FLJ36749	283571
HGNC:9460	PROZ		PZ	8858
HGNC:17348	PRPF3	RP18	Prp3, hPrp3, SNRNP90	9129
HGNC:17349	PRPF4		Prp4p, HPRP4, HPRP4P, PRP4, SNRNP60	9128
HGNC:17346	PRPF4B		Prp4, PR4H, KIAA0536	8899
HGNC:15860	PRPF6	C20orf14	TOM, bB152O15.1, ANT-1, U5-102K, Prp6, hPrp6, SNRNP102, RP60	24148
HGNC:17340	PRPF8	RP13	PRPC8, Prp8, hPrp8, SNRNP220	10594
HGNC:17351	PRPF18		hPrp18	8559
HGNC:17896	PRPF19	PRP19	UBOX4, NMP200, PSO4, hPSO4	27339
HGNC:23182	PRPF19P1	PRP19P, PRPF19P	HsT1682	100422496
HGNC:15446	PRPF31	RP11	NY-BR-99, PRP31, hPrp31, SNRNP61	26121
HGNC:25930	PRPF38A		FLJ14936, Prp38	84950
HGNC:44692	PRPF38AP1			389935
HGNC:44693	PRPF38AP2			100131947
HGNC:25512	PRPF38B		FLJ10330, NET1	55119
HGNC:20314	PRPF39		FLJ20666, FLJ11128	55015
HGNC:16463	PRPF40A	FNBP3	FLJ20585, FBP11, HYPA, NY-REN-6, HIP10, FBP-11, FLAF1, Prp40	55660
HGNC:25031	PRPF40B		HYPC	25766
HGNC:9461	PRPH	NEF4	PRPH1	5630
HGNC:9942	PRPH2	RP7, RDS	TSPAN22, rd2, CACD2	5961
HGNC:9462	PRPS1	DFN2	CMTX5, DFNX1	5631
HGNC:9463	PRPS1L1	PRPSL	PRPS3	221823
HGNC:39427	PRPS1P1			
HGNC:9464	PRPS1P2	PRPS1L2		100421295
HGNC:9465	PRPS2			5634
HGNC:9466	PRPSAP1		PAP39	5635
HGNC:9467	PRPSAP2		PAP41	5636
HGNC:21149	PRR3		CAT56, Em:AB014077.1, Em:AB023052.2	80742
HGNC:18020	PRR4	PROL4	LPRP	11272
HGNC:31682	PRR5		PP610, FLJ20185k, Protor-1	55615
HGNC:34512	PRR5-ARHGAP8			553158
HGNC:25878	PRR5L		FLJ14213, PROTOR-2	79899
HGNC:28130	PRR7		MGC10772	80758
HGNC:27961	PRR7-AS1			340037
HGNC:28293	PRR8~withdrawn			
HGNC:32057	PRR9			574414
HGNC:25619	PRR11		FLJ11029	55771
HGNC:29217	PRR12	KIAA1205		57479
HGNC:24528	PRR13		FLJ23818, DKFZP564J157	54458
HGNC:50614	PRR13P1			647195
HGNC:50615	PRR13P2			
HGNC:50616	PRR13P3			100129201
HGNC:50617	PRR13P4			100288008
HGNC:50618	PRR13P5			440525
HGNC:50619	PRR13P6			
HGNC:50620	PRR13P7			100289644
HGNC:28458	PRR14		MGC3121	78994
HGNC:28738	PRR14L	C22orf30	MGC50372	253143
HGNC:22310	PRR15			222171
HGNC:28149	PRR15L	ATAD4	MGC11242	79170
HGNC:29654	PRR16		DSC54	51334
HGNC:28574	PRR18		MGC35308	285800
HGNC:33728	PRR19		MGC70924	284338
HGNC:24754	PRR20A	PRR20	FLJ40296	122183
HGNC:37220	PRR20B			729233
HGNC:37221	PRR20C			729240
HGNC:37222	PRR20D			729246
HGNC:37223	PRR20E			729250
HGNC:49097	PRR20FP		PRR20F	
HGNC:33866	PRR21			643905
HGNC:28354	PRR22		MGC24975	163154
HGNC:37172	PRR23A			729627
HGNC:33764	PRR23B		FLJ46116	389151
HGNC:37173	PRR23C		FLJ46210	389152
HGNC:49420	PRR23D1			100131608
HGNC:49396	PRR23D2			100133251
HGNC:37230	PRR25		gs64	388199
HGNC:30724	PRR26	C10orf108	FLJ38681	414235
HGNC:33193	PRR27	C4orf40		401137
HGNC:25673	PRR29	C17orf72	FLJ11724, DKFZp761M2312	92340
HGNC:28677	PRR30	C2orf53	MGC44505	339779
HGNC:18147	PRR31	C9orf141		101928638
HGNC:34498	PRR32	CXorf64		100130613
HGNC:35118	PRR33	C11orf89	LOC728008	102724536
HGNC:25606	PRR34	C22orf26	FLJ10945	55267
HGNC:50499	PRR34-AS1			150381
HGNC:14139	PRR35	C16orf11		146325
HGNC:26172	PRR36			80164
HGNC:28164	PRRC1		FLJ32875	133619
HGNC:13918	PRRC2A	BAT2	G2, D6S51E	7916
HGNC:28121	PRRC2B	KIAA0515, BAT2L, BAT2L1	MGC10526, LQFBS-1	84726
HGNC:24903	PRRC2C	BAT2D1, BAT2L2	KIAA1096, XTP2	23215
HGNC:23949	PRRC2CP1	BAT2L2P1	BAT2D1P1	360018
HGNC:9469	PRRG1		PRGP1	5638
HGNC:9470	PRRG2		PRGP2	5639
HGNC:30798	PRRG3		TMG3	79057
HGNC:30799	PRRG4		TMG4	79056
HGNC:13943	PRRT1	C6orf31	NG5, IFITMD7	80863
HGNC:30500	PRRT2	ICCA, DYT10	FLJ25513, DKFZp547J199, IFITMD1, FICCA, DSPB3, PKC, EKD1	112476
HGNC:26591	PRRT3		FLJ33674	285368
HGNC:41151	PRRT3-AS1			
HGNC:37280	PRRT4			401399
HGNC:9142	PRRX1	PMX1	PHOX1	5396
HGNC:21338	PRRX2		PRX2, PMX2	51450
HGNC:50684	PRRX2-AS1			101929437
HGNC:9471	PRS	MRXS2		
HGNC:9473	PRSM1~withdrawn			
HGNC:9474	PRSM2			5643
HGNC:9475	PRSS1	TRY1		5644
HGNC:9483	PRSS2		TRY2	5645
HGNC:9486	PRSS3	PRSS4	TRY3, TRY4	5646
HGNC:43787	PRSS3P1		TRY5	168330
HGNC:43788	PRSS3P2		TRY6	154754
HGNC:43790	PRSS3P3		TRY3	136540
HGNC:43789	PRSS3P4			
HGNC:9487	PRSS4~withdrawn			
HGNC:9488	PRSS5~withdrawn			
HGNC:9489	PRSS6~withdrawn			
HGNC:9491	PRSS8			5652
HGNC:9492	PRSS9~withdrawn			
HGNC:9477	PRSS12		BSSP-3, MRT1	8492
HGNC:9478	PRSS14~withdrawn			
HGNC:9480	PRSS16		TSSP	10279
HGNC:9481	PRSS17~withdrawn			
HGNC:13419	PRSS18~withdrawn			
HGNC:9482	PRSS19~withdrawn			
HGNC:9484	PRSS20~withdrawn			
HGNC:9485	PRSS21		ESP-1, TEST1, TESTISIN	10942
HGNC:14368	PRSS22		hBSSP-4, BSSP-4, SP001LA	64063
HGNC:14370	PRSS23		SPUVE, SIG13	11098
HGNC:15475	PRSS27		MPN, pancreasin, CAPH2, marapsin	83886
HGNC:17542	PRSS29P		Isp2	123787
HGNC:28753	PRSS30P	TMPRSS8, TMPRSS8P	Disp, MGC5228	124221
HGNC:30405	PRSS33		EOS	260429
HGNC:21387	PRSS35	C6orf158	MGC46520, dJ223E3.1	167681
HGNC:26906	PRSS36		FLJ90661	146547
HGNC:29211	PRSS37			136242
HGNC:29625	PRSS38		MPN2	339501
HGNC:30715	PRSS41		TESSP1	360226
HGNC:30716	PRSS42		TESSP2	339906
HGNC:37323	PRSS43		TESSP3	100288960
HGNC:37324	PRSS44		TESSP4	729756
HGNC:30717	PRSS45		TESSP5	377047
HGNC:37325	PRSS46		TESSP6	100287362
HGNC:37326	PRSS47			138652
HGNC:24635	PRSS48		ESSPL	345062
HGNC:17910	PRSS50		TSP50, CT20	29122
HGNC:37321	PRSS51			346702
HGNC:37322	PRSS52P			100419209
HGNC:34407	PRSS53		POL3S	339105
HGNC:26336	PRSS54		FLJ25339, KLKBL4, CT67	221191
HGNC:30824	PRSS55		T-SP1, UNQ9391, CT153	203074
HGNC:39433	PRSS56			646960
HGNC:31397	PRSS57	PRSSL1	UNQ782	400668
HGNC:39125	PRSS58		TRYX3	136541
HGNC:9493	PRSSL1~withdrawn			
HGNC:23333	PRTFDC1		HHGP	56952
HGNC:26373	PRTG		FLJ25756, IGDCC5	283659
HGNC:9494	PRTH~withdrawn			
HGNC:9495	PRTN3		PR-3, ACPA, C-ANCA, AGP7, MBT, P29	5657
HGNC:9496	PRTS~withdrawn			
HGNC:13420	PRUNE		DRES-17, HTCD37	58497
HGNC:25209	PRUNE2	C9orf65, KIAA0367	BMCC1, BNIPXL, A214N16.3, bA214N16.3	158471
HGNC:39723	PRUNEP1			100129595
HGNC:13797	PRX		KIAA1620	57716
HGNC:14024	PRY		PTPN13LY, PRY1	9081
HGNC:21504	PRY2		PTPN13LY2	442862
HGNC:34018	PRYP1	PRYP7, PRY4P		442863
HGNC:34019	PRYP2			442864
HGNC:34020	PRYP3			442865
HGNC:34021	PRYP4			442866
HGNC:38785	PRYP5			
HGNC:38786	PRYP6			
HGNC:38417	PRYP7~withdrawn			
HGNC:9497	PSACH~withdrawn			
HGNC:9498	PSAP	SAP1, GLBA		5660
HGNC:33131	PSAPL1			
HGNC:19129	PSAT1		PSA	29968
HGNC:15785	PSAT1P1	C8orf62		137133
HGNC:43988	PSAT1P2			
HGNC:43989	PSAT1P3			729779
HGNC:43990	PSAT1P4			100287630
HGNC:9499	PSBP1			5661
HGNC:9500	PSCA			8000
HGNC:9503	PSCD2L~withdrawn			
HGNC:9507	PSD		KIAA2011, TYL, PSD1, EFA6A, EFA6	5662
HGNC:19092	PSD2		DKFZp761B0514, EFA6C	84249
HGNC:19093	PSD3		KIAA0942, HCA67, EFA6R, DKFZp761K1423, EFA6D	23362
HGNC:19096	PSD4		TIC, EFA6B	23550
HGNC:9508	PSEN1	AD3	FAD, S182, PS1	5663
HGNC:9509	PSEN2	AD4	AD3L, STM2, PS2	5664
HGNC:30100	PSENEN		PEN2	55851
HGNC:9510	PSF1~withdrawn			
HGNC:9511	PSF2~withdrawn			
HGNC:9512	PSF3~withdrawn			
HGNC:9513	PSF4~withdrawn			
HGNC:9514	PSG1	PSBG1	PSGGA, CD66f, PBG1	
HGNC:9519	PSG2	PSBG2	PSGGB, PSG1, CEA	5670
HGNC:9520	PSG3			5671
HGNC:9521	PSG4			5672
HGNC:9522	PSG5		FL-NCA-3, PSG	5673
HGNC:9523	PSG6			5675
HGNC:9524	PSG7			5676
HGNC:9525	PSG8			
HGNC:9526	PSG9	PSG11	PSGII	5678
HGNC:9515	PSG10P	PSG12, PSG10		653492
HGNC:9516	PSG11	PSG13, PSG14	MGC22484	5680
HGNC:9517	PSG12~withdrawn			
HGNC:9518	PSG13~withdrawn			
HGNC:9527	PSIP1	PSIP2	p52, LEDGF, p75	11168
HGNC:31132	PSIP1P1	PSIP1P		353329
HGNC:23968	PSIP1P2			360022
HGNC:9528	PSIP2~withdrawn			
HGNC:9529	PSKH1			5681
HGNC:18997	PSKH2			85481
HGNC:9530	PSMA1		HC2, NU, PROS30, MGC14542, MGC14575, MGC14751, MGC1667, MGC21459, MGC22853, MGC23915	5682
HGNC:9531	PSMA2		MU, HC3, PMSA2	5683
HGNC:43832	PSMA2P1			100130923
HGNC:43833	PSMA2P2			100131775
HGNC:43834	PSMA2P3		PSMA2L	79055
HGNC:9532	PSMA3		HC8	5684
HGNC:26445	PSMA3-AS1		FLJ31306	379025
HGNC:20029	PSMA3P			326617
HGNC:9533	PSMA4		HC9, HsT17706	5685
HGNC:9534	PSMA5		ZETA	5686
HGNC:9535	PSMA6		IOTA, PROS27, p27K, MGC22756, MGC2333, MGC23846	5687
HGNC:17460	PSMA6P1	PSMA6P	PSMA6-LIKE, PSMA6Y	64596
HGNC:39607	PSMA6P2			729412
HGNC:39608	PSMA6P3			
HGNC:39609	PSMA6P4			121906
HGNC:9536	PSMA7		XAPC7, C6, HSPC, RC6-1	5688
HGNC:20631	PSMA7P			158441
HGNC:22985	PSMA8		MGC26605, PSMA7L	143471
HGNC:9537	PSMB1		PMSB1, HC5	5689
HGNC:9539	PSMB2		HC7-I	5690
HGNC:9540	PSMB3		HC10-II, MGC4147	5691
HGNC:20633	PSMB3P			121131
HGNC:30150	PSMB3P2			130700
HGNC:9541	PSMB4		HN3, PROS26	5692
HGNC:9542	PSMB5		X, MB1	5693
HGNC:9543	PSMB6		Y, DELTA	5694
HGNC:9544	PSMB7		Z	5695
HGNC:49192	PSMB7P1			100422289
HGNC:9545	PSMB8	LMP7	RING10, D6S216E, PSMB5i, beta5i	5696
HGNC:39758	PSMB8-AS1	TAPSAR1	XXbac-BPG246D15.8, TAP1-AS1	100507463
HGNC:9546	PSMB9	LMP2	RING12, beta1i, PSMB6i	5698
HGNC:9538	PSMB10	MECL1	LMP10, MGC1665, beta2i	5699
HGNC:31963	PSMB11		beta5t	122706
HGNC:9547	PSMC1		S4, p56	5700
HGNC:30147	PSMC1P1	PSMC1P	bcm3415	151645
HGNC:39777	PSMC1P2			442291
HGNC:39778	PSMC1P3			392100
HGNC:39779	PSMC1P4			345645
HGNC:39780	PSMC1P5			
HGNC:39781	PSMC1P6			643766
HGNC:39782	PSMC1P7			646085
HGNC:39783	PSMC1P8			390297
HGNC:39784	PSMC1P9			643668
HGNC:39785	PSMC1P10			388925
HGNC:39786	PSMC1P11			442153
HGNC:39787	PSMC1P12			644094
HGNC:39788	PSMC1P13			100422305
HGNC:9548	PSMC2		MSS1, S7, Nbla10058	5701
HGNC:9549	PSMC3		TBP1, TBP-1	5702
HGNC:17928	PSMC3IP		TBPIP, GT198, HUMGT198A	29893
HGNC:9550	PSMC3P			5703
HGNC:9551	PSMC4	MIP224	TBP7, S6, MGC8570, MGC13687, MGC23214, TBP-7	5704
HGNC:9552	PSMC5		SUG1, p45/SUG, TBP10, p45, S8, TRIP1, SUG-1	5705
HGNC:9553	PSMC6		p42	5706
HGNC:20634	PSMC6P1	PSMC6P		266723
HGNC:30149	PSMC6P2			160410
HGNC:34012	PSMC6P3			100128218
HGNC:9554	PSMD1		S1, P112, Rpn2	5707
HGNC:9559	PSMD2		S2, P97, TRAP2, MGC14274, Rpn1	5708
HGNC:30154	PSMD2P1			266783
HGNC:9560	PSMD3	TSTA2	S3, P58, Rpn3	5709
HGNC:9561	PSMD4		S5A, AF-1, AF, Rpn10	5710
HGNC:9562	PSMD4P1	PSMD4P, PSMD15		54035
HGNC:9563	PSMD5		S5B, KIAA0072	5711
HGNC:27367	PSMD5-AS1			253039
HGNC:9564	PSMD6		S10, p44S10, KIAA0107, Rpn7	9861
HGNC:44125	PSMD6-AS2			100507062
HGNC:9565	PSMD7		S12, P40, MOV34, Rpn8	5713
HGNC:7202	PSMD7P1	MOV34L, PSMD7L		280637
HGNC:9566	PSMD8		S14, Nin1p, p31, HIP6, HYPF, Rpn12	5714
HGNC:34013	PSMD8P1			100422411
HGNC:9567	PSMD9		p27, Rpn4	5715
HGNC:9555	PSMD10		p28	5716
HGNC:16602	PSMD10P1	PSMD10P	dJ914P20.4	170541
HGNC:30151	PSMD10P2			280644
HGNC:30152	PSMD10P3			338091
HGNC:9556	PSMD11		S9, p44.5, MGC3844, Rpn6	5717
HGNC:9557	PSMD12		p55, Rpn5	5718
HGNC:30153	PSMD12P			317753
HGNC:9558	PSMD13		p40.5, Rpn9	5719
HGNC:16889	PSMD14		POH1, pad1, Rpn11	10213
HGNC:9568	PSME1		IFI5111, PA28alpha	5720
HGNC:9569	PSME2		PA28beta	5721
HGNC:20632	PSME2P1	PSME2P		257093
HGNC:30160	PSME2P2			338099
HGNC:30156	PSME2P3			338095
HGNC:30157	PSME2P4			338096
HGNC:30158	PSME2P5			338097
HGNC:30159	PSME2P6			338098
HGNC:9570	PSME3		Ki, PA28-gamma, REG-GAMMA, PA28G	10197
HGNC:20635	PSME4		PA200, KIAA0077	23198
HGNC:9571	PSMF1		PI31	9491
HGNC:3043	PSMG1	DSCR2	c21-LRP, LRPC21, PAC1	8624
HGNC:24929	PSMG2	TNFSF5IP1	HCCA3, MDS003, MGC15092, CLAST3, HsT1707, PAC2	56984
HGNC:22420	PSMG3	C7orf48	MGC10911, PAC3	84262
HGNC:22230	PSMG3-AS1		KIAA1908	114796
HGNC:21108	PSMG4	C6orf86	PAC4	389362
HGNC:9572	PSOR1~withdrawn			
HGNC:17202	PSORS1C1	C6orf16	SEEK1	170679
HGNC:17199	PSORS1C2	C6orf17	SPR1	170680
HGNC:17203	PSORS1C3		NCRNA00196	100130889
HGNC:9573	PSORS1~withdrawn			
HGNC:9574	PSORS2~withdrawn			
HGNC:9575	PSORS3			
HGNC:17275	PSORS4			
HGNC:17953	PSORS5			
HGNC:33483	PSORS6			
HGNC:14207	PSORS7			
HGNC:17322	PSORS8			
HGNC:31013	PSORS9			359825
HGNC:31919	PSORS10			
HGNC:20320	PSPC1		PSP1, FLJ10955	55269
HGNC:40915	PSPC1-AS1~withdrawn			
HGNC:42702	PSPC1-OT1~withdrawn			
HGNC:42033	PSPC1P1			642395
HGNC:42643	PSPC1P2			100873875
HGNC:9577	PSPH	PSP		5723
HGNC:9578	PSPHP1	PSPHL	CO9	8781
HGNC:9579	PSPN		PSP	5623
HGNC:9576	PSP~withdrawn			
HGNC:24472	PSRC1		DDA3	84722
HGNC:28578	PSTK	C10orf89	MGC35392	118672
HGNC:9580	PSTPIP1		PSTPIP, CD2BP1L, CD2BP1, CD2BP1S, H-PIP, PAPAS	9051
HGNC:9581	PSTPIP2			9050
HGNC:9582	PTAFR			5724
HGNC:30449	PTAR1			375743
HGNC:9583	PTBP1	PTB	HNRPI, HNRNP-I, PTB2, PTB3, PTB-1, PTB4, pPTB	5725
HGNC:20030	PTBP1P			122888
HGNC:17662	PTBP2		brPTB, nPTB, PTB, PTBLP	58155
HGNC:10253	PTBP3	ROD1	DKFZp781I1117	9991
HGNC:22198	PTCD1		KIAA0632	26024
HGNC:25734	PTCD2		FLJ12598	79810
HGNC:31718	PTCD2P1			100131302
HGNC:45168	PTCD2P2			100132487
HGNC:24717	PTCD3		FLJ20758, DKFZp666K071	55037
HGNC:9585	PTCH1	NBCCS, PTCH	BCNS	5727
HGNC:9586	PTCH2			8643
HGNC:26392	PTCHD1		FLJ30296	139411
HGNC:37703	PTCHD1-AS		PTCHD1AS1, PTCHD1AS2, DDX53-AS1	100873065
HGNC:29251	PTCHD2		KIAA1337, DISP3	57540
HGNC:24776	PTCHD3		FLJ44037, PTR	374308
HGNC:44945	PTCHD3P1			387647
HGNC:44946	PTCHD3P2			100533664
HGNC:44947	PTCHD3P3			100533665
HGNC:21345	PTCHD4	C6orf138	dJ402H5.2, FLJ41841	442213
HGNC:21290	PTCRA		PTA, PT-ALPHA	171558
HGNC:37127	PTCSC1	PTCSC	AK023948, NCRNA00197	100302522
HGNC:44086	PTCSC2			101928337
HGNC:43959	PTCSC3			100886964
HGNC:18887	PTC~withdrawn			
HGNC:9587	PTDSS1		KIAA0024, PSSA, PSS1	9791
HGNC:15463	PTDSS2		PSS2	81490
HGNC:9588	PTEN	BZS, MHAM	MMAC1, TEP1, PTEN1	5728
HGNC:9589	PTENP1		PTEN2, psiPTEN, PTH2, PTEN-rs, PTENpg1	11191
HGNC:48773	PTENP1-AS		PTENpg1-asRNA	
HGNC:9590	PTER			9317
HGNC:23734	PTF1A		PTF1-p48, bHLHa29	256297
HGNC:9591	PTGDR		DP, DP1, PTGDR1	5729
HGNC:4502	PTGDR2	GPR44	CRTH2, CD294, DP2	11251
HGNC:9592	PTGDS		PGDS, L-PGDS	5730
HGNC:9593	PTGER1		EP1	
HGNC:9594	PTGER2		EP2	5732
HGNC:9595	PTGER3		EP3	5733
HGNC:9596	PTGER4		EP4	5734
HGNC:9597	PTGER4P1			5735
HGNC:9598	PTGER4P2			
HGNC:44749	PTGER4P2-CDK2AP2P2			442421
HGNC:38498	PTGER4P3			
HGNC:9599	PTGES	MGST1L1	MGST-IV, PIG12, MGST1-L1, TP53I12	9536
HGNC:17822	PTGES2	C9orf15	FLJ14038	80142
HGNC:48711	PTGES2-AS1			389791
HGNC:16049	PTGES3		p23, TEBP, cPGES	10728
HGNC:43943	PTGES3L			100885848
HGNC:43946	PTGES3L-AARSD1			100885850
HGNC:43824	PTGES3P1			284672
HGNC:43822	PTGES3P2			
HGNC:43823	PTGES3P3			441050
HGNC:43825	PTGES3P4			
HGNC:43826	PTGES3P5			
HGNC:9600	PTGFR		FP	5737
HGNC:9601	PTGFRN		FPRP, EWI-F, CD9P-1, FLJ11001, KIAA1436, SMAP-6, CD315	5738
HGNC:9602	PTGIR		IP	
HGNC:9603	PTGIS		PGIS, CYP8A1	5740
HGNC:18429	PTGR1	LTB4DH	ZADH3	22949
HGNC:20149	PTGR2	ZADH1	FLJ39091	145482
HGNC:9604	PTGS1		COX1, PGHS-1, PTGHS	5742
HGNC:9605	PTGS2		COX2	5743
HGNC:9606	PTH		PTH1	5741
HGNC:9608	PTH1R	PTHR, PTHR1		5745
HGNC:30828	PTH2		TIP39	113091
HGNC:9609	PTH2R	PTHR2		5746
HGNC:9607	PTHLH		PTHRP, HHM, PLP, PTHR	5744
HGNC:9610	PTK1~withdrawn			
HGNC:9611	PTK2		FAK, FADK, FAK1, PPP1R71	5747
HGNC:9612	PTK2B	FAK2	CAKB, PYK2, RAFTK, PTK, CADTK	2185
HGNC:9613	PTK3A~withdrawn			
HGNC:9614	PTK3B~withdrawn			
HGNC:9615	PTK4~withdrawn			
HGNC:9616	PTK5~withdrawn			
HGNC:9617	PTK6		BRK	5753
HGNC:9618	PTK7		CCK4	5754
HGNC:9619	PTK8~withdrawn			
HGNC:9622	PTLAH		FPAH	
HGNC:9623	PTMA	TMSA		5757
HGNC:9624	PTMAP1		Em:AB023049.6	5758
HGNC:9625	PTMAP2			5759
HGNC:9626	PTMAP3			5760
HGNC:9627	PTMAP4			5761
HGNC:9628	PTMAP5			150928
HGNC:16573	PTMAP6		dJ539E24.2	170542
HGNC:20031	PTMAP7			326626
HGNC:42437	PTMAP8			728873
HGNC:9629	PTMS		ParaT	5763
HGNC:9630	PTN	NEGF1	HBNF, HBGF8	5764
HGNC:9631	PTOS1			
HGNC:9632	PTOV1			53635
HGNC:44174	PTOV1-AS1			100506033
HGNC:51284	PTOV1-AS2			101928378
HGNC:9634	PTP4A1		PTPCAAX1, PRL-1	7803
HGNC:41928	PTP4A1P1			100421652
HGNC:41929	PTP4A1P2			100499563
HGNC:41930	PTP4A1P3			
HGNC:41931	PTP4A1P4			100129564
HGNC:41932	PTP4A1P5			100289380
HGNC:41933	PTP4A1P6			100129472
HGNC:41934	PTP4A1P7			100421681
HGNC:9635	PTP4A2	PTP4A	HU-PP-1, PTPCAAX2, OV-1, ptp-IV1a, PRL-2	8073
HGNC:9637	PTP4A2P1	PTP4AP1	h-PRL-1	5767
HGNC:9638	PTP4A2P2	PTP4AP2		5769
HGNC:9636	PTP4A3		PRL-3, PRL-R, PRL3	11156
HGNC:9633	PTP4A~withdrawn			
HGNC:30184	PTPDC1		PTP9Q22, FLJ37312	138639
HGNC:9641	PTPLC~withdrawn			
HGNC:26965	PTPMT1		PLIP, DUSP23, MOSP	114971
HGNC:9642	PTPN1	PTP1B		5770
HGNC:9650	PTPN2	PTPT	TCELLPTP, TC-PTP, TCPTP	5771
HGNC:9653	PTPN2P1	PTPN2P, PTPTP1		646981
HGNC:9654	PTPN2P2			646758
HGNC:9655	PTPN3		PTPH1	
HGNC:9656	PTPN4		PTPMEG	5775
HGNC:9657	PTPN5		STEP, PTPSTEP	84867
HGNC:9658	PTPN6		HCP, HCPH, PTP-1C, SHP-1, SHP1	5777
HGNC:9659	PTPN7		HEPTP, LC-PTP	5778
HGNC:9660	PTPN8~withdrawn			
HGNC:9661	PTPN9		MEG2	5780
HGNC:9643	PTPN10~withdrawn			
HGNC:9644	PTPN11	NS1	BPTP3, SH-PTP2, SHP-2, PTP2C, SHP2	5781
HGNC:9645	PTPN12		PTPG1, PTP-PEST	
HGNC:9646	PTPN13		PTP1E, PTP-BAS, PTPL1, PTP-BL	
HGNC:9647	PTPN14		PEZ	5784
HGNC:9648	PTPN17~withdrawn			
HGNC:9649	PTPN18		BDP1	26469
HGNC:23423	PTPN20	PTPN20A, PTPN20B	bA42B19.1, DKFZP566K0524, bA142I17.1, CT126	26095
HGNC:23422	PTPN20A~withdrawn			
HGNC:23424	PTPN20CP	PTPN20C	bA164N7.3	653045
HGNC:9651	PTPN21		PTPD1, PTPRL10	11099
HGNC:9652	PTPN22	PTPN8	Lyp, Lyp1, Lyp2	26191
HGNC:14406	PTPN23		DKFZP564F0923, KIAA1471, HD-PTP	25930
HGNC:9664	PTPRA	PTPRL2, PTPA	LRP, HLPR, HPTPA, RPTPA	
HGNC:9665	PTPRB	PTPB		
HGNC:9666	PTPRC	CD45	LCA, T200, GP180	5788
HGNC:9667	PTPRCAP		LPAP, CD45-AP	5790
HGNC:9668	PTPRD		PTPD, HPTP	5789
HGNC:49753	PTPRD-AS1			101929407
HGNC:49754	PTPRD-AS2			101929428
HGNC:9669	PTPRE		PTPE	5791
HGNC:9670	PTPRF	LAR		5792
HGNC:9671	PTPRG	PTPG	RPTPG	5793
HGNC:44638	PTPRG-AS1			100506994
HGNC:9672	PTPRH		SAP-1	5794
HGNC:9673	PTPRJ		DEP1, HPTPeta, CD148	5795
HGNC:50634	PTPRJ-AS1			
HGNC:9674	PTPRK		R-PTP-kappa	5796
HGNC:9675	PTPRM	PTPRL1	RPTPU, hR-PTPu	5797
HGNC:9676	PTPRN		IA-2	5798
HGNC:9677	PTPRN2		KIAA0387, phogrin, ICAAR, IA-2beta	5799
HGNC:9678	PTPRO		PTPU2, GLEPP1, PTP-U2, PTP-oc, NPHS6	5800
HGNC:9679	PTPRQ	DFNB84		374462
HGNC:9680	PTPRR	PTPRQ	PTPBR7, PTP-SL, EC-PTP, PCPTP1	5801
HGNC:9681	PTPRS			5802
HGNC:9682	PTPRT		RPTPrho, KIAA0283	11122
HGNC:9683	PTPRU		PTPRO, hPTP-J, PCP-2, FMI, PTP	10076
HGNC:13421	PTPRVP	PTPRV	OST-PTP, ESP	148713
HGNC:9685	PTPRZ1	PTPZ, PTPRZ	PTP18, RPTPB, phosphacan	5803
HGNC:9686	PTPRZ2		HTPZP2, PTPRZ	5804
HGNC:9684	PTPRZ~withdrawn			
HGNC:9687	PTPTP1~withdrawn			
HGNC:9688	PTRF		cavin-1, CAVIN1	284119
HGNC:27039	PTRH1	C9orf115	PTH1	138428
HGNC:24265	PTRH2		BIT1, CGI-147, PTH2, CFAP37	51651
HGNC:33782	PTRHD1	C2orf79	LOC391356	391356
HGNC:9689	PTS		PTPS	5805
HGNC:9690	PTTG1	TUTR1	PTTG, HPTTG, EAP1, securin	9232
